Date,Texas,TexasPredicted,TexasDelta,Coastal,CoastalPredicted,CoastalDelta,East,EastPredicted,EastDelta,Far West,FarWestPredicted,FarWestDelta,North,NorthPredicted,NorthDelta,North Cental,NorthCentralPredicted,NorthCentralDelta,South,SouthPredicted,SouthDelta,South Central,SouthCentralPredicted,SouthCentralDelta,West,WestPredicted,WestDelta
1/12/2016 15:00:00,34280.08,33975.26,0.89%,10117.36,10045.57,0.71%,1246.32,1193.63,4.23%,2002.68,2010.78,0.40%,741.9,729.04,1.73%,10927.62,10880.34,0.43%,2808.57,2744.11,2.30%,5408.46,5378.49,0.55%,1027.18,993.3,3.30%
1/12/2016 16:00:00,34257.43,33914.21,1.00%,10041.4,9914.08,1.27%,1221.56,1192.79,2.36%,2006.35,2015.3,0.45%,743.14,726.59,2.23%,10961.94,10880.14,0.75%,2809.89,2742.53,2.40%,5436.42,5445.57,0.17%,1036.73,997.21,3.81%
1/12/2016 17:00:00,35530.71,35427.58,0.29%,10291.97,10187.28,1.02%,1304.71,1261.12,3.34%,2010.35,2006.58,0.19%,772.86,764.05,1.14%,11528.28,11645.77,1.02%,2865.79,2806.56,2.07%,5690.41,5729.08,0.68%,1066.34,1027.13,3.68%
1/12/2016 18:00:00,38448.97,38284.38,0.43%,10869.83,10801.84,0.63%,1426.91,1425.83,0.08%,2120.48,2141.47,0.99%,836.3,815.56,2.48%,12593.71,12449.9,1.14%,3155.17,3124.56,0.97%,6286.98,6381.51,1.50%,1159.59,1143.71,1.37%
1/12/2016 19:00:00,39036.92,39045.06,0.02%,10896.71,10808.83,0.81%,1469.98,1414.59,3.77%,2172.24,2172.35,0.00%,853.14,865.85,1.49%,12780.69,12984.28,1.59%,3261.56,3121.27,4.30%,6413.26,6456.75,0.68%,1189.34,1221.14,2.67%
1/12/2016 20:00:00,39176.38,39203.72,0.07%,10891.49,10873.98,0.16%,1476.31,1452.91,1.58%,2200.07,2208.53,0.38%,852.87,872.74,2.33%,12838.99,12878.41,0.31%,3316.9,3283.49,1.01%,6389.46,6416.9,0.43%,1210.31,1216.75,0.53%
1/12/2016 21:00:00,38343.66,37825.73,1.35%,10613.92,10328.17,2.69%,1449.85,1403.48,3.20%,2188.5,2186.32,0.10%,845.03,851.42,0.76%,12576.3,12349.83,1.80%,3286.62,3200.34,2.63%,6186.35,6291.97,1.71%,1197.09,1214.2,1.43%
1/12/2016 22:00:00,36479.81,36929.71,1.23%,10074.09,10144.32,0.70%,1395.05,1334.35,4.35%,2151.21,2149.17,0.09%,814.34,803.01,1.39%,11907.84,12310.45,3.38%,3156.2,3010.56,4.61%,5826.19,6023.78,3.39%,1154.9,1154.06,0.07%
1/12/2016 23:00:00,34583.59,34419.52,0.47%,9573.35,9367.19,2.15%,1332.21,1292.45,2.98%,2113.89,2110.14,0.18%,784.21,787.35,0.40%,11219.86,11269.75,0.44%,2968.65,2822.7,4.92%,5484.14,5661.14,3.23%,1107.28,1108.79,0.14%
1/13/2016 00:00:00,33639.08,33523.33,0.34%,9356.12,9380.42,0.26%,1297.37,1265.53,2.45%,2108.65,2054.41,2.57%,772.94,780.27,0.95%,10833.38,10771.33,0.57%,2840.56,2786.14,1.92%,5338.39,5396.6,1.09%,1091.68,1088.62,0.28%
1/13/2016 01:00:00,33454.28,33376.42,0.23%,9304.75,9362.32,0.62%,1305.84,1205.8,7.66%,2104.13,2055.74,2.30%,770.32,775.91,0.73%,10763.69,10812.37,0.45%,2796.62,2706.78,3.21%,5310.97,5386.52,1.42%,1097.96,1070.98,2.46%
1/13/2016 02:00:00,33585.47,33720.42,0.40%,9306.34,9609.56,3.26%,1320.43,1199.76,9.14%,2103.0,2025.74,3.67%,776.31,776.49,0.02%,10816.41,11018.29,1.87%,2793.91,2571.8,7.95%,5359.52,5420.9,1.15%,1109.56,1097.87,1.05%
1/13/2016 03:00:00,34303.73,34103.86,0.58%,9477.11,9447.43,0.31%,1352.22,1250.7,7.51%,2120.71,2057.89,2.96%,795.01,763.88,3.92%,11090.84,11139.17,0.44%,2845.03,2693.86,5.31%,5490.06,5663.88,3.17%,1132.74,1087.04,4.03%
1/13/2016 04:00:00,35888.36,35358.52,1.48%,9875.04,9807.38,0.69%,1401.61,1284.24,8.37%,2151.38,2092.21,2.75%,821.08,821.57,0.06%,11689.79,11590.11,0.85%,2950.43,2823.64,4.30%,5824.35,5793.93,0.52%,1174.69,1145.44,2.49%
1/13/2016 05:00:00,39241.6,37966.27,3.25%,10760.39,10315.98,4.13%,1518.22,1412.28,6.98%,2206.97,2129.47,3.51%,879.94,867.07,1.46%,12901.88,12554.39,2.69%,3204.9,3005.27,6.23%,6513.01,6487.85,0.39%,1256.29,1193.95,4.96%
1/13/2016 06:00:00,43909.45,42154.85,4.00%,11826.43,11530.82,2.50%,1704.56,1561.04,8.42%,2288.85,2221.21,2.96%,961.51,933.67,2.90%,14602.83,14018.72,4.00%,3694.93,3342.97,9.53%,7439.92,7211.44,3.07%,1390.43,1334.99,3.99%
1/13/2016 07:00:00,45255.19,43745.27,3.34%,12092.81,11736.45,2.95%,1704.91,1637.1,3.98%,2347.37,2266.34,3.45%,991.17,963.85,2.76%,15185.23,14819.23,2.41%,3812.29,3416.26,10.39%,7676.87,7508.77,2.19%,1444.56,1397.26,3.27%
1/13/2016 08:00:00,43191.06,41626.03,3.62%,11746.96,11157.53,5.02%,1625.32,1506.43,7.32%,2292.68,2222.91,3.04%,953.69,944.89,0.92%,14368.87,14240.88,0.89%,3571.88,3272.83,8.37%,7251.25,6968.1,3.90%,1380.41,1312.46,4.92%
1/13/2016 09:00:00,40921.9,39323.96,3.90%,11340.74,10598.36,6.55%,1524.18,1429.9,6.19%,2245.66,2226.11,0.87%,905.92,906.53,0.07%,13505.58,13330.31,1.30%,3399.04,3158.56,7.07%,6705.35,6424.73,4.18%,1295.43,1249.46,3.55%
1/13/2016 10:00:00,38970.51,37752.8,3.12%,10992.3,10659.38,3.03%,1448.63,1365.44,5.74%,2192.6,2172.83,0.90%,861.54,841.76,2.30%,12758.05,12550.2,1.63%,3244.07,3011.68,7.16%,6261.92,5998.85,4.20%,1211.39,1152.68,4.85%
1/13/2016 11:00:00,37263.61,36262.73,2.69%,10646.35,10472.9,1.63%,1368.12,1301.5,4.87%,2141.08,2128.29,0.60%,821.42,796.71,3.01%,12119.85,11737.82,3.15%,3114.33,2926.53,6.03%,5903.87,5792.72,1.88%,1148.59,1106.26,3.69%
1/13/2016 12:00:00,35839.34,35442.4,1.11%,10367.21,10355.31,0.11%,1296.27,1259.87,2.81%,2087.58,2078.72,0.42%,784.38,758.84,3.26%,11585.67,11470.74,0.99%,3011.35,2806.98,6.79%,5611.22,5641.15,0.53%,1095.66,1070.78,2.27%
1/13/2016 13:00:00,34946.28,35053.43,0.31%,10231.17,10303.82,0.71%,1245.92,1244.97,0.08%,2062.89,2048.37,0.70%,769.3,744.54,3.22%,11217.69,11319.06,0.90%,2939.96,2832.26,3.66%,5421.98,5517.04,1.75%,1057.36,1043.38,1.32%
1/13/2016 14:00:00,34264.79,34433.62,0.49%,10101.76,10178.32,0.76%,1237.94,1220.12,1.44%,2036.91,2028.83,0.40%,753.43,725.41,3.72%,10915.83,10975.61,0.55%,2878.75,2833.18,1.58%,5314.7,5451.19,2.57%,1025.47,1020.95,0.44%
1/13/2016 15:00:00,33788.22,34052.58,0.78%,9983.84,10063.33,0.80%,1214.8,1206.03,0.72%,2017.67,2010.78,0.34%,743.9,726.96,2.28%,10699.87,10785.16,0.80%,2836.98,2837.19,0.01%,5277.99,5416.61,2.63%,1013.17,1006.52,0.66%
1/13/2016 16:00:00,33977.44,34124.59,0.43%,9961.8,10007.16,0.46%,1241.08,1215.34,2.07%,2028.74,2009.18,0.96%,746.27,723.0,3.12%,10786.86,10843.8,0.53%,2855.82,2815.49,1.41%,5335.2,5484.52,2.80%,1021.67,1026.1,0.43%
1/13/2016 17:00:00,35166.69,35470.26,0.86%,10190.43,10353.43,1.60%,1292.86,1281.83,0.85%,2020.65,1995.35,1.25%,772.85,751.75,2.73%,11332.09,11326.77,0.05%,2933.13,2926.81,0.22%,5583.39,5792.43,3.74%,1041.29,1041.89,0.06%
1/13/2016 18:00:00,37676.96,37596.11,0.21%,10664.48,10681.98,0.16%,1406.78,1381.71,1.78%,2099.75,2076.9,1.09%,824.58,812.17,1.50%,12262.25,12181.24,0.66%,3149.78,3069.15,2.56%,6140.19,6270.43,2.12%,1129.14,1122.51,0.59%
1/13/2016 19:00:00,38034.65,37651.13,1.01%,10681.18,10626.8,0.51%,1399.9,1389.99,0.71%,2141.58,2114.11,1.28%,823.78,805.45,2.22%,12377.06,12134.05,1.96%,3203.68,3088.21,3.60%,6250.26,6349.22,1.58%,1157.2,1143.31,1.20%
1/13/2016 20:00:00,37904.99,37327.63,1.52%,10584.02,10502.06,0.77%,1391.04,1380.28,0.77%,2173.5,2155.13,0.85%,821.28,800.85,2.49%,12335.82,11979.21,2.89%,3208.8,3078.0,4.08%,6220.71,6324.15,1.66%,1169.82,1107.96,5.29%
1/13/2016 21:00:00,36897.29,36156.3,2.01%,10281.02,10163.93,1.14%,1327.58,1328.54,0.07%,2177.15,2117.03,2.76%,801.36,780.71,2.58%,12005.39,11593.81,3.43%,3134.02,2987.16,4.69%,6022.84,6094.81,1.19%,1147.93,1090.31,5.02%
1/13/2016 22:00:00,34851.7,34090.47,2.18%,9730.74,9529.91,2.06%,1251.82,1273.96,1.77%,2146.73,2067.7,3.68%,764.23,736.07,3.69%,11253.81,10866.62,3.44%,2946.03,2780.3,5.63%,5655.18,5794.83,2.47%,1103.17,1041.1,5.63%
1/13/2016 23:00:00,32768.08,32292.99,1.45%,9205.83,9039.63,1.81%,1178.32,1183.16,0.41%,2111.49,2048.1,3.00%,730.77,719.14,1.59%,10506.01,10589.73,0.80%,2709.36,2532.64,6.52%,5268.02,5194.28,1.40%,1058.28,986.33,6.80%
1/14/2016 00:00:00,31499.26,30493.81,3.19%,8918.24,8659.72,2.90%,1151.63,1139.49,1.05%,2088.72,2028.24,2.90%,720.88,714.38,0.90%,10069.69,9773.52,2.94%,2542.9,2349.53,7.60%,4971.55,4870.64,2.03%,1035.64,958.28,7.47%
1/14/2016 01:00:00,30896.51,29571.85,4.29%,8769.73,8482.77,3.27%,1141.79,1143.22,0.12%,2080.94,2017.65,3.04%,718.56,721.54,0.41%,9895.47,9440.88,4.59%,2448.49,2207.62,9.84%,4815.22,4580.82,4.87%,1026.32,977.35,4.77%
1/14/2016 02:00:00,30846.19,29297.95,5.02%,8741.65,8278.7,5.30%,1139.43,1137.91,0.13%,2090.03,2019.23,3.39%,724.6,728.95,0.60%,9924.79,9323.19,6.06%,2414.48,2193.39,9.16%,4774.63,4601.95,3.62%,1036.57,1014.62,2.12%
1/14/2016 03:00:00,31114.04,29400.8,5.51%,8751.98,8313.94,5.01%,1160.46,1165.47,0.43%,2100.37,2040.75,2.84%,735.17,729.44,0.78%,10102.03,9307.57,7.86%,2413.06,2231.93,7.51%,4802.69,4567.92,4.89%,1048.27,1043.78,0.43%
1/14/2016 04:00:00,32171.39,30319.97,5.75%,8958.96,8239.55,8.03%,1209.16,1181.68,2.27%,2120.13,2049.01,3.35%,749.79,738.23,1.54%,10609.17,10128.39,4.53%,2466.55,2207.4,10.51%,4983.68,4720.21,5.29%,1073.96,1055.51,1.72%
1/14/2016 05:00:00,34977.5,33922.12,3.02%,9628.12,9199.15,4.46%,1307.42,1250.98,4.32%,2178.48,2084.99,4.29%,799.27,786.54,1.59%,11782.41,11771.12,0.10%,2655.6,2476.82,6.73%,5487.85,5258.05,4.19%,1138.34,1094.47,3.85%
1/14/2016 06:00:00,39135.86,37750.6,3.54%,10489.44,10020.89,4.47%,1471.97,1396.92,5.10%,2271.16,2171.96,4.37%,874.9,869.6,0.61%,13452.6,13320.15,0.98%,3068.28,2810.01,8.42%,6260.04,5947.49,4.99%,1247.46,1213.59,2.72%
1/14/2016 07:00:00,40347.87,39387.6,2.38%,10708.92,10251.75,4.27%,1515.5,1397.54,7.78%,2337.63,2264.92,3.11%,900.35,901.86,0.17%,14024.8,14086.46,0.44%,3168.43,2993.44,5.52%,6406.0,6235.01,2.67%,1286.23,1256.61,2.30%
1/14/2016 08:00:00,39073.2,38174.71,2.30%,10613.66,10345.67,2.52%,1456.87,1386.59,4.82%,2298.78,2200.2,4.29%,873.34,892.44,2.19%,13413.11,13022.74,2.91%,3039.02,2918.48,3.97%,6133.95,6142.68,0.14%,1244.46,1265.9,1.72%
1/14/2016 09:00:00,38050.91,36714.29,3.51%,10626.55,10287.67,3.19%,1395.11,1350.77,3.18%,2257.47,2175.79,3.62%,840.41,847.95,0.90%,12795.77,12092.56,5.50%,2993.1,2825.15,5.61%,5927.98,5930.11,0.04%,1214.51,1204.28,0.84%
1/14/2016 10:00:00,37155.65,36401.72,2.03%,10615.88,10447.68,1.58%,1328.61,1300.16,2.14%,2224.29,2154.51,3.14%,806.34,803.54,0.35%,12244.23,11940.05,2.48%,2954.91,2830.22,4.22%,5812.83,5783.29,0.51%,1168.55,1142.27,2.25%
1/14/2016 11:00:00,36288.43,35975.16,0.86%,10584.4,10498.77,0.81%,1269.21,1271.29,0.16%,2207.71,2134.39,3.32%,777.23,770.33,0.89%,11782.22,11731.88,0.43%,2903.05,2853.56,1.70%,5643.43,5620.15,0.41%,1121.17,1094.78,2.35%
1/14/2016 12:00:00,35511.96,35444.25,0.19%,10516.54,10451.6,0.62%,1214.48,1249.75,2.90%,2166.71,2126.93,1.84%,751.16,744.02,0.95%,11423.61,11470.74,0.41%,2854.52,2791.89,2.19%,5505.06,5560.45,1.01%,1079.89,1048.87,2.87%
1/14/2016 13:00:00,35058.03,35093.34,0.10%,10476.55,10309.11,1.60%,1187.2,1243.19,4.72%,2143.64,2057.69,4.01%,736.36,738.0,0.22%,11192.42,11336.52,1.29%,2855.28,2843.63,0.41%,5417.68,5544.86,2.35%,1048.9,1020.35,2.72%
1/14/2016 14:00:00,34451.31,34545.05,0.27%,10323.69,10221.33,0.99%,1151.31,1230.34,6.86%,2111.33,2035.69,3.58%,718.42,725.58,1.00%,10914.46,10996.16,0.75%,2868.78,2833.18,1.24%,5332.0,5503.29,3.21%,1031.31,999.47,3.09%
1/14/2016 15:00:00,34142.47,34330.68,0.55%,10239.86,10084.01,1.52%,1124.81,1216.27,8.13%,2099.94,2052.1,2.28%,708.44,723.21,2.09%,10742.04,10913.52,1.60%,2881.46,2838.65,1.49%,5318.45,5507.86,3.56%,1027.47,995.06,3.15%
1/14/2016 16:00:00,34130.28,34434.6,0.89%,10162.16,10213.92,0.51%,1126.88,1231.53,9.29%,2084.19,2028.37,2.68%,707.12,717.08,1.41%,10758.88,10877.44,1.10%,2897.3,2816.9,2.78%,5366.97,5557.99,3.56%,1026.78,991.38,3.45%
1/14/2016 17:00:00,34878.54,35498.85,1.78%,10336.39,10433.94,0.94%,1173.38,1286.44,9.64%,2072.88,2011.76,2.95%,730.88,728.56,0.32%,11136.45,11314.77,1.60%,2892.16,2926.81,1.20%,5504.29,5797.67,5.33%,1032.1,998.89,3.22%
1/14/2016 18:00:00,37096.53,37253.11,0.42%,10727.71,10721.92,0.05%,1265.57,1354.63,7.04%,2162.19,2038.33,5.73%,783.38,762.32,2.69%,12009.21,11985.4,0.20%,3082.6,3131.02,1.57%,5959.85,6200.75,4.04%,1106.01,1058.74,4.27%
1/14/2016 19:00:00,37221.24,37243.73,0.06%,10653.91,10644.65,0.09%,1270.31,1354.84,6.65%,2205.73,2106.69,4.49%,786.27,771.98,1.82%,12040.04,11971.07,0.57%,3128.93,3092.53,1.16%,6009.32,6216.31,3.44%,1126.72,1085.67,3.64%
1/14/2016 20:00:00,36629.81,36661.06,0.09%,10441.43,10506.07,0.62%,1246.19,1310.03,5.12%,2210.02,2092.0,5.34%,776.86,785.37,1.10%,11843.78,11726.56,0.99%,3095.31,3063.58,1.03%,5890.98,6095.08,3.46%,1125.23,1082.36,3.81%
1/14/2016 21:00:00,35218.64,35057.1,0.46%,10010.27,10092.96,0.83%,1194.03,1260.82,5.59%,2192.86,2109.78,3.79%,750.88,755.91,0.67%,11352.5,11032.91,2.82%,3002.76,2975.34,0.91%,5620.92,5765.39,2.57%,1094.42,1064.0,2.78%
1/14/2016 22:00:00,33051.67,32945.4,0.32%,9422.47,9456.35,0.36%,1109.02,1180.48,6.44%,2147.87,2036.94,5.16%,710.4,716.18,0.81%,10539.68,10394.47,1.38%,2827.26,2797.52,1.05%,5246.83,5369.44,2.34%,1048.13,994.01,5.16%
1/14/2016 23:00:00,30714.21,30627.23,0.28%,8814.79,8855.47,0.46%,1018.05,1074.66,5.56%,2106.32,2031.75,3.54%,679.23,683.46,0.62%,9693.17,9515.78,1.83%,2582.27,2559.14,0.90%,4809.66,4942.48,2.76%,1010.72,964.48,4.57%
1/15/2016 00:00:00,29193.92,28915.61,0.95%,8327.17,8371.8,0.54%,1036.97,1023.64,1.29%,2033.34,2028.24,0.25%,675.88,655.46,3.02%,9175.46,9017.18,1.72%,2319.43,2332.6,0.57%,4641.86,4550.84,1.96%,983.81,935.85,4.87%
1/15/2016 01:00:00,28564.06,28208.58,1.24%,8144.99,8158.02,0.16%,1039.86,980.76,5.68%,2028.27,1968.94,2.93%,670.11,668.39,0.26%,8977.17,8910.46,0.74%,2241.97,2265.85,1.07%,4481.97,4300.42,4.05%,979.71,955.74,2.45%
1/15/2016 02:00:00,28343.89,27856.04,1.72%,8029.74,7968.5,0.76%,1022.56,954.84,6.62%,2029.72,1989.75,1.97%,668.04,675.63,1.14%,8942.35,8706.87,2.63%,2213.87,2430.54,9.79%,4459.82,4165.63,6.60%,977.8,964.29,1.38%
1/15/2016 03:00:00,28671.37,28090.21,2.03%,8066.62,8022.25,0.55%,1001.98,962.25,3.97%,2038.74,1984.97,2.64%,680.65,692.56,1.75%,9163.41,8864.77,3.26%,2243.82,2318.02,3.31%,4480.74,4280.09,4.48%,995.4,965.29,3.02%
1/15/2016 04:00:00,29726.56,29026.13,2.36%,8286.09,8255.85,0.37%,1003.29,978.37,2.48%,2056.02,1993.51,3.04%,699.88,722.5,3.23%,9652.21,9315.12,3.49%,2323.42,2304.27,0.82%,4675.67,4481.02,4.16%,1029.99,975.49,5.29%
1/15/2016 05:00:00,32476.56,31695.38,2.41%,8947.66,9002.09,0.61%,1063.42,1068.72,0.50%,2114.41,2031.1,3.94%,754.26,777.21,3.04%,10773.95,10235.54,5.00%,2552.92,2506.35,1.82%,5168.77,4968.12,3.88%,1101.17,1106.26,0.46%
1/15/2016 06:00:00,36897.48,36588.1,0.84%,9889.19,9868.85,0.21%,1213.98,1266.53,4.33%,2209.59,2184.42,1.14%,838.72,864.26,3.04%,12517.69,12182.22,2.68%,3007.21,2956.33,1.69%,5991.79,6017.41,0.43%,1229.31,1248.07,1.53%
1/15/2016 07:00:00,38639.15,38739.53,0.26%,10237.83,10156.38,0.80%,1267.6,1338.86,5.62%,2281.3,2276.49,0.21%,872.05,890.27,2.09%,13227.62,12883.03,2.61%,3162.52,3387.38,7.11%,6298.78,6519.08,3.50%,1291.46,1288.04,0.27%
1/15/2016 08:00:00,37949.89,37831.31,0.31%,10250.95,10043.27,2.03%,1255.7,1337.22,6.49%,2248.93,2215.69,1.48%,862.35,873.67,1.31%,12931.07,12907.21,0.18%,3031.92,2941.61,2.98%,6113.9,6216.13,1.67%,1255.07,1296.51,3.30%
1/15/2016 09:00:00,37273.71,37210.26,0.17%,10288.52,10244.68,0.43%,1235.27,1361.96,10.26%,2202.11,2183.48,0.85%,839.65,853.94,1.70%,12604.27,12405.03,1.58%,2940.0,2959.52,0.66%,5957.69,6014.64,0.96%,1206.2,1187.0,1.59%
1/15/2016 10:00:00,36584.47,36917.9,0.91%,10355.85,10362.89,0.07%,1218.01,1343.55,10.31%,2176.27,2134.89,1.90%,825.07,831.1,0.73%,12212.09,12450.07,1.95%,2874.84,2858.22,0.58%,5751.94,5808.16,0.98%,1170.39,1129.03,3.53%
1/15/2016 11:00:00,35738.52,36010.29,0.76%,10321.44,10415.17,0.91%,1186.38,1279.12,7.82%,2137.67,2115.68,1.03%,792.24,812.0,2.49%,11760.62,11857.75,0.83%,2822.02,2800.34,0.77%,5596.6,5657.1,1.08%,1121.55,1073.14,4.32%
1/15/2016 12:00:00,34891.56,35259.72,1.06%,10219.95,10302.95,0.81%,1160.94,1237.51,6.60%,2083.9,2078.72,0.25%,758.66,778.0,2.55%,11333.32,11518.89,1.64%,2813.36,2821.66,0.30%,5455.55,5492.84,0.68%,1065.88,1029.13,3.45%
1/15/2016 13:00:00,34448.27,34929.07,1.40%,10199.6,10291.36,0.90%,1140.28,1216.2,6.66%,2051.8,2036.99,0.72%,733.94,764.05,4.10%,11087.28,11358.62,2.45%,2857.98,2856.18,0.06%,5361.92,5403.39,0.77%,1015.47,1002.29,1.30%
1/15/2016 14:00:00,34049.25,34514.87,1.37%,10178.94,10185.22,0.06%,1125.64,1205.06,7.06%,2038.36,2028.83,0.47%,720.02,741.19,2.94%,10793.35,11059.24,2.46%,2892.75,2943.03,1.74%,5303.3,5363.13,1.13%,996.9,989.17,0.78%
1/15/2016 15:00:00,33760.16,34174.16,1.23%,10143.07,10056.54,0.85%,1104.96,1190.5,7.74%,2020.3,2010.78,0.47%,708.71,723.03,2.02%,10596.35,10805.22,1.97%,2915.47,3042.63,4.36%,5287.23,5364.41,1.46%,984.06,981.05,0.31%
1/15/2016 16:00:00,33633.7,34245.12,1.82%,10066.17,10095.38,0.29%,1075.95,1188.95,10.50%,2012.89,2009.18,0.18%,708.13,732.64,3.46%,10568.58,10803.97,2.23%,2933.74,3043.81,3.75%,5285.65,5384.71,1.87%,982.58,986.48,0.40%
1/15/2016 17:00:00,34003.56,34696.19,2.04%,10026.04,10227.77,2.01%,1098.32,1235.89,12.53%,2005.73,1998.67,0.35%,735.77,760.06,3.30%,10899.25,11146.05,2.26%,2872.01,2806.56,2.28%,5369.37,5521.77,2.84%,997.06,999.42,0.24%
1/15/2016 18:00:00,35708.91,36699.99,2.78%,10292.59,10511.55,2.13%,1174.7,1349.16,14.85%,2058.07,2066.68,0.42%,777.59,802.98,3.26%,11652.03,11954.65,2.60%,2953.21,2906.39,1.59%,5738.25,6025.29,5.00%,1062.47,1083.3,1.96%
1/15/2016 19:00:00,35605.19,37035.29,4.02%,10148.12,10477.49,3.25%,1182.61,1372.74,16.08%,2071.37,2092.73,1.03%,783.59,805.45,2.79%,11683.42,12030.56,2.97%,2927.95,2971.38,1.48%,5737.84,6184.55,7.79%,1070.29,1100.39,2.81%
1/15/2016 20:00:00,35219.1,36994.6,5.04%,9901.38,10381.61,4.85%,1190.33,1367.05,14.85%,2074.0,2062.27,0.57%,789.08,813.06,3.04%,11692.26,12071.79,3.25%,2858.77,2989.38,4.57%,5643.12,6197.34,9.82%,1070.16,1112.09,3.92%
1/15/2016 21:00:00,34530.45,35950.74,4.11%,9670.15,10036.08,3.78%,1176.32,1369.27,16.40%,2056.91,2085.23,1.38%,780.51,793.89,1.72%,11524.33,11631.28,0.93%,2777.41,2896.52,4.29%,5484.68,6038.57,10.10%,1060.14,1099.9,3.75%
1/15/2016 22:00:00,33477.44,34433.05,2.85%,9368.66,9529.91,1.72%,1146.93,1296.52,13.04%,2041.53,2029.86,0.57%,766.03,736.01,3.92%,11186.05,11455.25,2.41%,2687.42,2723.1,1.33%,5242.84,5618.57,7.17%,1037.98,1043.85,0.57%
1/15/2016 23:00:00,32105.26,32447.36,1.07%,9020.85,9144.21,1.37%,1107.15,1236.83,11.71%,2017.15,1987.45,1.47%,750.47,715.08,4.72%,10715.03,10382.65,3.10%,2549.76,2627.89,3.06%,4940.28,5376.04,8.82%,1004.58,977.21,2.72%
1/16/2016 00:00:00,31026.0,31226.99,0.65%,8778.43,8813.39,0.40%,1063.71,1186.25,11.52%,1997.51,1938.32,2.96%,717.31,707.51,1.37%,10105.39,9803.93,2.98%,2477.81,2372.87,4.23%,4913.61,5424.28,10.39%,972.24,980.43,0.84%
1/16/2016 01:00:00,30456.05,30646.0,0.62%,8647.29,8833.09,2.15%,1060.56,1089.66,2.74%,1982.2,1939.68,2.15%,713.69,697.12,2.32%,9868.64,9498.26,3.75%,2403.8,2355.91,1.99%,4821.29,5268.35,9.27%,958.58,963.92,0.56%
1/16/2016 02:00:00,30295.78,29932.1,1.20%,8612.84,8467.94,1.68%,1058.96,1072.39,1.27%,1984.59,1958.58,1.31%,715.16,710.46,0.66%,9784.82,9076.49,7.24%,2365.94,2414.82,2.07%,4818.76,5269.57,9.36%,954.7,961.85,0.75%
1/16/2016 03:00:00,30417.69,30896.07,1.57%,8628.84,8520.05,1.26%,1059.87,1094.0,3.22%,1993.69,2003.96,0.52%,719.12,699.12,2.78%,9841.35,10015.33,1.77%,2353.14,2372.17,0.81%,4862.44,5231.92,7.60%,959.24,959.52,0.03%
1/16/2016 04:00:00,30934.68,30983.46,0.16%,8748.62,8764.68,0.18%,1071.99,1095.77,2.22%,2014.37,2031.92,0.87%,733.04,706.4,3.63%,10049.91,9904.11,1.45%,2369.79,2303.61,2.79%,4977.86,5189.79,4.26%,969.1,987.18,1.87%
1/16/2016 05:00:00,32143.12,33005.26,2.68%,9043.13,9098.88,0.62%,1123.85,1154.23,2.70%,2044.28,2055.02,0.53%,760.36,766.24,0.77%,10531.12,11190.11,6.26%,2458.55,2471.9,0.54%,5178.93,5261.34,1.59%,1002.91,1007.54,0.46%
1/16/2016 06:00:00,33815.24,33936.57,0.36%,9448.53,9261.93,1.97%,1191.47,1214.11,1.90%,2084.29,2115.79,1.51%,791.05,765.57,3.22%,11191.05,11670.44,4.28%,2588.38,2387.42,7.76%,5469.55,5461.97,0.14%,1050.93,1059.34,0.80%
1/16/2016 07:00:00,35514.57,35166.26,0.98%,9751.14,9524.72,2.32%,1251.7,1254.84,0.25%,2130.82,2134.25,0.16%,831.19,834.94,0.45%,11934.04,12064.51,1.09%,2703.44,2645.91,2.13%,5806.52,5557.05,4.30%,1105.72,1150.03,4.01%
1/16/2016 08:00:00,37126.4,37893.96,2.07%,10128.13,10367.85,2.37%,1305.99,1344.52,2.95%,2142.52,2175.53,1.54%,870.97,882.35,1.31%,12595.02,12975.14,3.02%,2832.88,2966.64,4.72%,6109.55,6037.66,1.18%,1141.34,1144.27,0.26%
1/16/2016 09:00:00,38346.57,38595.23,0.65%,10445.44,10205.01,2.30%,1344.69,1342.0,0.20%,2141.24,2189.95,2.27%,902.99,915.84,1.42%,13138.01,13816.15,5.16%,2915.57,2855.46,2.06%,6304.87,6094.13,3.34%,1153.74,1176.69,1.99%
1/16/2016 10:00:00,38661.8,38259.69,1.04%,10618.3,10172.28,4.20%,1346.98,1319.67,2.03%,2126.19,2174.08,2.25%,926.4,962.95,3.95%,13297.82,13784.04,3.66%,2934.16,2837.34,3.30%,6257.63,5873.83,6.13%,1154.33,1135.5,1.63%
1/16/2016 11:00:00,38394.88,37173.66,3.18%,10583.59,10106.16,4.51%,1333.31,1276.14,4.29%,2102.8,2099.0,0.18%,931.54,935.91,0.47%,13291.93,13246.97,0.34%,2903.34,2785.28,4.07%,6119.84,5615.98,8.23%,1128.52,1108.23,1.80%
1/16/2016 12:00:00,37709.71,37282.35,1.13%,10394.15,9962.41,4.15%,1317.83,1250.67,5.10%,2063.58,2027.52,1.75%,924.79,912.21,1.36%,13204.96,13859.38,4.96%,2859.11,2732.06,4.44%,5852.04,5461.13,6.68%,1093.26,1076.97,1.49%
