Region,Date,Hour,Actual,Predicted,Delta
Coast,3/1/2016,1,8260.21,8344.64,1.02%
Coast,3/1/2016,2,7967.63,8120.02,1.91%
Coast,3/1/2016,3,7829.08,8051.72,2.84%
Coast,3/1/2016,4,7806.78,8044.40,3.04%
Coast,3/1/2016,5,8007.31,8215.87,2.60%
Coast,3/1/2016,6,8617.06,8650.12,0.38%
Coast,3/1/2016,7,9478.82,9461.06,0.19%
Coast,3/1/2016,8,9671.36,9775.09,1.07%
Coast,3/1/2016,9,9889.19,10058.02,1.71%
Coast,3/1/2016,10,10188.57,10221.71,0.33%
Coast,3/1/2016,11,10397.77,10350.18,0.46%
Coast,3/1/2016,12,10582.35,10654.37,0.68%
Coast,3/1/2016,13,10690.73,10523.30,1.57%
Coast,3/1/2016,14,10879.78,10913.72,0.31%
Coast,3/1/2016,15,10886.47,10802.50,0.77%
Coast,3/1/2016,16,10805.97,11111.59,2.83%
Coast,3/1/2016,17,10823.79,11201.68,3.49%
Coast,3/1/2016,18,10824.59,10997.85,1.60%
Coast,3/1/2016,19,10893.27,11117.40,2.06%
Coast,3/1/2016,20,10997.77,10742.89,2.32%
Coast,3/1/2016,21,10830.43,10507.80,2.98%
Coast,3/1/2016,22,10380.33,10162.53,2.10%
Coast,3/1/2016,23,9644.13,9527.03,1.21%
Coast,3/1/2016,24,8886.56,9051.63,1.86%
East,3/1/2016,1,996.53,991.54,0.50%
East,3/1/2016,2,960.74,954.14,0.69%
East,3/1/2016,3,916.45,929.11,1.38%
East,3/1/2016,4,937.13,927.89,0.99%
East,3/1/2016,5,947.49,952.49,0.53%
East,3/1/2016,6,1021.40,1012.01,0.92%
East,3/1/2016,7,1151.61,1115.59,3.13%
East,3/1/2016,8,1136.12,1154.24,1.59%
East,3/1/2016,9,1167.80,1161.28,0.56%
East,3/1/2016,10,1218.89,1211.51,0.61%
East,3/1/2016,11,1239.54,1223.44,1.30%
East,3/1/2016,12,1259.67,1233.18,2.10%
East,3/1/2016,13,1267.97,1238.67,2.31%
East,3/1/2016,14,1253.06,1235.68,1.39%
East,3/1/2016,15,1263.51,1238.56,1.97%
East,3/1/2016,16,1261.04,1224.93,2.86%
East,3/1/2016,17,1254.74,1217.04,3.00%
East,3/1/2016,18,1175.53,1206.18,2.61%
East,3/1/2016,19,1259.04,1275.68,1.32%
East,3/1/2016,20,1316.97,1298.41,1.41%
East,3/1/2016,21,1253.14,1274.31,1.69%
East,3/1/2016,22,1203.99,1211.97,0.66%
East,3/1/2016,23,1078.52,1144.88,6.15%
East,3/1/2016,24,1050.22,1051.38,0.11%
West,3/1/2016,1,825.67,853.07,3.32%
West,3/1/2016,2,806.14,850.17,5.46%
West,3/1/2016,3,802.48,831.31,3.59%
West,3/1/2016,4,799.28,830.42,3.90%
West,3/1/2016,5,808.15,839.80,3.92%
West,3/1/2016,6,850.49,880.62,3.54%
West,3/1/2016,7,946.67,969.16,2.38%
West,3/1/2016,8,977.14,982.79,0.58%
West,3/1/2016,9,972.85,989.53,1.71%
West,3/1/2016,10,980.50,1011.82,3.19%
West,3/1/2016,11,990.26,1039.34,4.96%
West,3/1/2016,12,996.90,1025.39,2.86%
West,3/1/2016,13,987.03,1009.87,2.31%
West,3/1/2016,14,988.61,989.91,0.13%
West,3/1/2016,15,992.10,977.06,1.52%
West,3/1/2016,16,986.28,978.33,0.81%
West,3/1/2016,17,987.67,983.70,0.40%
West,3/1/2016,18,982.28,985.55,0.33%
West,3/1/2016,19,997.87,1014.62,1.68%
West,3/1/2016,20,1036.04,1033.42,0.25%
West,3/1/2016,21,1027.17,1020.91,0.61%
West,3/1/2016,22,996.13,987.59,0.86%
West,3/1/2016,23,936.90,950.51,1.45%
West,3/1/2016,24,878.77,921.96,4.92%
FarWest,3/1/2016,1,1798.64,1884.54,4.78%
FarWest,3/1/2016,2,1786.40,1896.66,6.17%
FarWest,3/1/2016,3,1788.68,1857.30,3.84%
FarWest,3/1/2016,4,1793.22,1883.43,5.03%
FarWest,3/1/2016,5,1804.13,1939.99,7.53%
FarWest,3/1/2016,6,1852.76,1949.51,5.22%
FarWest,3/1/2016,7,1948.47,2048.77,5.15%
FarWest,3/1/2016,8,1984.28,2106.08,6.14%
FarWest,3/1/2016,9,1969.46,2110.49,7.16%
FarWest,3/1/2016,10,1963.61,2046.71,4.23%
FarWest,3/1/2016,11,1964.84,2073.26,5.52%
FarWest,3/1/2016,12,1966.42,2051.25,4.31%
FarWest,3/1/2016,13,1957.84,2028.63,3.62%
FarWest,3/1/2016,14,1970.00,2031.07,3.10%
FarWest,3/1/2016,15,1957.96,2025.71,3.46%
FarWest,3/1/2016,16,1954.67,2011.04,2.88%
FarWest,3/1/2016,17,1958.97,2009.18,2.56%
FarWest,3/1/2016,18,1958.86,2006.02,2.41%
FarWest,3/1/2016,19,1958.52,2037.99,4.06%
FarWest,3/1/2016,20,2006.87,2049.10,2.10%
FarWest,3/1/2016,21,2009.75,2060.29,2.51%
FarWest,3/1/2016,22,1984.50,2063.98,4.01%
FarWest,3/1/2016,23,1935.64,2023.42,4.53%
FarWest,3/1/2016,24,1885.67,1964.62,4.19%
North,3/1/2016,1,602.03,636.49,5.72%
North,3/1/2016,2,588.73,608.68,3.39%
North,3/1/2016,3,580.17,603.84,4.08%
North,3/1/2016,4,577.76,600.50,3.94%
North,3/1/2016,5,584.64,594.89,1.75%
North,3/1/2016,6,614.59,634.59,3.25%
North,3/1/2016,7,682.32,746.20,9.36%
North,3/1/2016,8,705.73,764.43,8.32%
North,3/1/2016,9,710.90,751.38,5.69%
North,3/1/2016,10,717.29,761.72,6.19%
North,3/1/2016,11,723.94,768.51,6.16%
North,3/1/2016,12,718.25,759.84,5.79%
North,3/1/2016,13,708.77,753.39,6.29%
North,3/1/2016,14,709.25,738.88,4.18%
North,3/1/2016,15,704.92,723.98,2.70%
North,3/1/2016,16,704.32,717.21,1.83%
North,3/1/2016,17,708.53,723.08,2.05%
North,3/1/2016,18,711.02,732.02,2.95%
North,3/1/2016,19,733.45,753.39,2.72%
North,3/1/2016,20,749.96,756.64,0.89%
North,3/1/2016,21,745.04,778.63,4.51%
North,3/1/2016,22,723.16,748.70,3.53%
North,3/1/2016,23,684.94,722.56,5.49%
North,3/1/2016,24,650.75,693.93,6.63%
NorthCentral,3/1/2016,1,8488.94,8790.53,3.55%
NorthCentral,3/1/2016,2,8114.92,8333.91,2.70%
NorthCentral,3/1/2016,3,7916.98,8191.10,3.46%
NorthCentral,3/1/2016,4,7876.57,8222.53,4.39%
NorthCentral,3/1/2016,5,8098.22,8478.63,4.70%
NorthCentral,3/1/2016,6,8851.38,9184.34,3.76%
NorthCentral,3/1/2016,7,10259.18,10315.42,0.55%
NorthCentral,3/1/2016,8,10675.69,11147.52,4.42%
NorthCentral,3/1/2016,9,10713.59,10733.97,0.19%
NorthCentral,3/1/2016,10,10923.94,11133.18,1.92%
NorthCentral,3/1/2016,11,11041.08,11280.35,2.17%
NorthCentral,3/1/2016,12,11081.42,11245.56,1.48%
NorthCentral,3/1/2016,13,11057.53,11138.01,0.73%
NorthCentral,3/1/2016,14,11075.43,11076.35,0.01%
NorthCentral,3/1/2016,15,11007.30,10940.49,0.61%
NorthCentral,3/1/2016,16,10910.42,10785.16,1.15%
NorthCentral,3/1/2016,17,10905.14,10803.97,0.93%
NorthCentral,3/1/2016,18,10955.04,10900.00,0.50%
NorthCentral,3/1/2016,19,11243.37,11450.13,1.84%
NorthCentral,3/1/2016,20,11622.03,11889.08,2.30%
NorthCentral,3/1/2016,21,11468.88,11732.51,2.30%
NorthCentral,3/1/2016,22,10973.83,11156.24,1.66%
NorthCentral,3/1/2016,23,10092.46,10525.88,4.29%
NorthCentral,3/1/2016,24,9173.65,9524.90,3.83%
South,3/1/2016,1,2309.65,2341.78,1.39%
South,3/1/2016,2,2180.88,2199.63,0.86%
South,3/1/2016,3,2119.82,2160.44,1.92%
South,3/1/2016,4,2089.24,2141.00,2.48%
South,3/1/2016,5,2103.64,2144.15,1.93%
South,3/1/2016,6,2239.50,2256.92,0.78%
South,3/1/2016,7,2595.08,2585.47,0.37%
South,3/1/2016,8,2668.91,2681.74,0.48%
South,3/1/2016,9,2668.52,2639.28,1.10%
South,3/1/2016,10,2793.12,2710.16,2.97%
South,3/1/2016,11,2921.45,2841.34,2.74%
South,3/1/2016,12,3089.46,2978.64,3.59%
South,3/1/2016,13,3250.07,3113.67,4.20%
South,3/1/2016,14,3424.82,3134.20,8.49%
South,3/1/2016,15,3564.75,3255.61,8.67%
South,3/1/2016,16,3649.39,3304.30,9.46%
South,3/1/2016,17,3680.37,3325.03,9.66%
South,3/1/2016,18,3572.99,3158.22,11.61%
South,3/1/2016,19,3475.26,3174.68,8.65%
South,3/1/2016,20,3508.84,3240.56,7.65%
South,3/1/2016,21,3400.40,3164.33,6.94%
South,3/1/2016,22,3233.65,2986.93,7.63%
South,3/1/2016,23,2968.43,2822.73,4.91%
South,3/1/2016,24,2645.94,2577.51,2.59%
SouthCentral,3/1/2016,1,4396.61,4458.95,1.42%
SouthCentral,3/1/2016,2,4159.84,4289.08,3.11%
SouthCentral,3/1/2016,3,4029.15,4077.50,1.20%
SouthCentral,3/1/2016,4,3984.77,4097.57,2.83%
SouthCentral,3/1/2016,5,4052.31,4140.79,2.18%
SouthCentral,3/1/2016,6,4402.10,4442.24,0.91%
SouthCentral,3/1/2016,7,5102.12,5048.96,1.04%
SouthCentral,3/1/2016,8,5329.95,5248.10,1.54%
SouthCentral,3/1/2016,9,5334.17,5256.72,1.45%
SouthCentral,3/1/2016,10,5428.17,5394.75,0.62%
SouthCentral,3/1/2016,11,5553.81,5483.75,1.26%
SouthCentral,3/1/2016,12,5756.46,5528.10,3.97%
SouthCentral,3/1/2016,13,5956.80,5566.56,6.55%
SouthCentral,3/1/2016,14,6151.83,5660.37,7.99%
SouthCentral,3/1/2016,15,6273.81,5650.61,9.93%
SouthCentral,3/1/2016,16,6254.04,5646.89,9.71%
SouthCentral,3/1/2016,17,6222.48,5652.86,9.15%
SouthCentral,3/1/2016,18,6176.40,5711.03,7.53%
SouthCentral,3/1/2016,19,6185.83,5915.36,4.37%
SouthCentral,3/1/2016,20,6350.59,5941.13,6.45%
SouthCentral,3/1/2016,21,6147.59,5758.13,6.34%
SouthCentral,3/1/2016,22,5741.84,5422.70,5.56%
SouthCentral,3/1/2016,23,5161.36,5033.62,2.47%
SouthCentral,3/1/2016,24,4602.39,4648.29,1.00%
Totals,3/1/2016,1,27678.29,28301.53,2.25%
Totals,3/1/2016,2,26565.29,27252.29,2.59%
Totals,3/1/2016,3,25982.82,26702.30,2.77%
Totals,3/1/2016,4,25864.75,26747.74,3.41%
Totals,3/1/2016,5,26405.88,27306.60,3.41%
Totals,3/1/2016,6,28449.29,29010.35,1.97%
Totals,3/1/2016,7,32164.27,32290.62,0.39%
Totals,3/1/2016,8,33149.18,33859.98,2.14%
Totals,3/1/2016,9,33426.46,33700.66,0.82%
Totals,3/1/2016,10,34214.11,34491.55,0.81%
Totals,3/1/2016,11,34832.69,35060.17,0.65%
Totals,3/1/2016,12,35450.94,35476.34,0.07%
Totals,3/1/2016,13,35876.73,35372.09,1.41%
Totals,3/1/2016,14,36452.79,35780.17,1.85%
Totals,3/1/2016,15,36650.82,35614.53,2.83%
Totals,3/1/2016,16,36526.13,35779.46,2.04%
Totals,3/1/2016,17,36541.69,35916.53,1.71%
Totals,3/1/2016,18,36356.72,35696.85,1.81%
Totals,3/1/2016,19,36746.60,36739.25,0.02%
Totals,3/1/2016,20,37589.08,36951.22,1.70%
Totals,3/1/2016,21,36882.41,36296.90,1.59%
Totals,3/1/2016,22,35237.43,34740.65,1.41%
Totals,3/1/2016,23,32502.39,32750.63,0.76%
Totals,3/1/2016,24,29773.94,30434.22,2.22%
Coast,3/2/2016,1,8314.61,8429.92,1.39%
Coast,3/2/2016,2,7970.91,8313.51,4.30%
Coast,3/2/2016,3,7776.34,8168.60,5.04%
Coast,3/2/2016,4,7724.64,8113.45,5.03%
Coast,3/2/2016,5,7878.43,8417.66,6.84%
Coast,3/2/2016,6,8469.82,8977.89,6.00%
Coast,3/2/2016,7,9337.10,9941.18,6.47%
Coast,3/2/2016,8,9505.33,9949.89,4.68%
Coast,3/2/2016,9,9706.78,10165.77,4.73%
Coast,3/2/2016,10,9911.34,10369.49,4.62%
Coast,3/2/2016,11,10047.74,10355.93,3.07%
Coast,3/2/2016,12,10083.31,10512.81,4.26%
Coast,3/2/2016,13,10110.70,10367.98,2.54%
Coast,3/2/2016,14,10195.78,10364.10,1.65%
Coast,3/2/2016,15,10193.30,10240.77,0.47%
Coast,3/2/2016,16,10213.19,10138.45,0.73%
Coast,3/2/2016,17,10082.29,10129.96,0.47%
Coast,3/2/2016,18,10038.52,10521.66,4.81%
Coast,3/2/2016,19,10312.03,10790.10,4.64%
Coast,3/2/2016,20,10467.52,10794.91,3.13%
Coast,3/2/2016,21,10266.44,10572.66,2.98%
Coast,3/2/2016,22,9821.45,10174.35,3.59%
Coast,3/2/2016,23,9259.61,9580.21,3.46%
Coast,3/2/2016,24,8695.70,8998.82,3.49%
East,3/2/2016,1,1023.19,1054.51,3.06%
East,3/2/2016,2,1015.48,1056.64,4.05%
East,3/2/2016,3,1018.86,1047.45,2.81%
East,3/2/2016,4,1015.13,1086.00,6.98%
East,3/2/2016,5,1052.51,1127.84,7.16%
East,3/2/2016,6,1109.02,1204.17,8.58%
East,3/2/2016,7,1296.02,1343.21,3.64%
East,3/2/2016,8,1324.59,1324.47,0.01%
East,3/2/2016,9,1285.09,1306.05,1.63%
East,3/2/2016,10,1251.85,1329.32,6.19%
East,3/2/2016,11,1214.31,1310.18,7.89%
East,3/2/2016,12,1175.86,1265.53,7.63%
East,3/2/2016,13,1149.51,1225.29,6.59%
East,3/2/2016,14,1143.85,1212.38,5.99%
East,3/2/2016,15,1137.57,1210.92,6.45%
East,3/2/2016,16,1132.79,1207.99,6.64%
East,3/2/2016,17,1144.36,1220.83,6.68%
East,3/2/2016,18,1142.94,1226.18,7.28%
East,3/2/2016,19,1205.33,1304.49,8.23%
East,3/2/2016,20,1241.67,1304.97,5.10%
East,3/2/2016,21,1221.69,1270.13,3.96%
East,3/2/2016,22,1164.95,1228.29,5.44%
East,3/2/2016,23,1070.96,1149.98,7.38%
East,3/2/2016,24,979.28,1062.52,8.50%
West,3/2/2016,1,853.58,896.68,5.05%
West,3/2/2016,2,843.73,891.85,5.70%
West,3/2/2016,3,847.71,926.43,9.29%
West,3/2/2016,4,858.49,926.16,7.88%
West,3/2/2016,5,887.46,952.83,7.37%
West,3/2/2016,6,954.01,1014.65,6.36%
West,3/2/2016,7,1083.17,1140.57,5.30%
West,3/2/2016,8,1126.48,1130.54,0.36%
West,3/2/2016,9,1082.54,1076.10,0.60%
West,3/2/2016,10,1052.45,1056.85,0.42%
West,3/2/2016,11,1036.95,1048.35,1.10%
West,3/2/2016,12,1039.86,1017.95,2.11%
West,3/2/2016,13,1018.57,994.74,2.34%
West,3/2/2016,14,1023.94,1003.60,1.99%
West,3/2/2016,15,1013.09,999.96,1.30%
West,3/2/2016,16,991.94,1002.49,1.06%
West,3/2/2016,17,997.43,1004.48,0.71%
West,3/2/2016,18,995.22,998.59,0.34%
West,3/2/2016,19,1012.05,1017.78,0.57%
West,3/2/2016,20,1046.38,1029.41,1.62%
West,3/2/2016,21,1037.38,1003.23,3.29%
West,3/2/2016,22,998.39,973.48,2.50%
West,3/2/2016,23,933.44,942.02,0.92%
West,3/2/2016,24,871.34,866.84,0.52%
FarWest,3/2/2016,1,1857.00,1931.75,4.03%
FarWest,3/2/2016,2,1850.36,1941.12,4.91%
FarWest,3/2/2016,3,1858.94,1916.60,3.10%
FarWest,3/2/2016,4,1875.60,1922.02,2.47%
FarWest,3/2/2016,5,1898.30,1949.25,2.68%
FarWest,3/2/2016,6,1943.82,1957.57,0.71%
FarWest,3/2/2016,7,2024.16,2048.77,1.22%
FarWest,3/2/2016,8,2052.66,2081.75,1.42%
FarWest,3/2/2016,9,2025.31,2004.24,1.04%
FarWest,3/2/2016,10,2012.98,2038.96,1.29%
FarWest,3/2/2016,11,2005.92,2032.31,1.32%
FarWest,3/2/2016,12,1997.89,2039.39,2.08%
FarWest,3/2/2016,13,1991.79,2018.22,1.33%
FarWest,3/2/2016,14,2011.49,2043.18,1.58%
FarWest,3/2/2016,15,2026.68,2042.54,0.78%
FarWest,3/2/2016,16,2045.49,2049.49,0.20%
FarWest,3/2/2016,17,2053.50,2035.29,0.89%
FarWest,3/2/2016,18,2038.73,2039.22,0.02%
FarWest,3/2/2016,19,2026.67,2012.11,0.72%
FarWest,3/2/2016,20,2058.11,2054.03,0.20%
FarWest,3/2/2016,21,2047.25,2062.27,0.73%
FarWest,3/2/2016,22,2001.86,2036.77,1.74%
FarWest,3/2/2016,23,1945.03,1994.59,2.55%
FarWest,3/2/2016,24,1887.00,1937.10,2.66%
North,3/2/2016,1,640.80,695.23,8.50%
North,3/2/2016,2,633.37,664.42,4.90%
North,3/2/2016,3,639.13,656.83,2.77%
North,3/2/2016,4,649.09,676.66,4.25%
North,3/2/2016,5,672.18,687.09,2.22%
North,3/2/2016,6,723.77,704.41,2.67%
North,3/2/2016,7,807.61,792.58,1.86%
North,3/2/2016,8,828.70,806.24,2.71%
North,3/2/2016,9,810.92,768.17,5.27%
North,3/2/2016,10,789.45,766.31,2.93%
North,3/2/2016,11,776.56,768.51,1.04%
North,3/2/2016,12,760.06,753.24,0.90%
North,3/2/2016,13,738.70,747.02,1.13%
North,3/2/2016,14,728.06,726.06,0.28%
North,3/2/2016,15,719.14,726.83,1.07%
North,3/2/2016,16,711.84,723.21,1.60%
North,3/2/2016,17,712.74,717.33,0.64%
North,3/2/2016,18,713.31,713.67,0.05%
North,3/2/2016,19,736.97,750.82,1.88%
North,3/2/2016,20,762.11,753.62,1.11%
North,3/2/2016,21,755.12,754.05,0.14%
North,3/2/2016,22,722.60,722.72,0.02%
North,3/2/2016,23,688.87,690.07,0.17%
North,3/2/2016,24,649.35,641.57,1.20%
NorthCentral,3/2/2016,1,8710.87,9002.70,3.35%
NorthCentral,3/2/2016,2,8485.07,9246.97,8.98%
NorthCentral,3/2/2016,3,8473.42,8991.04,6.11%
NorthCentral,3/2/2016,4,8617.73,8823.61,2.39%
NorthCentral,3/2/2016,5,9119.55,9265.30,1.60%
NorthCentral,3/2/2016,6,10212.65,10813.83,5.89%
NorthCentral,3/2/2016,7,11960.39,11805.60,1.29%
NorthCentral,3/2/2016,8,12418.56,12266.32,1.23%
NorthCentral,3/2/2016,9,11954.79,11794.71,1.34%
NorthCentral,3/2/2016,10,11660.41,11680.45,0.17%
NorthCentral,3/2/2016,11,11431.36,11445.16,0.12%
NorthCentral,3/2/2016,12,11200.42,11422.41,1.98%
NorthCentral,3/2/2016,13,11034.65,11138.01,0.94%
NorthCentral,3/2/2016,14,10901.82,11053.51,1.39%
NorthCentral,3/2/2016,15,10784.34,10940.49,1.45%
NorthCentral,3/2/2016,16,10745.28,10835.00,0.84%
NorthCentral,3/2/2016,17,10781.95,10862.73,0.75%
NorthCentral,3/2/2016,18,10877.67,11242.16,3.35%
NorthCentral,3/2/2016,19,11326.93,11775.67,3.96%
NorthCentral,3/2/2016,20,11726.94,11654.76,0.62%
NorthCentral,3/2/2016,21,11550.62,11470.40,0.69%
NorthCentral,3/2/2016,22,11010.01,11006.35,0.03%
NorthCentral,3/2/2016,23,10098.39,10234.00,1.34%
NorthCentral,3/2/2016,24,9141.30,9355.57,2.34%
South,3/2/2016,1,2403.89,2319.46,3.51%
South,3/2/2016,2,2259.18,2220.64,1.71%
South,3/2/2016,3,2169.76,2132.55,1.72%
South,3/2/2016,4,2133.15,2136.75,0.17%
South,3/2/2016,5,2140.99,2113.99,1.26%
South,3/2/2016,6,2268.55,2235.99,1.44%
South,3/2/2016,7,2602.71,2585.47,0.66%
South,3/2/2016,8,2675.71,2681.74,0.23%
South,3/2/2016,9,2667.39,2639.28,1.05%
South,3/2/2016,10,2747.69,2720.11,1.00%
South,3/2/2016,11,2857.49,2786.06,2.50%
South,3/2/2016,12,2959.47,2916.90,1.44%
South,3/2/2016,13,3073.53,3038.16,1.15%
South,3/2/2016,14,3219.70,3089.26,4.05%
South,3/2/2016,15,3349.78,3241.13,3.24%
South,3/2/2016,16,3443.68,3304.30,4.05%
South,3/2/2016,17,3445.53,3310.50,3.92%
South,3/2/2016,18,3347.36,3158.22,5.65%
South,3/2/2016,19,3305.01,3233.41,2.17%
South,3/2/2016,20,3376.30,3248.12,3.80%
South,3/2/2016,21,3301.23,3139.49,4.90%
South,3/2/2016,22,3160.03,3056.17,3.29%
South,3/2/2016,23,2917.61,2843.98,2.52%
South,3/2/2016,24,2626.52,2773.17,5.58%
SouthCentral,3/2/2016,1,4232.92,4344.20,2.63%
SouthCentral,3/2/2016,2,4007.88,4205.16,4.92%
SouthCentral,3/2/2016,3,3933.24,4246.20,7.96%
SouthCentral,3/2/2016,4,3909.99,4284.46,9.58%
SouthCentral,3/2/2016,5,4045.85,4539.71,12.21%
SouthCentral,3/2/2016,6,4466.71,5070.64,13.52%
SouthCentral,3/2/2016,7,5282.83,5885.40,11.41%
SouthCentral,3/2/2016,8,5464.74,5866.62,7.35%
SouthCentral,3/2/2016,9,5364.27,5800.87,8.14%
SouthCentral,3/2/2016,10,5340.49,5822.92,9.03%
SouthCentral,3/2/2016,11,5317.24,5720.85,7.59%
SouthCentral,3/2/2016,12,5325.94,5546.46,4.14%
SouthCentral,3/2/2016,13,5382.57,5484.58,1.90%
SouthCentral,3/2/2016,14,5487.71,5521.58,0.62%
SouthCentral,3/2/2016,15,5594.17,5570.83,0.42%
SouthCentral,3/2/2016,16,5696.13,5624.34,1.26%
SouthCentral,3/2/2016,17,5782.87,5691.46,1.58%
SouthCentral,3/2/2016,18,5844.78,5845.05,0.00%
SouthCentral,3/2/2016,19,6038.88,6094.84,0.93%
SouthCentral,3/2/2016,20,6282.21,6135.70,2.33%
SouthCentral,3/2/2016,21,6140.76,5988.98,2.47%
SouthCentral,3/2/2016,22,5817.99,5708.73,1.88%
SouthCentral,3/2/2016,23,5326.95,5265.35,1.16%
SouthCentral,3/2/2016,24,4800.61,4785.99,0.30%
Totals,3/2/2016,1,28036.85,28674.45,2.27%
Totals,3/2/2016,2,27065.98,28540.32,5.45%
Totals,3/2/2016,3,26717.40,28085.70,5.12%
Totals,3/2/2016,4,26783.82,27969.10,4.43%
Totals,3/2/2016,5,27695.27,29053.67,4.90%
Totals,3/2/2016,6,30148.34,31979.14,6.07%
Totals,3/2/2016,7,34393.99,35542.77,3.34%
Totals,3/2/2016,8,35396.77,36107.57,2.01%
Totals,3/2/2016,9,34897.08,35555.20,1.89%
Totals,3/2/2016,10,34766.66,35784.41,2.93%
Totals,3/2/2016,11,34687.56,35467.34,2.25%
Totals,3/2/2016,12,34542.81,35474.70,2.70%
Totals,3/2/2016,13,34500.02,35013.97,1.49%
Totals,3/2/2016,14,34712.35,35013.67,0.87%
Totals,3/2/2016,15,34818.06,34973.48,0.45%
Totals,3/2/2016,16,34980.34,34885.27,0.27%
Totals,3/2/2016,17,35000.67,34972.58,0.08%
Totals,3/2/2016,18,34998.52,35744.76,2.13%
Totals,3/2/2016,19,35963.87,36979.21,2.82%
Totals,3/2/2016,20,36961.24,36975.52,0.04%
Totals,3/2/2016,21,36320.51,36261.21,0.16%
Totals,3/2/2016,22,34697.28,34906.85,0.60%
Totals,3/2/2016,23,32240.86,32700.18,1.42%
Totals,3/2/2016,24,29651.10,30421.57,2.60%
Coast,3/3/2016,1,8255.42,8483.01,2.76%
Coast,3/3/2016,2,8027.52,8168.03,1.75%
Coast,3/3/2016,3,7899.08,8145.08,3.11%
Coast,3/3/2016,4,7874.95,8054.86,2.28%
Coast,3/3/2016,5,8085.73,8224.10,1.71%
Coast,3/3/2016,6,8706.07,8708.11,0.02%
Coast,3/3/2016,7,9627.45,9461.06,1.73%
Coast,3/3/2016,8,9841.58,9775.09,0.68%
Coast,3/3/2016,9,10101.13,10025.83,0.75%
Coast,3/3/2016,10,10384.45,10221.71,1.57%
Coast,3/3/2016,11,10594.24,10579.51,0.14%
Coast,3/3/2016,12,10788.69,10486.36,2.80%
Coast,3/3/2016,13,10905.39,10523.30,3.50%
Coast,3/3/2016,14,11180.29,10913.72,2.38%
Coast,3/3/2016,15,11577.88,11341.97,2.04%
Coast,3/3/2016,16,11849.25,11313.08,4.52%
Coast,3/3/2016,17,11896.20,11201.68,5.84%
Coast,3/3/2016,18,11562.37,10964.46,5.17%
Coast,3/3/2016,19,11316.64,10892.73,3.75%
Coast,3/3/2016,20,11204.56,10718.10,4.34%
Coast,3/3/2016,21,10778.37,10735.40,0.40%
Coast,3/3/2016,22,10254.48,9978.39,2.69%
Coast,3/3/2016,23,9479.55,9674.66,2.06%
Coast,3/3/2016,24,8649.83,8951.24,3.48%
East,3/3/2016,1,914.87,1012.29,10.65%
East,3/3/2016,2,881.64,974.58,10.54%
East,3/3/2016,3,848.94,929.96,9.54%
East,3/3/2016,4,841.38,928.04,10.30%
East,3/3/2016,5,867.12,938.88,8.28%
East,3/3/2016,6,939.88,992.79,5.63%
East,3/3/2016,7,1084.58,1100.17,1.44%
East,3/3/2016,8,1125.36,1144.96,1.74%
East,3/3/2016,9,1146.44,1148.66,0.19%
East,3/3/2016,10,1172.90,1200.16,2.32%
East,3/3/2016,11,1208.11,1225.77,1.46%
East,3/3/2016,12,1236.61,1227.42,0.74%
East,3/3/2016,13,1249.70,1224.11,2.05%
East,3/3/2016,14,1265.04,1231.20,2.68%
East,3/3/2016,15,1272.18,1220.96,4.03%
East,3/3/2016,16,1268.94,1210.95,4.57%
East,3/3/2016,17,1273.43,1203.24,5.51%
East,3/3/2016,18,1259.39,1187.69,5.69%
East,3/3/2016,19,1311.12,1255.90,4.21%
East,3/3/2016,20,1337.19,1270.60,4.98%
East,3/3/2016,21,1286.77,1235.74,3.97%
East,3/3/2016,22,1198.12,1193.26,0.41%
East,3/3/2016,23,1118.24,1132.23,1.25%
East,3/3/2016,24,1024.22,1054.78,2.98%
West,3/3/2016,1,829.38,841.83,1.50%
West,3/3/2016,2,809.36,817.74,1.04%
West,3/3/2016,3,798.18,817.57,2.43%
West,3/3/2016,4,794.62,820.51,3.26%
West,3/3/2016,5,804.34,847.08,5.31%
West,3/3/2016,6,846.23,887.86,4.92%
West,3/3/2016,7,942.73,1014.23,7.58%
West,3/3/2016,8,975.87,1055.07,8.12%
West,3/3/2016,9,974.15,1000.76,2.73%
West,3/3/2016,10,986.22,1004.78,1.88%
West,3/3/2016,11,991.58,1014.88,2.35%
West,3/3/2016,12,1001.77,1011.72,0.99%
West,3/3/2016,13,998.02,992.46,0.56%
West,3/3/2016,14,1005.51,990.14,1.53%
West,3/3/2016,15,1013.34,980.30,3.26%
West,3/3/2016,16,1014.50,977.88,3.61%
West,3/3/2016,17,1011.74,983.77,2.76%
West,3/3/2016,18,1009.66,979.30,3.01%
West,3/3/2016,19,1024.30,1008.14,1.58%
West,3/3/2016,20,1047.42,1010.52,3.52%
West,3/3/2016,21,1027.52,999.34,2.74%
West,3/3/2016,22,1000.33,993.40,0.69%
West,3/3/2016,23,938.77,957.17,1.96%
West,3/3/2016,24,873.58,930.50,6.52%
FarWest,3/3/2016,1,1832.17,1902.18,3.82%
FarWest,3/3/2016,2,1808.25,1918.38,6.09%
FarWest,3/3/2016,3,1803.53,1889.98,4.79%
FarWest,3/3/2016,4,1800.98,1894.84,5.21%
FarWest,3/3/2016,5,1819.74,1930.42,6.08%
FarWest,3/3/2016,6,1863.06,1937.38,3.99%
FarWest,3/3/2016,7,1947.74,2037.93,4.63%
