Region,Date,Hour,Actual,Predicted,Delta
Coast,2/1/2016,1,8388.38,8342.98,0.54%
Coast,2/1/2016,2,8135.53,8125.19,0.13%
Coast,2/1/2016,3,8040.59,8048.70,0.10%
Coast,2/1/2016,4,8025.00,7998.48,0.33%
Coast,2/1/2016,5,8241.79,8226.78,0.18%
Coast,2/1/2016,6,8792.77,8641.83,1.72%
Coast,2/1/2016,7,9629.52,9461.06,1.75%
Coast,2/1/2016,8,9857.36,9775.09,0.83%
Coast,2/1/2016,9,9940.36,10008.41,0.68%
Coast,2/1/2016,10,10168.56,10221.71,0.52%
Coast,2/1/2016,11,10418.08,10386.08,0.31%
Coast,2/1/2016,12,10605.53,10564.07,0.39%
Coast,2/1/2016,13,10848.72,10484.94,3.35%
Coast,2/1/2016,14,11075.63,10635.69,3.97%
Coast,2/1/2016,15,11243.87,11130.74,1.01%
Coast,2/1/2016,16,11371.05,10729.59,5.64%
Coast,2/1/2016,17,11242.05,10643.77,5.32%
Coast,2/1/2016,18,11135.84,10976.70,1.43%
Coast,2/1/2016,19,11475.20,11230.42,2.13%
Coast,2/1/2016,20,11445.79,11257.81,1.64%
Coast,2/1/2016,21,11230.55,10952.45,2.48%
Coast,2/1/2016,22,10842.79,10620.20,2.05%
Coast,2/1/2016,23,10153.21,9961.44,1.89%
Coast,2/1/2016,24,9402.02,9176.95,2.39%
East,2/1/2016,1,923.91,1033.72,11.89%
East,2/1/2016,2,899.88,1009.80,12.21%
East,2/1/2016,3,871.71,998.50,14.54%
East,2/1/2016,4,912.33,1024.72,12.32%
East,2/1/2016,5,945.40,1056.28,11.73%
East,2/1/2016,6,998.05,1129.03,13.12%
East,2/1/2016,7,1165.91,1226.66,5.21%
East,2/1/2016,8,1235.82,1246.68,0.88%
East,2/1/2016,9,1198.89,1238.95,3.34%
East,2/1/2016,10,1276.95,1249.15,2.18%
East,2/1/2016,11,1266.01,1246.82,1.52%
East,2/1/2016,12,1263.64,1243.10,1.63%
East,2/1/2016,13,1259.25,1231.56,2.20%
East,2/1/2016,14,1265.83,1237.64,2.23%
East,2/1/2016,15,1286.43,1245.40,3.19%
East,2/1/2016,16,1267.43,1244.94,1.77%
East,2/1/2016,17,1273.29,1248.13,1.98%
East,2/1/2016,18,1256.21,1261.60,0.43%
East,2/1/2016,19,1341.07,1314.38,1.99%
East,2/1/2016,20,1355.24,1311.13,3.25%
East,2/1/2016,21,1314.52,1292.69,1.66%
East,2/1/2016,22,1189.82,1229.74,3.36%
East,2/1/2016,23,1107.23,1154.46,4.27%
East,2/1/2016,24,1054.51,1059.46,0.47%
West,2/1/2016,1,832.13,945.07,13.57%
West,2/1/2016,2,826.06,939.99,13.79%
West,2/1/2016,3,838.87,953.51,13.67%
West,2/1/2016,4,854.30,1000.85,17.15%
West,2/1/2016,5,889.45,997.13,12.11%
West,2/1/2016,6,971.47,1071.81,10.33%
West,2/1/2016,7,1116.74,1222.28,9.45%
West,2/1/2016,8,1180.36,1266.63,7.31%
West,2/1/2016,9,1137.69,1199.56,5.44%
West,2/1/2016,10,1092.58,1118.04,2.33%
West,2/1/2016,11,1049.92,1037.86,1.15%
West,2/1/2016,12,1013.02,1002.03,1.09%
West,2/1/2016,13,994.30,989.88,0.44%
West,2/1/2016,14,992.08,992.96,0.09%
West,2/1/2016,15,983.07,988.59,0.56%
West,2/1/2016,16,984.98,999.59,1.48%
West,2/1/2016,17,988.57,993.71,0.52%
West,2/1/2016,18,979.16,989.06,1.01%
West,2/1/2016,19,1027.16,1003.14,2.34%
West,2/1/2016,20,1049.09,1047.29,0.17%
West,2/1/2016,21,1030.94,1021.03,0.96%
West,2/1/2016,22,989.70,975.89,1.39%
West,2/1/2016,23,935.16,947.15,1.28%
West,2/1/2016,24,884.31,928.49,5.00%
FarWest,2/1/2016,1,1844.54,1917.57,3.96%
FarWest,2/1/2016,2,1838.53,1937.84,5.40%
FarWest,2/1/2016,3,1851.77,1901.34,2.68%
FarWest,2/1/2016,4,1864.84,1935.52,3.79%
FarWest,2/1/2016,5,1896.44,1934.36,2.00%
FarWest,2/1/2016,6,1956.94,1995.25,1.96%
FarWest,2/1/2016,7,2062.28,2087.09,1.20%
FarWest,2/1/2016,8,2118.20,2112.83,0.25%
FarWest,2/1/2016,9,2100.53,2124.88,1.16%
FarWest,2/1/2016,10,2063.84,2098.51,1.68%
FarWest,2/1/2016,11,2045.38,2064.31,0.93%
FarWest,2/1/2016,12,2035.86,2046.67,0.53%
FarWest,2/1/2016,13,2012.77,2020.00,0.36%
FarWest,2/1/2016,14,2013.77,2075.02,3.04%
FarWest,2/1/2016,15,2012.56,2035.95,1.16%
FarWest,2/1/2016,16,2007.80,2040.99,1.65%
FarWest,2/1/2016,17,1997.13,2029.47,1.62%
FarWest,2/1/2016,18,1985.15,2005.12,1.01%
FarWest,2/1/2016,19,2057.87,2063.25,0.26%
FarWest,2/1/2016,20,2098.56,2118.63,0.96%
FarWest,2/1/2016,21,2111.99,2115.36,0.16%
FarWest,2/1/2016,22,2112.70,2120.46,0.37%
FarWest,2/1/2016,23,2064.25,2060.59,0.18%
FarWest,2/1/2016,24,2009.13,2000.42,0.43%
North,2/1/2016,1,619.44,653.38,5.48%
North,2/1/2016,2,617.77,664.42,7.55%
North,2/1/2016,3,624.48,681.08,9.06%
North,2/1/2016,4,637.19,688.02,7.98%
North,2/1/2016,5,659.11,707.11,7.28%
North,2/1/2016,6,719.77,774.68,7.63%
North,2/1/2016,7,816.98,866.24,6.03%
North,2/1/2016,8,857.04,897.96,4.77%
North,2/1/2016,9,838.15,873.48,4.21%
North,2/1/2016,10,815.60,836.13,2.52%
North,2/1/2016,11,791.59,803.54,1.51%
North,2/1/2016,12,766.67,770.33,0.48%
North,2/1/2016,13,745.59,744.02,0.21%
North,2/1/2016,14,734.34,734.86,0.07%
North,2/1/2016,15,718.76,725.58,0.95%
North,2/1/2016,16,712.28,721.75,1.33%
North,2/1/2016,17,706.90,715.43,1.21%
North,2/1/2016,18,718.91,732.01,1.82%
North,2/1/2016,19,763.76,764.69,0.12%
North,2/1/2016,20,763.57,762.56,0.13%
North,2/1/2016,21,751.43,751.88,0.06%
North,2/1/2016,22,722.35,716.69,0.78%
North,2/1/2016,23,679.18,689.46,1.51%
North,2/1/2016,24,641.93,639.38,0.40%
NorthCentral,2/1/2016,1,8342.09,9144.67,9.62%
NorthCentral,2/1/2016,2,8146.56,8910.10,9.37%
NorthCentral,2/1/2016,3,8164.48,8849.32,8.39%
NorthCentral,2/1/2016,4,8346.10,8991.39,7.73%
NorthCentral,2/1/2016,5,8896.81,9174.59,3.12%
NorthCentral,2/1/2016,6,10073.04,10738.34,6.60%
NorthCentral,2/1/2016,7,11916.06,11967.97,0.44%
NorthCentral,2/1/2016,8,12627.98,12764.41,1.08%
NorthCentral,2/1/2016,9,12246.31,12653.03,3.32%
NorthCentral,2/1/2016,10,11903.76,11928.68,0.21%
NorthCentral,2/1/2016,11,11719.22,12015.79,2.53%
NorthCentral,2/1/2016,12,11558.73,11593.58,0.30%
NorthCentral,2/1/2016,13,11372.52,11470.74,0.86%
NorthCentral,2/1/2016,14,11109.18,10973.39,1.22%
NorthCentral,2/1/2016,15,10881.23,10961.05,0.73%
NorthCentral,2/1/2016,16,10768.36,10961.25,1.79%
NorthCentral,2/1/2016,17,10753.87,10900.21,1.36%
NorthCentral,2/1/2016,18,10980.04,11242.16,2.39%
NorthCentral,2/1/2016,19,11814.87,11768.79,0.39%
NorthCentral,2/1/2016,20,11956.51,11654.76,2.52%
NorthCentral,2/1/2016,21,11652.58,11527.25,1.08%
NorthCentral,2/1/2016,22,11088.85,11006.35,0.74%
NorthCentral,2/1/2016,23,10141.05,10234.00,0.92%
NorthCentral,2/1/2016,24,9149.97,9274.22,1.36%
South,2/1/2016,1,2147.22,2270.02,5.72%
South,2/1/2016,2,2036.52,2177.16,6.91%
South,2/1/2016,3,1985.06,2094.05,5.49%
South,2/1/2016,4,1964.34,2098.25,6.82%
South,2/1/2016,5,2001.62,2123.33,6.08%
South,2/1/2016,6,2159.62,2250.21,4.19%
South,2/1/2016,7,2541.61,2585.47,1.73%
South,2/1/2016,8,2662.24,2681.74,0.73%
South,2/1/2016,9,2606.57,2639.28,1.25%
South,2/1/2016,10,2657.71,2720.11,2.35%
South,2/1/2016,11,2734.63,2780.73,1.69%
South,2/1/2016,12,2831.92,2874.30,1.50%
South,2/1/2016,13,2942.86,2940.12,0.09%
South,2/1/2016,14,3056.02,3103.55,1.56%
South,2/1/2016,15,3162.07,3185.57,0.74%
South,2/1/2016,16,3229.70,3304.30,2.31%
South,2/1/2016,17,3228.54,3269.45,1.27%
South,2/1/2016,18,3122.88,3145.35,0.72%
South,2/1/2016,19,3169.05,3173.96,0.15%
South,2/1/2016,20,3204.61,3211.95,0.23%
South,2/1/2016,21,3148.60,3146.15,0.08%
South,2/1/2016,22,3010.92,3029.97,0.63%
South,2/1/2016,23,2766.88,2848.25,2.94%
South,2/1/2016,24,2467.80,2580.31,4.56%
SouthCentral,2/1/2016,1,4136.75,4346.01,5.06%
SouthCentral,2/1/2016,2,3952.62,4302.70,8.86%
SouthCentral,2/1/2016,3,3879.21,4124.62,6.33%
SouthCentral,2/1/2016,4,3908.54,4249.01,8.71%
SouthCentral,2/1/2016,5,4078.52,4543.40,11.40%
SouthCentral,2/1/2016,6,4540.92,5061.97,11.47%
SouthCentral,2/1/2016,7,5321.78,5670.25,6.55%
SouthCentral,2/1/2016,8,5628.42,5996.28,6.54%
SouthCentral,2/1/2016,9,5547.93,5760.87,3.84%
SouthCentral,2/1/2016,10,5555.75,5675.51,2.16%
SouthCentral,2/1/2016,11,5537.80,5695.31,2.84%
SouthCentral,2/1/2016,12,5492.40,5608.88,2.12%
SouthCentral,2/1/2016,13,5426.91,5550.08,2.27%
SouthCentral,2/1/2016,14,5447.20,5547.96,1.85%
SouthCentral,2/1/2016,15,5492.25,5583.94,1.67%
SouthCentral,2/1/2016,16,5599.99,5686.23,1.54%
SouthCentral,2/1/2016,17,5687.62,5732.49,0.79%
SouthCentral,2/1/2016,18,5761.49,5822.14,1.05%
SouthCentral,2/1/2016,19,6109.79,6079.87,0.49%
SouthCentral,2/1/2016,20,6194.91,6147.37,0.77%
SouthCentral,2/1/2016,21,6041.04,5993.62,0.78%
SouthCentral,2/1/2016,22,5657.43,5742.01,1.50%
SouthCentral,2/1/2016,23,5186.91,5276.15,1.72%
SouthCentral,2/1/2016,24,4676.77,4741.27,1.38%
Totals,2/1/2016,1,27234.45,28653.42,5.21%
Totals,2/1/2016,2,26453.48,28067.19,6.10%
Totals,2/1/2016,3,26256.17,27651.10,5.31%
Totals,2/1/2016,4,26512.63,27986.23,5.56%
Totals,2/1/2016,5,27609.12,28762.98,4.18%
Totals,2/1/2016,6,30212.58,31663.14,4.80%
Totals,2/1/2016,7,34570.86,35087.02,1.49%
Totals,2/1/2016,8,36167.42,36741.63,1.59%
Totals,2/1/2016,9,35616.43,36498.44,2.48%
Totals,2/1/2016,10,35534.76,35847.84,0.88%
Totals,2/1/2016,11,35562.63,36030.45,1.32%
Totals,2/1/2016,12,35567.76,35702.96,0.38%
Totals,2/1/2016,13,35602.93,35431.34,0.48%
Totals,2/1/2016,14,35694.05,35301.08,1.10%
Totals,2/1/2016,15,35780.24,35856.83,0.21%
Totals,2/1/2016,16,35941.59,35688.64,0.70%
Totals,2/1/2016,17,35877.96,35532.66,0.96%
Totals,2/1/2016,18,35939.68,36174.13,0.65%
Totals,2/1/2016,19,37758.77,37398.49,0.95%
Totals,2/1/2016,20,38068.28,37511.51,1.46%
Totals,2/1/2016,21,37281.65,36800.43,1.29%
Totals,2/1/2016,22,35614.55,35441.32,0.49%
Totals,2/1/2016,23,33033.88,33171.49,0.42%
Totals,2/1/2016,24,30286.43,30400.50,0.38%
Coast,2/2/2016,1,8778.17,8627.68,1.71%
Coast,2/2/2016,2,8472.15,8364.50,1.27%
Coast,2/2/2016,3,8325.81,8270.00,0.67%
Coast,2/2/2016,4,8200.24,8068.75,1.60%
Coast,2/2/2016,5,8330.89,8127.38,2.44%
Coast,2/2/2016,6,8881.71,8817.74,0.72%
Coast,2/2/2016,7,9756.92,9624.56,1.36%
Coast,2/2/2016,8,9975.86,9856.17,1.20%
Coast,2/2/2016,9,9923.53,10173.70,2.52%
Coast,2/2/2016,10,10047.31,10436.50,3.87%
Coast,2/2/2016,11,10194.02,10394.33,1.96%
Coast,2/2/2016,12,10209.51,10431.73,2.18%
Coast,2/2/2016,13,10243.04,10362.32,1.16%
Coast,2/2/2016,14,10333.80,10321.93,0.11%
Coast,2/2/2016,15,10385.77,10170.88,2.07%
Coast,2/2/2016,16,10409.08,10545.68,1.31%
Coast,2/2/2016,17,10377.07,10359.20,0.17%
Coast,2/2/2016,18,10310.85,10155.15,1.51%
Coast,2/2/2016,19,10553.46,10483.67,0.66%
Coast,2/2/2016,20,10557.72,10634.12,0.72%
Coast,2/2/2016,21,10302.56,10473.15,1.66%
Coast,2/2/2016,22,9859.25,10017.41,1.60%
Coast,2/2/2016,23,9231.47,9591.09,3.90%
Coast,2/2/2016,24,8631.27,8933.96,3.51%
East,2/2/2016,1,1001.24,999.43,0.18%
East,2/2/2016,2,953.40,939.56,1.45%
East,2/2/2016,3,911.74,910.60,0.12%
East,2/2/2016,4,895.45,915.65,2.26%
East,2/2/2016,5,930.95,944.10,1.41%
East,2/2/2016,6,994.89,1021.27,2.65%
East,2/2/2016,7,1146.03,1170.14,2.10%
East,2/2/2016,8,1188.44,1224.64,3.05%
East,2/2/2016,9,1194.17,1247.52,4.47%
East,2/2/2016,10,1209.91,1299.08,7.37%
East,2/2/2016,11,1221.30,1280.36,4.84%
East,2/2/2016,12,1225.87,1247.07,1.73%
East,2/2/2016,13,1223.61,1237.18,1.11%
East,2/2/2016,14,1201.94,1224.36,1.87%
East,2/2/2016,15,1202.83,1200.97,0.15%
East,2/2/2016,16,1202.39,1183.30,1.59%
East,2/2/2016,17,1205.13,1180.22,2.07%
East,2/2/2016,18,1198.89,1181.44,1.46%
East,2/2/2016,19,1284.20,1261.55,1.76%
East,2/2/2016,20,1303.20,1319.80,1.27%
East,2/2/2016,21,1286.82,1290.18,0.26%
East,2/2/2016,22,1245.83,1286.07,3.23%
East,2/2/2016,23,1109.97,1197.15,7.85%
East,2/2/2016,24,1026.19,1123.09,9.44%
West,2/2/2016,1,899.68,903.92,0.47%
West,2/2/2016,2,893.50,886.40,0.80%
West,2/2/2016,3,903.55,897.57,0.66%
West,2/2/2016,4,916.18,946.86,3.35%
West,2/2/2016,5,948.92,985.12,3.81%
West,2/2/2016,6,1029.43,1047.67,1.77%
West,2/2/2016,7,1164.89,1117.87,4.04%
West,2/2/2016,8,1224.99,1189.83,2.87%
West,2/2/2016,9,1189.15,1165.78,1.97%
West,2/2/2016,10,1151.40,1136.97,1.25%
West,2/2/2016,11,1117.84,1129.88,1.08%
West,2/2/2016,12,1078.09,1096.05,1.67%
West,2/2/2016,13,1043.26,1051.46,0.79%
West,2/2/2016,14,1018.52,1035.60,1.68%
West,2/2/2016,15,1004.69,1003.82,0.09%
West,2/2/2016,16,993.88,995.10,0.12%
West,2/2/2016,17,1000.48,1000.89,0.04%
West,2/2/2016,18,1010.90,1011.42,0.05%
West,2/2/2016,19,1078.55,1067.09,1.06%
West,2/2/2016,20,1114.83,1119.03,0.38%
West,2/2/2016,21,1123.35,1145.00,1.93%
West,2/2/2016,22,1110.69,1129.93,1.73%
West,2/2/2016,23,1075.52,1111.16,3.31%
West,2/2/2016,24,1034.30,1069.60,3.41%
FarWest,2/2/2016,1,1951.11,1981.09,1.54%
FarWest,2/2/2016,2,1948.02,2009.25,3.14%
FarWest,2/2/2016,3,1966.69,2019.23,2.67%
FarWest,2/2/2016,4,1967.19,2028.74,3.13%
FarWest,2/2/2016,5,1996.98,2049.93,2.65%
FarWest,2/2/2016,6,2055.35,2086.69,1.52%
FarWest,2/2/2016,7,2158.63,2188.57,1.39%
FarWest,2/2/2016,8,2209.34,2273.51,2.90%
FarWest,2/2/2016,9,2164.64,2214.67,2.31%
FarWest,2/2/2016,10,2156.31,2194.50,1.77%
FarWest,2/2/2016,11,2153.47,2166.51,0.61%
FarWest,2/2/2016,12,2120.13,2128.71,0.40%
FarWest,2/2/2016,13,2080.91,2092.00,0.53%
FarWest,2/2/2016,14,2063.06,2097.96,1.69%
FarWest,2/2/2016,15,2045.44,2042.07,0.16%
FarWest,2/2/2016,16,2026.45,2032.39,0.29%
FarWest,2/2/2016,17,2017.95,2028.37,0.52%
FarWest,2/2/2016,18,2030.08,2059.09,1.43%
FarWest,2/2/2016,19,2105.20,2128.65,1.11%
FarWest,2/2/2016,20,2165.65,2144.75,0.96%
FarWest,2/2/2016,21,2183.71,2182.91,0.04%
FarWest,2/2/2016,22,2173.76,2186.32,0.58%
FarWest,2/2/2016,23,2129.64,2133.71,0.19%
FarWest,2/2/2016,24,2084.35,2068.93,0.74%
North,2/2/2016,1,617.29,633.29,2.59%
North,2/2/2016,2,607.15,627.57,3.36%
North,2/2/2016,3,606.27,628.22,3.62%
North,2/2/2016,4,614.78,626.47,1.90%
North,2/2/2016,5,633.88,654.59,3.27%
North,2/2/2016,6,679.41,687.41,1.18%
North,2/2/2016,7,766.82,757.53,1.21%
North,2/2/2016,8,803.67,829.59,3.23%
North,2/2/2016,9,788.37,781.41,0.88%
North,2/2/2016,10,779.19,780.24,0.13%
North,2/2/2016,11,771.30,770.88,0.05%
North,2/2/2016,12,754.84,780.29,3.37%
North,2/2/2016,13,738.60,765.10,3.59%
North,2/2/2016,14,731.12,763.83,4.47%
North,2/2/2016,15,719.43,741.10,3.01%
North,2/2/2016,16,712.36,727.60,2.14%
North,2/2/2016,17,715.10,738.82,3.32%
North,2/2/2016,18,736.00,749.39,1.82%
North,2/2/2016,19,795.59,815.66,2.52%
North,2/2/2016,20,817.91,855.94,4.65%
North,2/2/2016,21,822.77,841.66,2.30%
North,2/2/2016,22,807.86,855.34,5.88%
North,2/2/2016,23,774.83,801.27,3.41%
North,2/2/2016,24,748.41,792.96,5.95%
NorthCentral,2/2/2016,1,8481.82,8819.18,3.98%
NorthCentral,2/2/2016,2,8139.81,8614.08,5.83%
NorthCentral,2/2/2016,3,7978.51,8349.15,4.65%
NorthCentral,2/2/2016,4,8018.35,8331.99,3.91%
NorthCentral,2/2/2016,5,8381.50,8683.35,3.60%
NorthCentral,2/2/2016,6,9405.35,10151.07,7.93%
NorthCentral,2/2/2016,7,11114.62,11437.79,2.91%
NorthCentral,2/2/2016,8,11818.62,12234.20,3.52%
NorthCentral,2/2/2016,9,11529.46,11819.85,2.52%
NorthCentral,2/2/2016,10,11396.95,11680.45,2.49%
NorthCentral,2/2/2016,11,11326.97,11445.16,1.04%
NorthCentral,2/2/2016,12,11140.18,11681.11,4.86%
NorthCentral,2/2/2016,13,10959.66,11387.09,3.90%
NorthCentral,2/2/2016,14,10853.05,11087.87,2.16%
NorthCentral,2/2/2016,15,10714.91,10927.47,1.98%
NorthCentral,2/2/2016,16,10555.39,10788.89,2.21%
NorthCentral,2/2/2016,17,10537.16,10803.97,2.53%
NorthCentral,2/2/2016,18,10785.53,10991.80,1.91%
NorthCentral,2/2/2016,19,11718.38,11798.02,0.68%
NorthCentral,2/2/2016,20,12007.40,12109.21,0.85%
NorthCentral,2/2/2016,21,11964.22,11955.06,0.08%
NorthCentral,2/2/2016,22,11637.01,11391.20,2.11%
NorthCentral,2/2/2016,23,11010.51,11381.91,3.37%
NorthCentral,2/2/2016,24,10357.96,11829.09,14.20%
South,2/2/2016,1,2233.67,2285.91,2.34%
South,2/2/2016,2,2102.49,2237.79,6.44%
South,2/2/2016,3,2034.46,2122.37,4.32%
South,2/2/2016,4,2001.23,2116.96,5.78%
South,2/2/2016,5,2019.76,2218.77,9.85%
South,2/2/2016,6,2162.16,2277.66,5.34%
South,2/2/2016,7,2543.00,2661.90,4.68%
South,2/2/2016,8,2657.91,2855.48,7.43%
South,2/2/2016,9,2588.74,2639.28,1.95%
South,2/2/2016,10,2624.49,2730.81,4.05%
South,2/2/2016,11,2648.70,2750.01,3.82%
South,2/2/2016,12,2647.02,2788.91,5.36%
South,2/2/2016,13,2693.96,2788.41,3.51%
South,2/2/2016,14,2738.59,2762.99,0.89%
South,2/2/2016,15,2786.81,2760.86,0.93%
South,2/2/2016,16,2835.91,2778.74,2.02%
South,2/2/2016,17,2855.39,2769.88,2.99%
South,2/2/2016,18,2808.13,2791.27,0.60%
South,2/2/2016,19,2885.19,2902.06,0.58%
South,2/2/2016,20,2964.24,2981.31,0.58%
South,2/2/2016,21,2922.24,2977.93,1.91%
South,2/2/2016,22,2831.55,2874.40,1.51%
South,2/2/2016,23,2637.73,2723.10,3.24%
South,2/2/2016,24,2394.35,2541.39,6.14%
SouthCentral,2/2/2016,1,4307.37,4408.51,2.35%
SouthCentral,2/2/2016,2,4096.09,4277.72,4.43%
SouthCentral,2/2/2016,3,4016.02,4272.93,6.40%
SouthCentral,2/2/2016,4,4026.67,4296.21,6.69%
SouthCentral,2/2/2016,5,4155.18,4464.12,7.44%
SouthCentral,2/2/2016,6,4624.11,4886.30,5.67%
SouthCentral,2/2/2016,7,5405.50,5610.82,3.80%
SouthCentral,2/2/2016,8,5624.71,5831.83,3.68%
SouthCentral,2/2/2016,9,5488.46,5844.41,6.49%
SouthCentral,2/2/2016,10,5442.66,5819.10,6.92%
SouthCentral,2/2/2016,11,5413.61,5706.80,5.42%
SouthCentral,2/2/2016,12,5372.47,5594.54,4.13%
SouthCentral,2/2/2016,13,5337.73,5484.55,2.75%
SouthCentral,2/2/2016,14,5349.78,5398.15,0.90%
SouthCentral,2/2/2016,15,5349.56,5334.44,0.28%
SouthCentral,2/2/2016,16,5407.14,5333.03,1.37%
SouthCentral,2/2/2016,17,5496.27,5368.64,2.32%
SouthCentral,2/2/2016,18,5569.90,5469.03,1.81%
SouthCentral,2/2/2016,19,5960.63,5935.46,0.42%
SouthCentral,2/2/2016,20,6055.04,6079.99,0.41%
SouthCentral,2/2/2016,21,5932.63,5936.66,0.07%
SouthCentral,2/2/2016,22,5641.79,5793.79,2.69%
SouthCentral,2/2/2016,23,5207.15,5380.55,3.33%
SouthCentral,2/2/2016,24,4782.32,5021.14,4.99%
Totals,2/2/2016,1,28270.34,28659.02,1.37%
Totals,2/2/2016,2,27212.62,27956.87,2.73%
Totals,2/2/2016,3,26743.05,27470.07,2.72%
Totals,2/2/2016,4,26640.10,27331.63,2.60%
Totals,2/2/2016,5,27398.07,28127.35,2.66%
Totals,2/2/2016,6,29832.41,30975.80,3.83%
Totals,2/2/2016,7,34056.40,34569.17,1.51%
Totals,2/2/2016,8,35503.54,36295.26,2.23%
Totals,2/2/2016,9,34866.52,35886.63,2.93%
Totals,2/2/2016,10,34808.23,36077.66,3.65%
Totals,2/2/2016,11,34847.20,35643.92,2.29%
Totals,2/2/2016,12,34548.11,35748.42,3.47%
Totals,2/2/2016,13,34320.77,35168.11,2.47%
Totals,2/2/2016,14,34289.86,34692.71,1.17%
Totals,2/2/2016,15,34209.45,34181.61,0.08%
Totals,2/2/2016,16,34142.59,34384.73,0.71%
Totals,2/2/2016,17,34204.54,34249.98,0.13%
Totals,2/2/2016,18,34450.27,34408.59,0.12%
Totals,2/2/2016,19,36381.19,36392.15,0.03%
Totals,2/2/2016,20,36985.98,37244.15,0.70%
Totals,2/2/2016,21,36538.28,36802.53,0.72%
Totals,2/2/2016,22,35307.75,35534.47,0.64%
Totals,2/2/2016,23,33176.83,34319.94,3.45%
Totals,2/2/2016,24,31059.16,33380.15,7.47%
Coast,2/3/2016,1,8076.53,8364.21,3.56%
Coast,2/3/2016,2,7877.92,8102.77,2.85%
Coast,2/3/2016,3,7849.17,8234.80,4.91%
Coast,2/3/2016,4,7918.78,8310.49,4.95%
Coast,2/3/2016,5,8241.91,8507.55,3.22%
Coast,2/3/2016,6,9041.75,9248.48,2.29%
Coast,2/3/2016,7,10196.17,10424.11,2.24%
Coast,2/3/2016,8,10581.59,10751.98,1.61%
Coast,2/3/2016,9,10571.21,10684.13,1.07%
Coast,2/3/2016,10,10530.56,11031.05,4.75%
Coast,2/3/2016,11,10434.39,10749.55,3.02%
Coast,2/3/2016,12,10293.23,10544.37,2.44%
Coast,2/3/2016,13,10125.98,10319.01,1.91%
Coast,2/3/2016,14,10061.07,10267.67,2.05%
Coast,2/3/2016,15,9871.56,10144.54,2.77%
Coast,2/3/2016,16,9773.15,10094.50,3.29%
Coast,2/3/2016,17,9710.12,9919.36,2.15%
Coast,2/3/2016,18,9812.99,10047.49,2.39%
Coast,2/3/2016,19,10439.37,10504.01,0.62%
Coast,2/3/2016,20,10658.59,10869.18,1.98%
Coast,2/3/2016,21,10652.28,10907.30,2.39%
Coast,2/3/2016,22,10388.37,10495.23,1.03%
Coast,2/3/2016,23,9874.05,9930.03,0.57%
Coast,2/3/2016,24,9360.19,9570.18,2.24%
East,2/3/2016,1,1027.44,1121.42,9.15%
East,2/3/2016,2,1039.48,1152.59,10.88%
East,2/3/2016,3,1034.75,1158.28,11.94%
East,2/3/2016,4,1055.91,1221.38,15.67%
East,2/3/2016,5,1106.88,1284.09,16.01%
East,2/3/2016,6,1168.70,1394.16,19.29%
East,2/3/2016,7,1377.90,1593.51,15.65%
East,2/3/2016,8,1450.09,1622.71,11.90%
East,2/3/2016,9,1419.12,1585.81,11.75%
East,2/3/2016,10,1437.14,1569.58,9.22%
East,2/3/2016,11,1421.73,1520.43,6.94%
East,2/3/2016,12,1353.29,1428.31,5.54%
East,2/3/2016,13,1314.49,1363.58,3.73%
East,2/3/2016,14,1294.02,1327.56,2.59%
East,2/3/2016,15,1263.63,1296.65,2.61%
East,2/3/2016,16,1231.26,1276.81,3.70%
East,2/3/2016,17,1265.35,1280.41,1.19%
East,2/3/2016,18,1322.88,1339.96,1.29%
East,2/3/2016,19,1476.23,1487.37,0.75%
East,2/3/2016,20,1524.33,1502.72,1.42%
East,2/3/2016,21,1529.04,1535.89,0.45%
East,2/3/2016,22,1509.38,1495.28,0.93%
East,2/3/2016,23,1437.17,1438.71,0.11%
East,2/3/2016,24,1343.66,1380.21,2.72%
West,2/3/2016,1,1017.73,1070.38,5.17%
West,2/3/2016,2,1018.40,1052.35,3.33%
West,2/3/2016,3,1041.24,1042.70,0.14%
West,2/3/2016,4,1067.68,1040.74,2.52%
West,2/3/2016,5,1108.67,1084.18,2.21%
West,2/3/2016,6,1195.90,1160.19,2.99%
West,2/3/2016,7,1338.01,1340.61,0.19%
West,2/3/2016,8,1399.38,1402.87,0.25%
West,2/3/2016,9,1342.36,1348.87,0.48%
West,2/3/2016,10,1281.68,1309.56,2.17%
West,2/3/2016,11,1240.18,1272.43,2.60%
West,2/3/2016,12,1182.11,1203.83,1.84%
West,2/3/2016,13,1130.20,1154.64,2.16%
West,2/3/2016,14,1082.15,1108.92,2.47%
West,2/3/2016,15,1044.84,1069.21,2.33%
West,2/3/2016,16,1035.88,1055.51,1.90%
West,2/3/2016,17,1039.64,1054.11,1.39%
West,2/3/2016,18,1061.19,1088.35,2.56%
West,2/3/2016,19,1164.89,1162.30,0.22%
West,2/3/2016,20,1237.08,1215.53,1.74%
West,2/3/2016,21,1264.54,1221.97,3.37%
West,2/3/2016,22,1250.02,1196.84,4.26%
West,2/3/2016,23,1210.02,1174.67,2.92%
West,2/3/2016,24,1170.13,1159.68,0.89%
FarWest,2/3/2016,1,2006.88,2028.24,1.06%
FarWest,2/3/2016,2,1993.69,2069.69,3.81%
FarWest,2/3/2016,3,2018.81,2070.19,2.54%
FarWest,2/3/2016,4,2035.71,2107.34,3.52%
FarWest,2/3/2016,5,2068.01,2126.54,2.83%
