Date,Texas,TexasPredicted,TexasDelta,Coastal,CoastalPredicted,CoastalDelta,East,EastPredicted,EastDelta,Far West,FarWestPredicted,FarWestDelta,North,NorthPredicted,NorthDelta,North Cental,NorthCentralPredicted,NorthCentralDelta,South,SouthPredicted,SouthDelta,South Central,SouthCentralPredicted,SouthCentralDelta,West,WestPredicted,WestDelta
1/09/16 14:00:00,38171.17,37468.22,1.84%,9953.58,9627.44,3.28%,1378.15,1335.88,3.07%,2093.36,2036.19,2.73%,940.21,907.48,3.48%,14544.84,14231.52,2.15%,2608.29,2689.83,3.13%,5454.67,5515.64,1.12%,1198.06,1124.23,6.16%
1/09/16 15:00:00,38194.08,37187.37,2.64%,9941.74,9704.36,2.39%,1382.78,1328.09,3.95%,2068.42,2108.71,1.95%,937.83,897.92,4.26%,14620.60,13781.88,5.74%,2582.23,2703.86,4.71%,5470.78,5550.43,1.46%,1189.67,1112.13,6.52%
1/09/16 16:00:00,38773.33,37260.88,3.90%,10051.88,9659.14,3.91%,1417.71,1345.52,5.09%,2060.81,2046.59,0.69%,948.67,913.11,3.75%,14880.83,13908.79,6.53%,2558.52,2610.45,2.03%,5654.92,5649.30,0.10%,1199.99,1127.98,6.00%
1/09/16 17:00:00,40597.78,39504.53,2.69%,10663.41,10336.87,3.06%,1508.72,1408.11,6.67%,2081.48,2058.97,1.08%,969.26,949.63,2.03%,15468.64,14822.02,4.18%,2600.88,2691.16,3.47%,6066.44,6061.78,0.08%,1238.94,1175.99,5.08%
1/09/16 18:00:00,42726.84,41125.03,3.75%,11255.02,10947.43,2.73%,1554.71,1471.00,5.38%,2171.18,2192.11,0.96%,998.80,958.04,4.08%,15935.37,14995.63,5.90%,2844.06,2868.00,0.84%,6653.87,6442.33,3.18%,1313.84,1250.49,4.82%
1/09/16 19:00:00,42915.86,41619.63,3.02%,11281.85,11207.83,0.66%,1555.94,1478.35,4.99%,2199.17,2183.73,0.70%,999.66,953.81,4.59%,15847.33,14905.40,5.94%,2906.90,2922.07,0.52%,6802.44,6707.70,1.39%,1322.58,1260.74,4.68%
1/09/16 20:00:00,42844.95,41781.65,2.48%,11311.36,11070.50,2.13%,1553.47,1474.46,5.09%,2206.04,2225.89,0.90%,987.54,938.36,4.98%,15691.45,14965.69,4.63%,2928.93,3042.48,3.88%,6851.00,6779.65,1.04%,1315.16,1284.62,2.32%
1/09/16 21:00:00,42377.94,41429.10,2.24%,11212.66,11103.30,0.98%,1525.26,1449.13,4.99%,2195.68,2183.80,0.54%,967.70,912.91,5.66%,15396.70,14779.84,4.01%,2954.71,3040.64,2.91%,6825.35,6704.64,1.77%,1299.87,1254.84,3.46%
1/09/16 22:00:00,41274.77,39938.84,3.24%,10957.68,10641.95,2.88%,1472.11,1395.46,5.21%,2168.09,2148.87,0.89%,938.40,896.16,4.50%,14857.82,14089.03,5.17%,2946.39,3056.23,3.73%,6675.98,6489.65,2.79%,1258.30,1221.50,2.92%
1/09/16 23:00:00,40129.68,38560.66,3.91%,10690.06,10447.29,2.27%,1417.76,1349.55,4.81%,2143.61,2147.31,0.17%,914.50,862.57,5.68%,14337.08,13470.16,6.05%,2917.00,2874.07,1.47%,6475.19,6221.28,3.92%,1234.46,1188.42,3.73%
1/10/16 00:00:00,39105.27,37993.47,2.84%,10413.02,10077.57,3.22%,1410.77,1347.70,4.47%,2126.24,2118.66,0.36%,898.12,852.76,5.05%,13824.22,13365.36,3.32%,2902.12,2896.71,0.19%,6313.68,6147.58,2.63%,1217.11,1187.13,2.46%
1/10/16 01:00:00,38610.24,37386.83,3.17%,10212.12,9883.29,3.22%,1387.27,1350.69,2.64%,2113.52,2095.07,0.87%,895.22,852.75,4.74%,13609.66,13111.86,3.66%,2877.37,2903.78,0.92%,6300.34,6018.73,4.47%,1214.73,1170.65,3.63%
1/10/16 02:00:00,38523.93,37215.89,3.40%,10113.22,9725.87,3.83%,1382.92,1360.38,1.63%,2121.88,2105.61,0.77%,903.94,863.25,4.50%,13575.21,13182.66,2.89%,2895.32,2866.24,1.00%,6312.02,5937.58,5.93%,1219.44,1174.32,3.70%
1/10/16 03:00:00,38835.24,37473.77,3.51%,10120.91,9592.04,5.23%,1399.95,1382.78,1.23%,2135.16,2117.56,0.82%,914.21,890.16,2.63%,13722.19,13278.81,3.23%,2942.64,3038.97,3.27%,6363.17,5976.84,6.07%,1237.02,1196.60,3.27%
1/10/16 04:00:00,39576.19,38441.57,2.87%,10234.63,9994.94,2.34%,1434.33,1422.84,0.80%,2145.82,2141.75,0.19%,927.44,895.65,3.43%,14034.58,13587.30,3.19%,3028.93,3082.17,1.76%,6501.82,6101.19,6.16%,1268.64,1215.73,4.17%
1/10/16 05:00:00,40936.08,40452.48,1.18%,10488.69,10537.37,0.46%,1498.75,1477.94,1.39%,2169.66,2165.09,0.21%,956.19,942.36,1.45%,14558.39,14435.30,0.85%,3163.07,3248.70,2.71%,6784.19,6391.14,5.79%,1317.13,1254.58,4.75%
1/10/16 06:00:00,42708.31,42916.19,0.49%,10832.80,11235.38,3.72%,1575.47,1547.50,1.78%,2181.76,2177.97,0.17%,995.29,989.20,0.61%,15255.58,15450.82,1.28%,3356.38,3462.50,3.16%,7135.00,6754.16,5.34%,1376.04,1298.65,5.62%
1/10/16 07:00:00,44327.25,44540.92,0.48%,11042.53,11469.76,3.87%,1650.81,1609.62,2.49%,2215.17,2181.99,1.50%,1032.04,1026.82,0.51%,15952.47,16110.17,0.99%,3535.68,3649.95,3.23%,7463.87,7139.11,4.35%,1434.70,1353.51,5.66%
1/10/16 08:00:00,45076.60,43795.44,2.84%,11217.62,10927.89,2.58%,1681.89,1630.98,3.03%,2212.79,2205.66,0.32%,1050.62,1028.08,2.14%,16271.01,15672.89,3.68%,3650.26,3607.63,1.17%,7562.00,7358.00,2.70%,1430.41,1364.30,4.62%
1/10/16 09:00:00,44536.32,43279.09,2.82%,11269.07,10892.06,3.35%,1648.28,1597.99,3.05%,2188.40,2213.64,1.15%,1030.34,1015.27,1.46%,16016.17,15498.24,3.23%,3644.33,3602.33,1.15%,7347.59,7111.28,3.22%,1392.15,1348.27,3.15%
1/10/16 10:00:00,42976.14,42299.62,1.57%,11126.81,10702.92,3.81%,1559.75,1532.91,1.72%,2149.69,2190.65,1.91%,986.96,977.32,0.98%,15337.58,15098.73,1.56%,3493.66,3621.43,3.66%,7000.06,6878.83,1.73%,1321.63,1296.82,1.88%
1/10/16 11:00:00,41173.30,40741.75,1.05%,10865.84,10458.32,3.75%,1473.84,1468.34,0.37%,2112.53,2171.97,2.81%,948.07,949.16,0.12%,14640.95,14502.38,0.95%,3276.79,3377.57,3.08%,6615.65,6566.24,0.75%,1239.63,1247.76,0.66%
1/10/16 12:00:00,39482.09,38977.29,1.28%,10586.10,10075.70,4.82%,1412.04,1400.01,0.85%,2081.94,2145.55,3.06%,908.63,912.21,0.39%,14006.17,13976.62,0.21%,3070.20,3065.00,0.17%,6273.20,6228.33,0.72%,1143.80,1173.87,2.63%
1/10/16 13:00:00,37881.81,37450.85,1.14%,10295.53,9871.24,4.12%,1350.18,1331.20,1.41%,2044.67,2023.27,1.05%,875.90,902.82,3.07%,13353.34,13437.90,0.63%,2883.34,2814.18,2.40%,5980.55,5955.23,0.42%,1098.29,1115.01,1.52%
1/10/16 14:00:00,36614.62,36676.82,0.17%,10075.55,9525.52,5.46%,1293.17,1285.01,0.63%,2009.96,1997.87,0.60%,847.43,890.35,5.06%,12844.62,13379.17,4.16%,2745.14,2799.42,1.98%,5737.77,5714.44,0.41%,1060.97,1085.04,2.27%
1/10/16 15:00:00,36026.60,36523.40,1.38%,9956.30,9682.00,2.76%,1272.32,1254.38,1.41%,1990.02,1962.42,1.39%,836.17,872.18,4.31%,12602.03,13140.57,4.27%,2676.65,2890.20,7.98%,5644.91,5655.11,0.18%,1048.20,1066.53,1.75%
1/10/16 16:00:00,36476.61,37029.98,1.52%,10014.09,9659.14,3.54%,1309.18,1281.53,2.11%,2003.60,1983.84,0.99%,843.63,879.64,4.27%,12797.63,13530.39,5.73%,2668.12,2901.88,8.76%,5755.86,5705.04,0.88%,1084.51,1088.51,0.37%
1/10/16 17:00:00,39263.99,39400.10,0.35%,10619.08,10336.87,2.66%,1435.11,1396.69,2.68%,2055.65,2033.92,1.06%,911.53,915.37,0.42%,13952.97,14450.04,3.56%,2821.49,3048.21,8.04%,6312.38,6072.63,3.80%,1155.80,1146.38,0.81%
1/10/16 18:00:00,42845.79,41573.24,2.97%,11443.29,11002.57,3.85%,1569.61,1473.78,6.11%,2144.76,2142.20,0.12%,975.18,958.04,1.76%,15249.34,14847.50,2.64%,3223.70,3298.27,2.31%,6991.21,6621.33,5.29%,1248.69,1229.55,1.53%
1/10/16 19:00:00,43919.64,42153.13,4.02%,11602.26,11070.86,4.58%,1617.36,1489.39,7.91%,2173.68,2180.07,0.29%,991.20,951.91,3.96%,15611.22,15075.08,3.43%,3442.12,3461.52,0.56%,7187.70,6677.83,7.09%,1294.10,1246.46,3.68%
1/10/16 20:00:00,44126.12,42297.32,4.14%,11627.80,11099.73,4.54%,1609.42,1501.73,6.69%,2188.54,2194.05,0.25%,987.11,951.89,3.57%,15665.63,15157.95,3.24%,3580.23,3533.65,1.30%,7168.93,6632.55,7.48%,1298.46,1225.75,5.60%
1/10/16 21:00:00,43381.58,42267.96,2.57%,11398.11,11162.57,2.07%,1567.66,1474.87,5.92%,2174.08,2183.80,0.45%,960.73,938.41,2.32%,15374.96,15025.35,2.27%,3608.86,3687.28,2.17%,7013.77,6602.35,5.87%,1283.42,1193.31,7.02%
1/10/16 22:00:00,41481.16,39993.04,3.59%,10903.88,10641.95,2.40%,1496.90,1433.89,4.21%,2121.12,2125.42,0.20%,914.95,891.28,2.59%,14649.12,14203.33,3.04%,3505.87,3214.78,8.30%,6668.60,6330.38,5.07%,1220.72,1152.01,5.63%
1/10/16 23:00:00,39509.45,39072.91,1.10%,10404.85,10466.86,0.60%,1442.57,1390.44,3.61%,2074.96,2073.07,0.09%,880.13,858.41,2.47%,13920.49,13801.77,0.85%,3323.12,3217.74,3.17%,6287.33,6144.76,2.27%,1175.99,1119.86,4.77%
1/11/16 00:00:00,38424.98,37862.13,1.46%,10108.90,10077.57,0.31%,1433.61,1417.55,1.12%,2038.27,2045.84,0.37%,861.23,842.85,2.13%,13496.13,13252.18,1.81%,3206.77,3267.46,1.89%,6122.25,5848.81,4.47%,1157.82,1109.87,4.14%
1/11/16 01:00:00,38077.43,36773.70,3.42%,10023.10,9835.97,1.87%,1435.28,1421.45,0.96%,2018.67,2045.74,1.34%,856.43,822.28,3.99%,13367.40,12916.32,3.37%,3147.95,2975.62,5.47%,6073.93,5649.58,6.99%,1154.66,1106.75,4.15%
1/11/16 02:00:00,38216.57,37240.95,2.55%,10051.08,10078.40,0.27%,1453.41,1412.15,2.84%,2025.14,2066.42,2.04%,855.31,839.93,1.80%,13426.69,12890.17,4.00%,3127.23,3011.72,3.69%,6129.07,5812.88,5.16%,1148.63,1129.27,1.69%
1/11/16 03:00:00,38834.59,36979.16,4.78%,10212.91,9930.09,2.77%,1504.79,1430.48,4.94%,2046.16,2070.15,1.17%,861.84,855.10,0.78%,13670.50,12804.59,6.33%,3137.59,2856.26,8.97%,6234.78,5884.60,5.62%,1166.01,1147.90,1.55%
1/11/16 04:00:00,40186.56,38524.48,4.14%,10615.99,10523.20,0.87%,1562.44,1467.76,6.06%,2068.27,2100.26,1.55%,881.06,880.00,0.12%,14141.69,13428.67,5.04%,3205.17,2912.33,9.14%,6515.62,6035.10,7.37%,1196.33,1177.16,1.60%
1/11/16 05:00:00,43358.03,40678.96,6.18%,11432.01,10777.15,5.73%,1677.64,1539.26,8.25%,2133.97,2145.15,0.52%,936.71,905.56,3.33%,15268.69,14314.18,6.25%,3439.30,3101.96,9.81%,7193.15,6654.17,7.49%,1276.57,1241.53,2.75%
1/11/16 06:00:00,47970.20,44827.96,6.55%,12509.10,11529.76,7.83%,1832.76,1693.37,7.61%,2231.62,2205.67,1.16%,1013.79,952.42,6.05%,16918.44,16115.28,4.75%,3913.69,3427.34,12.43%,8148.70,7534.66,7.54%,1402.11,1369.46,2.33%
1/11/16 07:00:00,49249.83,46002.45,6.59%,12760.98,12007.62,5.90%,1845.08,1742.26,5.57%,2291.95,2272.42,0.85%,1049.30,1005.96,4.13%,17407.34,16279.90,6.48%,4015.99,3565.86,11.21%,8431.90,7705.28,8.62%,1447.29,1423.15,1.67%
1/11/16 08:00:00,47693.17,45084.02,5.47%,12507.84,11536.71,7.76%,1797.44,1717.46,4.45%,2257.58,2264.09,0.29%,1038.97,978.29,5.84%,16755.32,15793.28,5.74%,3839.90,3749.83,2.35%,8084.84,7659.15,5.27%,1411.28,1385.22,1.85%
1/11/16 09:00:00,46156.82,43990.26,4.69%,12238.33,11572.67,5.44%,1734.70,1648.43,4.97%,2210.34,2195.91,0.65%,1026.22,986.54,3.87%,16144.91,15313.14,5.15%,3787.42,3594.07,5.10%,7666.65,7314.90,4.59%,1348.26,1364.58,1.21%
1/11/16 10:00:00,44625.23,42718.24,4.27%,12074.19,11343.98,6.05%,1635.74,1568.72,4.10%,2162.15,2176.83,0.68%,1003.01,963.20,3.97%,15466.85,14849.53,3.99%,3735.11,3574.35,4.30%,7266.55,6958.50,4.24%,1281.64,1283.14,0.12%
1/11/16 11:00:00,43108.87,40440.48,6.19%,11867.84,10875.17,8.36%,1577.28,1468.57,6.89%,2113.16,2120.93,0.37%,963.73,911.37,5.43%,14799.09,13889.67,6.15%,3647.29,3399.21,6.80%,6921.36,6570.27,5.07%,1219.12,1205.30,1.13%
1/11/16 12:00:00,41462.68,39653.36,4.36%,11547.33,10620.83,8.02%,1507.33,1401.76,7.00%,2056.78,2081.40,1.20%,914.99,867.69,5.17%,14184.69,14006.98,1.25%,3538.99,3333.21,5.81%,6556.67,6193.79,5.53%,1155.90,1147.70,0.71%
1/11/16 13:00:00,39914.16,38103.24,4.54%,11313.94,10631.86,6.03%,1437.12,1359.09,5.43%,2032.17,2049.74,0.86%,874.42,831.25,4.94%,13468.99,12941.27,3.92%,3423.84,3160.34,7.70%,6242.86,6034.25,3.34%,1120.81,1095.45,2.26%
1/11/16 14:00:00,38498.93,37326.83,3.04%,11052.45,10406.28,5.85%,1399.91,1320.92,5.64%,2005.30,2025.59,1.01%,839.06,802.30,4.38%,12796.53,12670.97,0.98%,3329.74,3246.94,2.49%,5981.50,5772.10,3.50%,1094.44,1081.73,1.16%
1/11/16 15:00:00,37655.45,36382.35,3.38%,10820.71,10239.08,5.38%,1362.28,1291.73,5.18%,1979.26,2006.08,1.36%,815.75,795.43,2.49%,12452.53,12226.41,1.82%,3297.48,2983.16,9.53%,5859.79,5783.11,1.31%,1067.65,1057.35,0.97%
1/11/16 16:00:00,37923.72,36976.05,2.50%,10787.00,10468.55,2.95%,1356.64,1302.49,3.99%,1984.86,2009.91,1.26%,826.09,810.66,1.87%,12565.98,12461.34,0.83%,3352.26,3023.66,9.80%,5978.02,5820.71,2.63%,1072.86,1078.74,0.55%
1/11/16 17:00:00,40024.52,38880.22,2.86%,11240.57,10899.81,3.03%,1422.41,1389.94,2.28%,2008.24,2041.03,1.63%,870.89,831.16,4.56%,13496.29,13217.42,2.07%,3508.59,3199.25,8.82%,6356.90,6185.88,2.69%,1120.63,1115.73,0.44%
1/11/16 18:00:00,43394.03,41908.26,3.42%,11881.61,11318.57,4.74%,1544.07,1495.61,3.14%,2114.90,2147.13,1.52%,934.89,900.82,3.64%,14790.81,14553.39,1.61%,3852.98,3501.43,9.12%,7034.54,6762.65,3.87%,1240.23,1228.66,0.93%
1/11/16 19:00:00,44020.06,42125.60,4.30%,11837.22,11208.29,5.31%,1595.27,1522.88,4.54%,2171.47,2178.49,0.32%,948.59,903.92,4.71%,15026.89,14651.52,2.50%,3977.67,3585.16,9.87%,7182.24,6816.33,5.09%,1280.71,1259.01,1.69%
1/11/16 20:00:00,43847.60,41726.75,4.84%,11632.18,10920.36,6.12%,1602.61,1529.25,4.58%,2206.07,2203.68,0.11%,947.51,897.91,5.23%,15005.90,14700.26,2.04%,3966.42,3380.09,14.78%,7192.74,6820.19,5.18%,1294.17,1275.01,1.48%
1/11/16 21:00:00,42720.62,40876.47,4.32%,11235.90,10388.42,7.54%,1573.68,1517.73,3.56%,2194.68,2201.00,0.29%,924.78,879.62,4.88%,14655.86,14578.22,0.53%,3847.67,3291.55,14.45%,7019.53,6765.84,3.61%,1268.52,1254.10,1.14%
1/11/16 22:00:00,40442.34,39309.49,2.80%,10614.22,10102.57,4.82%,1537.68,1444.26,6.08%,2144.39,2151.02,0.31%,882.61,850.53,3.64%,13822.20,13869.57,0.34%,3596.30,3167.76,11.92%,6630.31,6514.99,1.74%,1214.64,1208.79,0.48%
1/11/16 23:00:00,38535.09,37053.12,3.85%,10138.55,9848.64,2.86%,1488.27,1389.98,6.60%,2107.08,2133.67,1.26%,850.66,812.42,4.49%,13124.06,12670.83,3.45%,3329.44,2888.23,13.25%,6311.67,6153.91,2.50%,1185.36,1155.44,2.52%
1/12/16 00:00:00,37292.49,36244.73,2.81%,9785.81,9637.82,1.51%,1479.09,1344.77,9.08%,2103.31,2106.09,0.13%,833.45,802.98,3.66%,12668.34,12590.71,0.61%,3134.82,2736.15,12.72%,6120.26,5900.55,3.59%,1167.42,1125.66,3.58%
1/12/16 01:00:00,36992.02,35426.08,4.23%,9696.33,9412.30,2.93%,1479.36,1347.73,8.90%,2106.14,2084.73,1.02%,831.26,797.82,4.02%,12575.98,12158.35,3.32%,3051.79,2599.81,14.81%,6071.38,5906.65,2.71%,1179.77,1118.70,5.18%
1/12/16 02:00:00,37172.39,35612.68,4.20%,9735.23,9511.61,2.30%,1491.20,1364.63,8.49%,2121.47,2102.75,0.88%,839.59,805.95,4.01%,12648.91,12310.73,2.67%,3013.23,2520.29,16.36%,6127.12,5883.94,3.97%,1195.65,1112.78,6.93%
1/12/16 03:00:00,37717.15,35857.14,4.93%,9834.84,9585.04,2.54%,1513.24,1408.34,6.93%,2139.34,2117.65,1.01%,846.67,803.36,5.12%,12891.37,12188.26,5.45%,3023.85,2606.91,13.79%,6254.79,6015.31,3.83%,1213.04,1132.27,6.66%
1/12/16 04:00:00,39147.68,37104.25,5.22%,10145.32,9902.84,2.39%,1581.05,1433.58,9.33%,2163.07,2141.75,0.99%,870.13,827.80,4.86%,13450.90,12916.73,3.97%,3108.92,2568.36,17.39%,6574.21,6115.05,6.98%,1254.07,1198.13,4.46%
1/12/16 05:00:00,42370.76,39446.09,6.90%,10993.28,10095.52,8.17%,1681.51,1519.64,9.63%,2227.11,2213.68,0.60%,922.33,873.26,5.32%,14649.15,14055.44,4.05%,3357.91,2848.17,15.18%,7202.14,6575.84,8.70%,1337.34,1264.54,5.44%
1/12/16 06:00:00,46956.65,44185.51,5.90%,11982.99,11563.52,3.50%,1857.08,1652.70,11.01%,2319.42,2260.25,2.55%,1009.76,982.11,2.74%,16388.03,15637.87,4.58%,3831.76,3334.65,12.97%,8097.11,7351.42,9.21%,1470.49,1402.99,4.59%
1/12/16 07:00:00,48088.96,45924.14,4.50%,12199.39,11791.31,3.35%,1831.39,1706.43,6.82%,2374.59,2316.40,2.45%,1045.46,984.93,5.79%,16908.65,16500.95,2.41%,3915.90,3548.57,9.38%,8286.80,7653.08,7.65%,1526.77,1422.49,6.83%
1/12/16 08:00:00,45703.35,43873.49,4.00%,11898.64,11455.72,3.72%,1761.39,1623.10,7.85%,2310.11,2278.44,1.37%,1009.68,982.61,2.68%,15824.36,15344.47,3.03%,3684.63,3551.53,3.61%,7756.35,7257.25,6.43%,1458.19,1380.37,5.34%
1/12/16 09:00:00,43060.80,41090.69,4.58%,11555.95,11089.91,4.03%,1663.13,1506.87,9.40%,2249.83,2221.61,1.25%,965.17,940.14,2.59%,14639.02,14074.37,3.86%,3513.99,3340.56,4.94%,7116.15,6647.96,6.58%,1357.57,1269.26,6.51%
1/12/16 10:00:00,40757.41,39092.39,4.09%,11211.53,10784.47,3.81%,1546.44,1423.04,7.98%,2205.46,2183.92,0.98%,916.80,890.04,2.92%,13679.73,13168.53,3.74%,3332.17,3276.34,1.68%,6592.26,6200.31,5.95%,1273.03,1165.74,8.43%
1/12/16 11:00:00,38643.79,37211.40,3.71%,10868.84,10551.14,2.92%,1436.08,1342.34,6.53%,2157.17,2127.97,1.35%,868.39,835.15,3.83%,12815.11,12318.31,3.88%,3151.74,3103.56,1.53%,6155.46,5826.41,5.35%,1191.00,1106.52,7.09%
1/12/16 12:00:00,36883.70,35700.30,3.21%,10555.78,10355.31,1.90%,1349.31,1267.08,6.09%,2095.87,2074.56,1.02%,825.54,794.70,3.74%,12089.84,11675.45,3.43%,3003.80,2851.95,5.06%,5837.09,5617.98,3.75%,1126.46,1063.29,5.61%
1/12/16 13:00:00,35737.43,35108.33,1.76%,10393.02,10270.60,1.18%,1289.27,1234.68,4.23%,2066.61,2057.33,0.45%,794.15,781.86,1.55%,11588.59,11387.05,1.74%,2907.54,2843.42,2.21%,5618.03,5504.94,2.01%,1080.21,1028.46,4.79%
1/12/16 14:00:00,34803.23,34443.06,1.03%,10220.91,10169.60,0.50%,1257.90,1210.49,3.77%,2037.54,2028.83,0.43%,760.28,741.19,2.51%,11176.98,11059.24,1.05%,2852.68,2807.12,1.60%,5450.97,5421.04,0.55%,1045.97,1005.55,3.86%
1/12/16 15:00:00,34280.08,33975.26,0.89%,10117.36,10045.57,0.71%,1246.32,1193.63,4.23%,2002.68,2010.78,0.40%,741.90,729.04,1.73%,10927.62,10880.34,0.43%,2808.57,2744.11,2.30%,5408.46,5378.49,0.55%,1027.18,993.30,3.30%
1/12/16 16:00:00,34257.43,33914.21,1.00%,10041.40,9914.08,1.27%,1221.56,1192.79,2.36%,2006.35,2015.30,0.45%,743.14,726.59,2.23%,10961.94,10880.14,0.75%,2809.89,2742.53,2.40%,5436.42,5445.57,0.17%,1036.73,997.21,3.81%
1/12/16 17:00:00,35530.71,35427.58,0.29%,10291.97,10187.28,1.02%,1304.71,1261.12,3.34%,2010.35,2006.58,0.19%,772.86,764.05,1.14%,11528.28,11645.77,1.02%,2865.79,2806.56,2.07%,5690.41,5729.08,0.68%,1066.34,1027.13,3.68%
1/12/16 18:00:00,38448.97,38284.38,0.43%,10869.83,10801.84,0.63%,1426.91,1425.83,0.08%,2120.48,2141.47,0.99%,836.30,815.56,2.48%,12593.71,12449.90,1.14%,3155.17,3124.56,0.97%,6286.98,6381.51,1.50%,1159.59,1143.71,1.37%
1/12/16 19:00:00,39036.92,39045.06,0.02%,10896.71,10808.83,0.81%,1469.98,1414.59,3.77%,2172.24,2172.35,0.00%,853.14,865.85,1.49%,12780.69,12984.28,1.59%,3261.56,3121.27,4.30%,6413.26,6456.75,0.68%,1189.34,1221.14,2.67%
1/12/16 20:00:00,39176.38,39203.72,0.07%,10891.49,10873.98,0.16%,1476.31,1452.91,1.58%,2200.07,2208.53,0.38%,852.87,872.74,2.33%,12838.99,12878.41,0.31%,3316.90,3283.49,1.01%,6389.46,6416.90,0.43%,1210.31,1216.75,0.53%
1/12/16 21:00:00,38343.66,37825.73,1.35%,10613.92,10328.17,2.69%,1449.85,1403.48,3.20%,2188.50,2186.32,0.10%,845.03,851.42,0.76%,12576.30,12349.83,1.80%,3286.62,3200.34,2.63%,6186.35,6291.97,1.71%,1197.09,1214.20,1.43%
1/12/16 22:00:00,36479.81,36929.71,1.23%,10074.09,10144.32,0.70%,1395.05,1334.35,4.35%,2151.21,2149.17,0.09%,814.34,803.01,1.39%,11907.84,12310.45,3.38%,3156.20,3010.56,4.61%,5826.19,6023.78,3.39%,1154.90,1154.06,0.07%
1/12/16 23:00:00,34583.59,34419.52,0.47%,9573.35,9367.19,2.15%,1332.21,1292.45,2.98%,2113.89,2110.14,0.18%,784.21,787.35,0.40%,11219.86,11269.75,0.44%,2968.65,2822.70,4.92%,5484.14,5661.14,3.23%,1107.28,1108.79,0.14%
1/13/16 00:00:00,33639.08,33523.33,0.34%,9356.12,9380.42,0.26%,1297.37,1265.53,2.45%,2108.65,2054.41,2.57%,772.94,780.27,0.95%,10833.38,10771.33,0.57%,2840.56,2786.14,1.92%,5338.39,5396.60,1.09%,1091.68,1088.62,0.28%
1/13/16 01:00:00,33454.28,33376.42,0.23%,9304.75,9362.32,0.62%,1305.84,1205.80,7.66%,2104.13,2055.74,2.30%,770.32,775.91,0.73%,10763.69,10812.37,0.45%,2796.62,2706.78,3.21%,5310.97,5386.52,1.42%,1097.96,1070.98,2.46%
1/13/16 02:00:00,33585.47,33720.42,0.40%,9306.34,9609.56,3.26%,1320.43,1199.76,9.14%,2103.00,2025.74,3.67%,776.31,776.49,0.02%,10816.41,11018.29,1.87%,2793.91,2571.80,7.95%,5359.52,5420.90,1.15%,1109.56,1097.87,1.05%
1/13/16 03:00:00,34303.73,34103.86,0.58%,9477.11,9447.43,0.31%,1352.22,1250.70,7.51%,2120.71,2057.89,2.96%,795.01,763.88,3.92%,11090.84,11139.17,0.44%,2845.03,2693.86,5.31%,5490.06,5663.88,3.17%,1132.74,1087.04,4.03%
1/13/16 04:00:00,35888.36,35358.52,1.48%,9875.04,9807.38,0.69%,1401.61,1284.24,8.37%,2151.38,2092.21,2.75%,821.08,821.57,0.06%,11689.79,11590.11,0.85%,2950.43,2823.64,4.30%,5824.35,5793.93,0.52%,1174.69,1145.44,2.49%
1/13/16 05:00:00,39241.60,37966.27,3.25%,10760.39,10315.98,4.13%,1518.22,1412.28,6.98%,2206.97,2129.47,3.51%,879.94,867.07,1.46%,12901.88,12554.39,2.69%,3204.90,3005.27,6.23%,6513.01,6487.85,0.39%,1256.29,1193.95,4.96%
1/13/16 06:00:00,43909.45,42154.85,4.00%,11826.43,11530.82,2.50%,1704.56,1561.04,8.42%,2288.85,2221.21,2.96%,961.51,933.67,2.90%,14602.83,14018.72,4.00%,3694.93,3342.97,9.53%,7439.92,7211.44,3.07%,1390.43,1334.99,3.99%
1/13/16 07:00:00,45255.19,43745.27,3.34%,12092.81,11736.45,2.95%,1704.91,1637.10,3.98%,2347.37,2266.34,3.45%,991.17,963.85,2.76%,15185.23,14819.23,2.41%,3812.29,3416.26,10.39%,7676.87,7508.77,2.19%,1444.56,1397.26,3.27%
1/13/16 08:00:00,43191.06,41626.03,3.62%,11746.96,11157.53,5.02%,1625.32,1506.43,7.32%,2292.68,2222.91,3.04%,953.69,944.89,0.92%,14368.87,14240.88,0.89%,3571.88,3272.83,8.37%,7251.25,6968.10,3.90%,1380.41,1312.46,4.92%
1/13/16 09:00:00,40921.90,39323.96,3.90%,11340.74,10598.36,6.55%,1524.18,1429.90,6.19%,2245.66,2226.11,0.87%,905.92,906.53,0.07%,13505.58,13330.31,1.30%,3399.04,3158.56,7.07%,6705.35,6424.73,4.18%,1295.43,1249.46,3.55%
1/13/16 10:00:00,38970.51,37752.80,3.12%,10992.30,10659.38,3.03%,1448.63,1365.44,5.74%,2192.60,2172.83,0.90%,861.54,841.76,2.30%,12758.05,12550.20,1.63%,3244.07,3011.68,7.16%,6261.92,5998.85,4.20%,1211.39,1152.68,4.85%
1/13/16 11:00:00,37263.61,36262.73,2.69%,10646.35,10472.90,1.63%,1368.12,1301.50,4.87%,2141.08,2128.29,0.60%,821.42,796.71,3.01%,12119.85,11737.82,3.15%,3114.33,2926.53,6.03%,5903.87,5792.72,1.88%,1148.59,1106.26,3.69%
1/13/16 12:00:00,35839.34,35442.40,1.11%,10367.21,10355.31,0.11%,1296.27,1259.87,2.81%,2087.58,2078.72,0.42%,784.38,758.84,3.26%,11585.67,11470.74,0.99%,3011.35,2806.98,6.79%,5611.22,5641.15,0.53%,1095.66,1070.78,2.27%
