Date,Texas,TexasPredicted,TexasDelta,Coastal,CoastalPredicted,CoastalDelta,East,EastPredicted,EastDelta,Far West,FarWestPredicted,FarWestDelta,North,NorthPredicted,NorthDelta,North Cental,NorthCentralPredicted,NorthCentralDelta,South,SouthPredicted,SouthDelta,South Central,SouthCentralPredicted,SouthCentralDelta,West,WestPredicted,WestDelta
1/13/16 13:00:00,34946.28,35053.43,0.31%,10231.17,10303.82,0.71%,1245.92,1244.97,0.08%,2062.89,2048.37,0.70%,769.30,744.54,3.22%,11217.69,11319.06,0.90%,2939.96,2832.26,3.66%,5421.98,5517.04,1.75%,1057.36,1043.38,1.32%
1/13/16 14:00:00,34264.79,34433.62,0.49%,10101.76,10178.32,0.76%,1237.94,1220.12,1.44%,2036.91,2028.83,0.40%,753.43,725.41,3.72%,10915.83,10975.61,0.55%,2878.75,2833.18,1.58%,5314.70,5451.19,2.57%,1025.47,1020.95,0.44%
1/13/16 15:00:00,33788.22,34052.58,0.78%,9983.84,10063.33,0.80%,1214.80,1206.03,0.72%,2017.67,2010.78,0.34%,743.90,726.96,2.28%,10699.87,10785.16,0.80%,2836.98,2837.19,0.01%,5277.99,5416.61,2.63%,1013.17,1006.52,0.66%
1/13/16 16:00:00,33977.44,34124.59,0.43%,9961.80,10007.16,0.46%,1241.08,1215.34,2.07%,2028.74,2009.18,0.96%,746.27,723.00,3.12%,10786.86,10843.80,0.53%,2855.82,2815.49,1.41%,5335.20,5484.52,2.80%,1021.67,1026.10,0.43%
1/13/16 17:00:00,35166.69,35470.26,0.86%,10190.43,10353.43,1.60%,1292.86,1281.83,0.85%,2020.65,1995.35,1.25%,772.85,751.75,2.73%,11332.09,11326.77,0.05%,2933.13,2926.81,0.22%,5583.39,5792.43,3.74%,1041.29,1041.89,0.06%
1/13/16 18:00:00,37676.96,37596.11,0.21%,10664.48,10681.98,0.16%,1406.78,1381.71,1.78%,2099.75,2076.90,1.09%,824.58,812.17,1.50%,12262.25,12181.24,0.66%,3149.78,3069.15,2.56%,6140.19,6270.43,2.12%,1129.14,1122.51,0.59%
1/13/16 19:00:00,38034.65,37651.13,1.01%,10681.18,10626.80,0.51%,1399.90,1389.99,0.71%,2141.58,2114.11,1.28%,823.78,805.45,2.22%,12377.06,12134.05,1.96%,3203.68,3088.21,3.60%,6250.26,6349.22,1.58%,1157.20,1143.31,1.20%
1/13/16 20:00:00,37904.99,37327.63,1.52%,10584.02,10502.06,0.77%,1391.04,1380.28,0.77%,2173.50,2155.13,0.85%,821.28,800.85,2.49%,12335.82,11979.21,2.89%,3208.80,3078.00,4.08%,6220.71,6324.15,1.66%,1169.82,1107.96,5.29%
1/13/16 21:00:00,36897.29,36156.30,2.01%,10281.02,10163.93,1.14%,1327.58,1328.54,0.07%,2177.15,2117.03,2.76%,801.36,780.71,2.58%,12005.39,11593.81,3.43%,3134.02,2987.16,4.69%,6022.84,6094.81,1.19%,1147.93,1090.31,5.02%
1/13/16 22:00:00,34851.70,34090.47,2.18%,9730.74,9529.91,2.06%,1251.82,1273.96,1.77%,2146.73,2067.70,3.68%,764.23,736.07,3.69%,11253.81,10866.62,3.44%,2946.03,2780.30,5.63%,5655.18,5794.83,2.47%,1103.17,1041.10,5.63%
1/13/16 23:00:00,32768.08,32292.99,1.45%,9205.83,9039.63,1.81%,1178.32,1183.16,0.41%,2111.49,2048.10,3.00%,730.77,719.14,1.59%,10506.01,10589.73,0.80%,2709.36,2532.64,6.52%,5268.02,5194.28,1.40%,1058.28,986.33,6.80%
1/14/16 00:00:00,31499.26,30493.81,3.19%,8918.24,8659.72,2.90%,1151.63,1139.49,1.05%,2088.72,2028.24,2.90%,720.88,714.38,0.90%,10069.69,9773.52,2.94%,2542.90,2349.53,7.60%,4971.55,4870.64,2.03%,1035.64,958.28,7.47%
1/14/16 01:00:00,30896.51,29571.85,4.29%,8769.73,8482.77,3.27%,1141.79,1143.22,0.12%,2080.94,2017.65,3.04%,718.56,721.54,0.41%,9895.47,9440.88,4.59%,2448.49,2207.62,9.84%,4815.22,4580.82,4.87%,1026.32,977.35,4.77%
1/14/16 02:00:00,30846.19,29297.95,5.02%,8741.65,8278.70,5.30%,1139.43,1137.91,0.13%,2090.03,2019.23,3.39%,724.60,728.95,0.60%,9924.79,9323.19,6.06%,2414.48,2193.39,9.16%,4774.63,4601.95,3.62%,1036.57,1014.62,2.12%
1/14/16 03:00:00,31114.04,29400.80,5.51%,8751.98,8313.94,5.01%,1160.46,1165.47,0.43%,2100.37,2040.75,2.84%,735.17,729.44,0.78%,10102.03,9307.57,7.86%,2413.06,2231.93,7.51%,4802.69,4567.92,4.89%,1048.27,1043.78,0.43%
1/14/16 04:00:00,32171.39,30319.97,5.75%,8958.96,8239.55,8.03%,1209.16,1181.68,2.27%,2120.13,2049.01,3.35%,749.79,738.23,1.54%,10609.17,10128.39,4.53%,2466.55,2207.40,10.51%,4983.68,4720.21,5.29%,1073.96,1055.51,1.72%
1/14/16 05:00:00,34977.50,33922.12,3.02%,9628.12,9199.15,4.46%,1307.42,1250.98,4.32%,2178.48,2084.99,4.29%,799.27,786.54,1.59%,11782.41,11771.12,0.10%,2655.60,2476.82,6.73%,5487.85,5258.05,4.19%,1138.34,1094.47,3.85%
1/14/16 06:00:00,39135.86,37750.60,3.54%,10489.44,10020.89,4.47%,1471.97,1396.92,5.10%,2271.16,2171.96,4.37%,874.90,869.60,0.61%,13452.60,13320.15,0.98%,3068.28,2810.01,8.42%,6260.04,5947.49,4.99%,1247.46,1213.59,2.72%
1/14/16 07:00:00,40347.87,39387.60,2.38%,10708.92,10251.75,4.27%,1515.50,1397.54,7.78%,2337.63,2264.92,3.11%,900.35,901.86,0.17%,14024.80,14086.46,0.44%,3168.43,2993.44,5.52%,6406.00,6235.01,2.67%,1286.23,1256.61,2.30%
1/14/16 08:00:00,39073.20,38174.71,2.30%,10613.66,10345.67,2.52%,1456.87,1386.59,4.82%,2298.78,2200.20,4.29%,873.34,892.44,2.19%,13413.11,13022.74,2.91%,3039.02,2918.48,3.97%,6133.95,6142.68,0.14%,1244.46,1265.90,1.72%
1/14/16 09:00:00,38050.91,36714.29,3.51%,10626.55,10287.67,3.19%,1395.11,1350.77,3.18%,2257.47,2175.79,3.62%,840.41,847.95,0.90%,12795.77,12092.56,5.50%,2993.10,2825.15,5.61%,5927.98,5930.11,0.04%,1214.51,1204.28,0.84%
1/14/16 10:00:00,37155.65,36401.72,2.03%,10615.88,10447.68,1.58%,1328.61,1300.16,2.14%,2224.29,2154.51,3.14%,806.34,803.54,0.35%,12244.23,11940.05,2.48%,2954.91,2830.22,4.22%,5812.83,5783.29,0.51%,1168.55,1142.27,2.25%
1/14/16 11:00:00,36288.43,35975.16,0.86%,10584.40,10498.77,0.81%,1269.21,1271.29,0.16%,2207.71,2134.39,3.32%,777.23,770.33,0.89%,11782.22,11731.88,0.43%,2903.05,2853.56,1.70%,5643.43,5620.15,0.41%,1121.17,1094.78,2.35%
1/14/16 12:00:00,35511.96,35444.25,0.19%,10516.54,10451.60,0.62%,1214.48,1249.75,2.90%,2166.71,2126.93,1.84%,751.16,744.02,0.95%,11423.61,11470.74,0.41%,2854.52,2791.89,2.19%,5505.06,5560.45,1.01%,1079.89,1048.87,2.87%
1/14/16 13:00:00,35058.03,35093.34,0.10%,10476.55,10309.11,1.60%,1187.20,1243.19,4.72%,2143.64,2057.69,4.01%,736.36,738.00,0.22%,11192.42,11336.52,1.29%,2855.28,2843.63,0.41%,5417.68,5544.86,2.35%,1048.90,1020.35,2.72%
1/14/16 14:00:00,34451.31,34545.05,0.27%,10323.69,10221.33,0.99%,1151.31,1230.34,6.86%,2111.33,2035.69,3.58%,718.42,725.58,1.00%,10914.46,10996.16,0.75%,2868.78,2833.18,1.24%,5332.00,5503.29,3.21%,1031.31,999.47,3.09%
1/14/16 15:00:00,34142.47,34330.68,0.55%,10239.86,10084.01,1.52%,1124.81,1216.27,8.13%,2099.94,2052.10,2.28%,708.44,723.21,2.09%,10742.04,10913.52,1.60%,2881.46,2838.65,1.49%,5318.45,5507.86,3.56%,1027.47,995.06,3.15%
1/14/16 16:00:00,34130.28,34434.60,0.89%,10162.16,10213.92,0.51%,1126.88,1231.53,9.29%,2084.19,2028.37,2.68%,707.12,717.08,1.41%,10758.88,10877.44,1.10%,2897.30,2816.90,2.78%,5366.97,5557.99,3.56%,1026.78,991.38,3.45%
1/14/16 17:00:00,34878.54,35498.85,1.78%,10336.39,10433.94,0.94%,1173.38,1286.44,9.64%,2072.88,2011.76,2.95%,730.88,728.56,0.32%,11136.45,11314.77,1.60%,2892.16,2926.81,1.20%,5504.29,5797.67,5.33%,1032.10,998.89,3.22%
1/14/16 18:00:00,37096.53,37253.11,0.42%,10727.71,10721.92,0.05%,1265.57,1354.63,7.04%,2162.19,2038.33,5.73%,783.38,762.32,2.69%,12009.21,11985.40,0.20%,3082.60,3131.02,1.57%,5959.85,6200.75,4.04%,1106.01,1058.74,4.27%
1/14/16 19:00:00,37221.24,37243.73,0.06%,10653.91,10644.65,0.09%,1270.31,1354.84,6.65%,2205.73,2106.69,4.49%,786.27,771.98,1.82%,12040.04,11971.07,0.57%,3128.93,3092.53,1.16%,6009.32,6216.31,3.44%,1126.72,1085.67,3.64%
1/14/16 20:00:00,36629.81,36661.06,0.09%,10441.43,10506.07,0.62%,1246.19,1310.03,5.12%,2210.02,2092.00,5.34%,776.86,785.37,1.10%,11843.78,11726.56,0.99%,3095.31,3063.58,1.03%,5890.98,6095.08,3.46%,1125.23,1082.36,3.81%
1/14/16 21:00:00,35218.64,35057.10,0.46%,10010.27,10092.96,0.83%,1194.03,1260.82,5.59%,2192.86,2109.78,3.79%,750.88,755.91,0.67%,11352.50,11032.91,2.82%,3002.76,2975.34,0.91%,5620.92,5765.39,2.57%,1094.42,1064.00,2.78%
1/14/16 22:00:00,33051.67,32945.40,0.32%,9422.47,9456.35,0.36%,1109.02,1180.48,6.44%,2147.87,2036.94,5.16%,710.40,716.18,0.81%,10539.68,10394.47,1.38%,2827.26,2797.52,1.05%,5246.83,5369.44,2.34%,1048.13,994.01,5.16%
1/14/16 23:00:00,30714.21,30627.23,0.28%,8814.79,8855.47,0.46%,1018.05,1074.66,5.56%,2106.32,2031.75,3.54%,679.23,683.46,0.62%,9693.17,9515.78,1.83%,2582.27,2559.14,0.90%,4809.66,4942.48,2.76%,1010.72,964.48,4.57%
1/15/16 00:00:00,29193.92,28915.61,0.95%,8327.17,8371.80,0.54%,1036.97,1023.64,1.29%,2033.34,2028.24,0.25%,675.88,655.46,3.02%,9175.46,9017.18,1.72%,2319.43,2332.60,0.57%,4641.86,4550.84,1.96%,983.81,935.85,4.87%
1/15/16 01:00:00,28564.06,28208.58,1.24%,8144.99,8158.02,0.16%,1039.86,980.76,5.68%,2028.27,1968.94,2.93%,670.11,668.39,0.26%,8977.17,8910.46,0.74%,2241.97,2265.85,1.07%,4481.97,4300.42,4.05%,979.71,955.74,2.45%
1/15/16 02:00:00,28343.89,27856.04,1.72%,8029.74,7968.50,0.76%,1022.56,954.84,6.62%,2029.72,1989.75,1.97%,668.04,675.63,1.14%,8942.35,8706.87,2.63%,2213.87,2430.54,9.79%,4459.82,4165.63,6.60%,977.80,964.29,1.38%
1/15/16 03:00:00,28671.37,28090.21,2.03%,8066.62,8022.25,0.55%,1001.98,962.25,3.97%,2038.74,1984.97,2.64%,680.65,692.56,1.75%,9163.41,8864.77,3.26%,2243.82,2318.02,3.31%,4480.74,4280.09,4.48%,995.40,965.29,3.02%
1/15/16 04:00:00,29726.56,29026.13,2.36%,8286.09,8255.85,0.37%,1003.29,978.37,2.48%,2056.02,1993.51,3.04%,699.88,722.50,3.23%,9652.21,9315.12,3.49%,2323.42,2304.27,0.82%,4675.67,4481.02,4.16%,1029.99,975.49,5.29%
1/15/16 05:00:00,32476.56,31695.38,2.41%,8947.66,9002.09,0.61%,1063.42,1068.72,0.50%,2114.41,2031.10,3.94%,754.26,777.21,3.04%,10773.95,10235.54,5.00%,2552.92,2506.35,1.82%,5168.77,4968.12,3.88%,1101.17,1106.26,0.46%
1/15/16 06:00:00,36897.48,36588.10,0.84%,9889.19,9868.85,0.21%,1213.98,1266.53,4.33%,2209.59,2184.42,1.14%,838.72,864.26,3.04%,12517.69,12182.22,2.68%,3007.21,2956.33,1.69%,5991.79,6017.41,0.43%,1229.31,1248.07,1.53%
1/15/16 07:00:00,38639.15,38739.53,0.26%,10237.83,10156.38,0.80%,1267.60,1338.86,5.62%,2281.30,2276.49,0.21%,872.05,890.27,2.09%,13227.62,12883.03,2.61%,3162.52,3387.38,7.11%,6298.78,6519.08,3.50%,1291.46,1288.04,0.27%
1/15/16 08:00:00,37949.89,37831.31,0.31%,10250.95,10043.27,2.03%,1255.70,1337.22,6.49%,2248.93,2215.69,1.48%,862.35,873.67,1.31%,12931.07,12907.21,0.18%,3031.92,2941.61,2.98%,6113.90,6216.13,1.67%,1255.07,1296.51,3.30%
1/15/16 09:00:00,37273.71,37210.26,0.17%,10288.52,10244.68,0.43%,1235.27,1361.96,10.26%,2202.11,2183.48,0.85%,839.65,853.94,1.70%,12604.27,12405.03,1.58%,2940.00,2959.52,0.66%,5957.69,6014.64,0.96%,1206.20,1187.00,1.59%
1/15/16 10:00:00,36584.47,36917.90,0.91%,10355.85,10362.89,0.07%,1218.01,1343.55,10.31%,2176.27,2134.89,1.90%,825.07,831.10,0.73%,12212.09,12450.07,1.95%,2874.84,2858.22,0.58%,5751.94,5808.16,0.98%,1170.39,1129.03,3.53%
1/15/16 11:00:00,35738.52,36010.29,0.76%,10321.44,10415.17,0.91%,1186.38,1279.12,7.82%,2137.67,2115.68,1.03%,792.24,812.00,2.49%,11760.62,11857.75,0.83%,2822.02,2800.34,0.77%,5596.60,5657.10,1.08%,1121.55,1073.14,4.32%
1/15/16 12:00:00,34891.56,35259.72,1.06%,10219.95,10302.95,0.81%,1160.94,1237.51,6.60%,2083.90,2078.72,0.25%,758.66,778.00,2.55%,11333.32,11518.89,1.64%,2813.36,2821.66,0.30%,5455.55,5492.84,0.68%,1065.88,1029.13,3.45%
1/15/16 13:00:00,34448.27,34929.07,1.40%,10199.60,10291.36,0.90%,1140.28,1216.20,6.66%,2051.80,2036.99,0.72%,733.94,764.05,4.10%,11087.28,11358.62,2.45%,2857.98,2856.18,0.06%,5361.92,5403.39,0.77%,1015.47,1002.29,1.30%
1/15/16 14:00:00,34049.25,34514.87,1.37%,10178.94,10185.22,0.06%,1125.64,1205.06,7.06%,2038.36,2028.83,0.47%,720.02,741.19,2.94%,10793.35,11059.24,2.46%,2892.75,2943.03,1.74%,5303.30,5363.13,1.13%,996.90,989.17,0.78%
1/15/16 15:00:00,33760.16,34174.16,1.23%,10143.07,10056.54,0.85%,1104.96,1190.50,7.74%,2020.30,2010.78,0.47%,708.71,723.03,2.02%,10596.35,10805.22,1.97%,2915.47,3042.63,4.36%,5287.23,5364.41,1.46%,984.06,981.05,0.31%
1/15/16 16:00:00,33633.70,34245.12,1.82%,10066.17,10095.38,0.29%,1075.95,1188.95,10.50%,2012.89,2009.18,0.18%,708.13,732.64,3.46%,10568.58,10803.97,2.23%,2933.74,3043.81,3.75%,5285.65,5384.71,1.87%,982.58,986.48,0.40%
1/15/16 17:00:00,34003.56,34696.19,2.04%,10026.04,10227.77,2.01%,1098.32,1235.89,12.53%,2005.73,1998.67,0.35%,735.77,760.06,3.30%,10899.25,11146.05,2.26%,2872.01,2806.56,2.28%,5369.37,5521.77,2.84%,997.06,999.42,0.24%
1/15/16 18:00:00,35708.91,36699.99,2.78%,10292.59,10511.55,2.13%,1174.70,1349.16,14.85%,2058.07,2066.68,0.42%,777.59,802.98,3.26%,11652.03,11954.65,2.60%,2953.21,2906.39,1.59%,5738.25,6025.29,5.00%,1062.47,1083.30,1.96%
1/15/16 19:00:00,35605.19,37035.29,4.02%,10148.12,10477.49,3.25%,1182.61,1372.74,16.08%,2071.37,2092.73,1.03%,783.59,805.45,2.79%,11683.42,12030.56,2.97%,2927.95,2971.38,1.48%,5737.84,6184.55,7.79%,1070.29,1100.39,2.81%
1/15/16 20:00:00,35219.10,36994.60,5.04%,9901.38,10381.61,4.85%,1190.33,1367.05,14.85%,2074.00,2062.27,0.57%,789.08,813.06,3.04%,11692.26,12071.79,3.25%,2858.77,2989.38,4.57%,5643.12,6197.34,9.82%,1070.16,1112.09,3.92%
1/15/16 21:00:00,34530.45,35950.74,4.11%,9670.15,10036.08,3.78%,1176.32,1369.27,16.40%,2056.91,2085.23,1.38%,780.51,793.89,1.72%,11524.33,11631.28,0.93%,2777.41,2896.52,4.29%,5484.68,6038.57,10.10%,1060.14,1099.90,3.75%
1/15/16 22:00:00,33477.44,34433.05,2.85%,9368.66,9529.91,1.72%,1146.93,1296.52,13.04%,2041.53,2029.86,0.57%,766.03,736.01,3.92%,11186.05,11455.25,2.41%,2687.42,2723.10,1.33%,5242.84,5618.57,7.17%,1037.98,1043.85,0.57%
1/15/16 23:00:00,32105.26,32447.36,1.07%,9020.85,9144.21,1.37%,1107.15,1236.83,11.71%,2017.15,1987.45,1.47%,750.47,715.08,4.72%,10715.03,10382.65,3.10%,2549.76,2627.89,3.06%,4940.28,5376.04,8.82%,1004.58,977.21,2.72%
1/16/16 00:00:00,31026.00,31226.99,0.65%,8778.43,8813.39,0.40%,1063.71,1186.25,11.52%,1997.51,1938.32,2.96%,717.31,707.51,1.37%,10105.39,9803.93,2.98%,2477.81,2372.87,4.23%,4913.61,5424.28,10.39%,972.24,980.43,0.84%
1/16/16 01:00:00,30456.05,30646.00,0.62%,8647.29,8833.09,2.15%,1060.56,1089.66,2.74%,1982.20,1939.68,2.15%,713.69,697.12,2.32%,9868.64,9498.26,3.75%,2403.80,2355.91,1.99%,4821.29,5268.35,9.27%,958.58,963.92,0.56%
1/16/16 02:00:00,30295.78,29932.10,1.20%,8612.84,8467.94,1.68%,1058.96,1072.39,1.27%,1984.59,1958.58,1.31%,715.16,710.46,0.66%,9784.82,9076.49,7.24%,2365.94,2414.82,2.07%,4818.76,5269.57,9.36%,954.70,961.85,0.75%
1/16/16 03:00:00,30417.69,30896.07,1.57%,8628.84,8520.05,1.26%,1059.87,1094.00,3.22%,1993.69,2003.96,0.52%,719.12,699.12,2.78%,9841.35,10015.33,1.77%,2353.14,2372.17,0.81%,4862.44,5231.92,7.60%,959.24,959.52,0.03%
1/16/16 04:00:00,30934.68,30983.46,0.16%,8748.62,8764.68,0.18%,1071.99,1095.77,2.22%,2014.37,2031.92,0.87%,733.04,706.40,3.63%,10049.91,9904.11,1.45%,2369.79,2303.61,2.79%,4977.86,5189.79,4.26%,969.10,987.18,1.87%
1/16/16 05:00:00,32143.12,33005.26,2.68%,9043.13,9098.88,0.62%,1123.85,1154.23,2.70%,2044.28,2055.02,0.53%,760.36,766.24,0.77%,10531.12,11190.11,6.26%,2458.55,2471.90,0.54%,5178.93,5261.34,1.59%,1002.91,1007.54,0.46%
1/16/16 06:00:00,33815.24,33936.57,0.36%,9448.53,9261.93,1.97%,1191.47,1214.11,1.90%,2084.29,2115.79,1.51%,791.05,765.57,3.22%,11191.05,11670.44,4.28%,2588.38,2387.42,7.76%,5469.55,5461.97,0.14%,1050.93,1059.34,0.80%
1/16/16 07:00:00,35514.57,35166.26,0.98%,9751.14,9524.72,2.32%,1251.70,1254.84,0.25%,2130.82,2134.25,0.16%,831.19,834.94,0.45%,11934.04,12064.51,1.09%,2703.44,2645.91,2.13%,5806.52,5557.05,4.30%,1105.72,1150.03,4.01%
1/16/16 08:00:00,37126.40,37893.96,2.07%,10128.13,10367.85,2.37%,1305.99,1344.52,2.95%,2142.52,2175.53,1.54%,870.97,882.35,1.31%,12595.02,12975.14,3.02%,2832.88,2966.64,4.72%,6109.55,6037.66,1.18%,1141.34,1144.27,0.26%
1/16/16 09:00:00,38346.57,38595.23,0.65%,10445.44,10205.01,2.30%,1344.69,1342.00,0.20%,2141.24,2189.95,2.27%,902.99,915.84,1.42%,13138.01,13816.15,5.16%,2915.57,2855.46,2.06%,6304.87,6094.13,3.34%,1153.74,1176.69,1.99%
1/16/16 10:00:00,38661.80,38259.69,1.04%,10618.30,10172.28,4.20%,1346.98,1319.67,2.03%,2126.19,2174.08,2.25%,926.40,962.95,3.95%,13297.82,13784.04,3.66%,2934.16,2837.34,3.30%,6257.63,5873.83,6.13%,1154.33,1135.50,1.63%
1/16/16 11:00:00,38394.88,37173.66,3.18%,10583.59,10106.16,4.51%,1333.31,1276.14,4.29%,2102.80,2099.00,0.18%,931.54,935.91,0.47%,13291.93,13246.97,0.34%,2903.34,2785.28,4.07%,6119.84,5615.98,8.23%,1128.52,1108.23,1.80%
1/16/16 12:00:00,37709.71,37282.35,1.13%,10394.15,9962.41,4.15%,1317.83,1250.67,5.10%,2063.58,2027.52,1.75%,924.79,912.21,1.36%,13204.96,13859.38,4.96%,2859.11,2732.06,4.44%,5852.04,5461.13,6.68%,1093.26,1076.97,1.49%
1/16/16 13:00:00,37109.68,36598.76,1.38%,10359.23,9931.29,4.13%,1305.04,1239.42,5.03%,2029.19,2004.23,1.23%,922.89,902.82,2.18%,13113.04,13425.53,2.38%,2799.82,2767.93,1.14%,5511.03,5240.59,4.91%,1069.44,1086.95,1.64%
1/16/16 14:00:00,36871.87,36204.64,1.81%,10463.89,9704.26,7.26%,1297.82,1221.08,5.91%,2013.98,1989.58,1.21%,912.82,907.48,0.58%,13126.88,13461.68,2.55%,2739.17,2689.83,1.80%,5260.86,5177.19,1.59%,1056.45,1053.54,0.27%
1/16/16 15:00:00,36967.30,36067.03,2.44%,10542.45,9873.93,6.34%,1285.55,1223.42,4.83%,2005.07,1962.09,2.14%,891.44,884.19,0.81%,13283.03,13222.73,0.45%,2720.83,2710.69,0.37%,5182.83,5141.54,0.80%,1056.09,1048.45,0.72%
1/16/16 16:00:00,37082.02,36605.88,1.28%,10425.60,9790.84,6.09%,1308.13,1266.16,3.21%,2004.79,1965.69,1.95%,880.89,888.47,0.86%,13417.91,13699.97,2.10%,2694.98,2648.68,1.72%,5279.44,5265.57,0.26%,1070.29,1080.50,0.95%
1/16/16 17:00:00,38094.39,38209.23,0.30%,10471.66,10130.31,3.26%,1373.06,1354.16,1.38%,2019.87,1989.32,1.51%,897.10,919.17,2.46%,13981.52,14450.04,3.35%,2696.32,2691.16,0.19%,5545.94,5557.42,0.21%,1108.92,1117.66,0.79%
1/16/16 18:00:00,40335.29,39933.40,1.00%,10928.29,10315.02,5.61%,1440.32,1427.05,0.92%,2104.69,2140.91,1.72%,941.55,914.05,2.92%,14675.80,14889.28,1.45%,2888.76,2888.29,0.02%,6169.50,6158.69,0.18%,1186.38,1200.12,1.16%
1/16/16 19:00:00,40638.93,39968.38,1.65%,10913.71,10432.71,4.41%,1449.53,1432.93,1.15%,2135.76,2169.05,1.56%,948.86,939.04,1.03%,14709.14,14487.86,1.50%,2944.37,2875.33,2.34%,6325.97,6409.24,1.32%,1211.59,1222.22,0.88%
1/16/16 20:00:00,40500.47,40388.76,0.28%,10824.04,10452.81,3.43%,1444.11,1432.36,0.81%,2134.78,2189.66,2.57%,944.85,931.39,1.43%,14654.24,14749.28,0.65%,2920.27,2949.40,1.00%,6360.97,6480.89,1.89%,1217.21,1202.96,1.17%
1/16/16 21:00:00,39998.52,39932.38,0.17%,10635.74,10099.66,5.04%,1422.82,1411.39,0.80%,2120.74,2183.80,2.97%,932.46,911.61,2.24%,14478.80,14779.84,2.08%,2900.22,3008.61,3.74%,6290.30,6340.89,0.80%,1217.44,1196.58,1.71%
1/16/16 22:00:00,38982.22,38768.48,0.55%,10411.34,10055.21,3.42%,1377.90,1367.34,0.77%,2093.48,2143.96,2.41%,906.16,896.28,1.09%,14054.28,14085.00,0.22%,2854.12,2916.14,2.17%,6113.18,6138.51,0.41%,1171.75,1166.04,0.49%
1/16/16 23:00:00,37837.94,37501.34,0.89%,10111.55,9547.02,5.58%,1327.75,1335.21,0.56%,2070.80,2108.62,1.83%,882.34,858.41,2.71%,13615.74,13767.11,1.11%,2780.51,2822.70,1.52%,5909.58,5917.84,0.14%,1139.68,1144.42,0.42%
1/17/16 00:00:00,36872.51,36781.74,0.25%,9829.52,9552.51,2.82%,1325.94,1336.26,0.78%,2063.47,2063.11,0.02%,857.07,840.97,1.88%,13181.52,13219.68,0.29%,2727.69,2809.76,3.01%,5748.83,5802.18,0.93%,1138.47,1157.27,1.65%
1/17/16 01:00:00,36500.80,36152.71,0.95%,9660.12,9359.83,3.11%,1324.35,1334.03,0.73%,2054.92,2059.96,0.25%,852.47,831.90,2.41%,13077.17,12877.95,1.52%,2689.53,2755.12,2.44%,5697.68,5780.92,1.46%,1144.56,1153.00,0.74%
1/17/16 02:00:00,36483.85,36089.95,1.08%,9569.02,9270.46,3.12%,1327.93,1365.14,2.80%,2056.17,2074.20,0.88%,855.75,842.96,1.49%,13093.12,12890.17,1.55%,2698.77,2740.92,1.56%,5728.23,5734.05,0.10%,1154.85,1172.04,1.49%
1/17/16 03:00:00,36829.64,36350.59,1.30%,9553.80,9146.36,4.26%,1355.56,1357.49,0.14%,2056.58,2062.50,0.29%,862.71,853.07,1.12%,13236.17,13078.60,1.19%,2747.63,2840.19,3.37%,5846.17,5847.81,0.03%,1171.02,1164.57,0.55%
1/17/16 04:00:00,37524.50,37244.95,0.74%,9648.27,9437.57,2.18%,1395.33,1390.69,0.33%,2051.83,2075.95,1.18%,873.93,867.16,0.77%,13501.15,13358.48,1.06%,2823.52,2912.33,3.15%,6036.53,6023.24,0.22%,1193.95,1179.53,1.21%
1/17/16 05:00:00,38784.62,39070.06,0.74%,9899.33,9912.31,0.13%,1456.31,1429.14,1.87%,2060.25,2081.92,1.05%,895.12,868.07,3.02%,13961.10,14072.65,0.80%,2951.35,3069.14,3.99%,6325.78,6422.13,1.52%,1235.39,1214.70,1.67%
1/17/16 06:00:00,40558.37,41527.70,2.39%,10259.32,10584.44,3.17%,1534.14,1507.16,1.76%,2067.05,2115.79,2.36%,925.39,880.57,4.84%,14604.80,15008.93,2.77%,3135.11,3462.50,10.44%,6733.98,6698.92,0.52%,1298.58,1269.40,2.25%
1/17/16 07:00:00,42176.81,43055.38,2.08%,10505.79,11361.79,8.15%,1610.97,1571.20,2.47%,2091.25,2122.14,1.48%,960.95,926.34,3.60%,15193.99,15101.00,0.61%,3316.78,3649.95,10.04%,7132.52,7006.62,1.77%,1364.55,1316.34,3.53%
1/17/16 08:00:00,42734.40,42917.52,0.43%,10669.37,10883.50,2.01%,1616.87,1544.48,4.48%,2099.13,2145.76,2.22%,977.78,976.18,0.16%,15341.99,15377.02,0.23%,3463.10,3672.00,6.03%,7213.43,7009.20,2.83%,1352.72,1309.37,3.21%
1/17/16 09:00:00,41607.34,41499.22,0.26%,10710.56,10662.69,0.45%,1524.59,1496.37,1.85%,2085.02,2139.34,2.61%,941.08,959.77,1.99%,14735.74,14570.77,1.12%,3441.03,3554.74,3.30%,6878.09,6848.40,0.43%,1291.22,1267.14,1.87%
1/17/16 10:00:00,39514.53,40056.08,1.37%,10522.09,10744.98,2.12%,1395.47,1404.11,0.62%,2043.42,2106.29,3.08%,885.34,881.42,0.44%,13770.13,13849.89,0.58%,3263.77,3283.50,0.60%,6434.79,6613.91,2.78%,1199.52,1171.98,2.30%
1/17/16 11:00:00,37376.47,37970.24,1.59%,10269.72,10314.63,0.44%,1284.56,1322.02,2.92%,2006.60,2067.81,3.05%,828.27,828.71,0.05%,12783.26,13001.76,1.71%,3050.06,3100.76,1.66%,6028.47,6218.37,3.15%,1125.53,1116.18,0.83%
