County,Date,Hour,Predicted
Comanche,2/10/2016,7,23.64
Comanche,2/10/2016,8,24.30
Comanche,2/10/2016,9,22.66
Comanche,2/10/2016,10,21.22
Comanche,2/10/2016,11,20.04
Comanche,2/10/2016,12,19.02
Comanche,2/10/2016,13,18.18
Comanche,2/10/2016,14,17.67
Comanche,2/10/2016,15,17.14
Comanche,2/10/2016,16,16.85
Comanche,2/10/2016,17,16.82
Comanche,2/10/2016,18,17.04
Comanche,2/10/2016,19,18.14
Comanche,2/10/2016,20,18.54
Comanche,2/10/2016,21,18.37
Comanche,2/10/2016,22,17.75
Comanche,2/10/2016,23,16.44
Comanche,2/10/2016,24,15.11
Somervell,2/10/2016,1,10.63
Somervell,2/10/2016,2,10.62
Somervell,2/10/2016,3,10.83
Somervell,2/10/2016,4,11.18
Somervell,2/10/2016,5,11.89
Somervell,2/10/2016,6,13.30
Somervell,2/10/2016,7,15.17
Somervell,2/10/2016,8,15.59
Somervell,2/10/2016,9,14.54
Somervell,2/10/2016,10,13.61
Somervell,2/10/2016,11,12.86
Somervell,2/10/2016,12,12.20
Somervell,2/10/2016,13,11.67
Somervell,2/10/2016,14,11.34
Somervell,2/10/2016,15,11.00
Somervell,2/10/2016,16,10.81
Somervell,2/10/2016,17,10.79
Somervell,2/10/2016,18,10.93
Somervell,2/10/2016,19,11.64
Somervell,2/10/2016,20,11.90
Somervell,2/10/2016,21,11.79
Somervell,2/10/2016,22,11.39
Somervell,2/10/2016,23,10.55
Somervell,2/10/2016,24,9.69
Bosque,2/10/2016,1,21.74
Bosque,2/10/2016,2,21.71
Bosque,2/10/2016,3,22.15
Bosque,2/10/2016,4,22.86
Bosque,2/10/2016,5,24.32
Bosque,2/10/2016,6,27.20
Bosque,2/10/2016,7,31.02
Bosque,2/10/2016,8,31.89
Bosque,2/10/2016,9,29.73
Bosque,2/10/2016,10,27.84
Bosque,2/10/2016,11,26.30
Bosque,2/10/2016,12,24.96
Bosque,2/10/2016,13,23.86
Bosque,2/10/2016,14,23.19
Bosque,2/10/2016,15,22.49
Bosque,2/10/2016,16,22.11
Bosque,2/10/2016,17,22.06
Bosque,2/10/2016,18,22.36
Bosque,2/10/2016,19,23.80
Bosque,2/10/2016,20,24.33
Bosque,2/10/2016,21,24.10
Bosque,2/10/2016,22,23.30
Bosque,2/10/2016,23,21.57
Bosque,2/10/2016,24,19.82
Wise,2/10/2016,1,75.35
Wise,2/10/2016,2,75.28
Wise,2/10/2016,3,76.79
Wise,2/10/2016,4,79.24
Wise,2/10/2016,5,84.30
Wise,2/10/2016,6,94.28
Wise,2/10/2016,7,107.53
Wise,2/10/2016,8,110.54
Wise,2/10/2016,9,103.08
Wise,2/10/2016,10,96.51
Wise,2/10/2016,11,91.17
Wise,2/10/2016,12,86.52
Wise,2/10/2016,13,82.72
Wise,2/10/2016,14,80.38
Wise,2/10/2016,15,77.95
Wise,2/10/2016,16,76.65
Wise,2/10/2016,17,76.49
Wise,2/10/2016,18,77.52
Wise,2/10/2016,19,82.52
Wise,2/10/2016,20,84.35
Wise,2/10/2016,21,83.56
Wise,2/10/2016,22,80.76
Wise,2/10/2016,23,74.79
Wise,2/10/2016,24,68.72
Eastland,2/10/2016,1,22.22
Eastland,2/10/2016,2,22.20
Eastland,2/10/2016,3,22.64
Eastland,2/10/2016,4,23.37
Eastland,2/10/2016,5,24.86
Eastland,2/10/2016,6,27.80
Eastland,2/10/2016,7,31.71
Eastland,2/10/2016,8,32.60
Eastland,2/10/2016,9,30.40
Eastland,2/10/2016,10,28.46
Eastland,2/10/2016,11,26.89
Eastland,2/10/2016,12,25.51
Eastland,2/10/2016,13,24.39
Eastland,2/10/2016,14,23.70
Eastland,2/10/2016,15,22.99
Eastland,2/10/2016,16,22.60
Eastland,2/10/2016,17,22.56
Eastland,2/10/2016,18,22.86
Eastland,2/10/2016,19,24.34
Eastland,2/10/2016,20,24.87
Eastland,2/10/2016,21,24.64
Eastland,2/10/2016,22,23.81
Eastland,2/10/2016,23,22.06
Eastland,2/10/2016,24,20.26
Hood,2/10/2016,1,65.92
Hood,2/10/2016,2,65.85
Hood,2/10/2016,3,67.18
Hood,2/10/2016,4,69.32
Hood,2/10/2016,5,73.75
Hood,2/10/2016,6,82.47
Hood,2/10/2016,7,94.07
Hood,2/10/2016,8,96.70
Hood,2/10/2016,9,90.18
Hood,2/10/2016,10,84.42
Hood,2/10/2016,11,79.76
Hood,2/10/2016,12,75.69
Hood,2/10/2016,13,72.36
Hood,2/10/2016,14,70.32
Hood,2/10/2016,15,68.19
Hood,2/10/2016,16,67.05
Hood,2/10/2016,17,66.92
Hood,2/10/2016,18,67.81
Hood,2/10/2016,19,72.19
Hood,2/10/2016,20,73.79
Hood,2/10/2016,21,73.10
Hood,2/10/2016,22,70.65
Hood,2/10/2016,23,65.43
Hood,2/10/2016,24,60.12
Refugio,2/10/2016,1,7.46
Refugio,2/10/2016,2,7.36
Refugio,2/10/2016,3,7.42
Refugio,2/10/2016,4,7.62
Refugio,2/10/2016,5,8.05
Refugio,2/10/2016,6,9.00
Refugio,2/10/2016,7,10.72
Refugio,2/10/2016,8,11.08
Refugio,2/10/2016,9,10.20
Refugio,2/10/2016,10,9.48
Refugio,2/10/2016,11,8.88
Refugio,2/10/2016,12,8.49
Refugio,2/10/2016,13,8.33
Refugio,2/10/2016,14,8.32
Refugio,2/10/2016,15,8.41
Refugio,2/10/2016,16,8.51
Refugio,2/10/2016,17,8.56
Refugio,2/10/2016,18,8.46
Refugio,2/10/2016,19,8.69
Refugio,2/10/2016,20,9.04
Refugio,2/10/2016,21,9.05
Refugio,2/10/2016,22,8.87
Refugio,2/10/2016,23,8.31
Refugio,2/10/2016,24,7.56
Starr,2/10/2016,1,64.35
Starr,2/10/2016,2,63.44
Starr,2/10/2016,3,63.97
Starr,2/10/2016,4,65.72
Starr,2/10/2016,5,69.42
Starr,2/10/2016,6,77.64
Starr,2/10/2016,7,92.38
Starr,2/10/2016,8,95.53
Starr,2/10/2016,9,87.92
Starr,2/10/2016,10,81.77
Starr,2/10/2016,11,76.53
Starr,2/10/2016,12,73.18
Starr,2/10/2016,13,71.80
Starr,2/10/2016,14,71.71
Starr,2/10/2016,15,72.54
Starr,2/10/2016,16,73.36
Starr,2/10/2016,17,73.80
Starr,2/10/2016,18,72.90
Starr,2/10/2016,19,74.91
Starr,2/10/2016,20,77.92
Starr,2/10/2016,21,77.98
Starr,2/10/2016,22,76.44
Starr,2/10/2016,23,71.66
Starr,2/10/2016,24,65.16
Aransas,2/10/2016,1,25.52
Aransas,2/10/2016,2,25.16
Aransas,2/10/2016,3,25.37
Aransas,2/10/2016,4,26.07
Aransas,2/10/2016,5,27.54
Aransas,2/10/2016,6,30.80
Aransas,2/10/2016,7,36.64
Aransas,2/10/2016,8,37.89
Aransas,2/10/2016,9,34.88
Aransas,2/10/2016,10,32.43
Aransas,2/10/2016,11,30.36
Aransas,2/10/2016,12,29.03
Aransas,2/10/2016,13,28.48
Aransas,2/10/2016,14,28.44
Aransas,2/10/2016,15,28.77
Aransas,2/10/2016,16,29.10
Aransas,2/10/2016,17,29.27
Aransas,2/10/2016,18,28.92
Aransas,2/10/2016,19,29.71
Aransas,2/10/2016,20,30.91
Aransas,2/10/2016,21,30.93
Aransas,2/10/2016,22,30.32
Aransas,2/10/2016,23,28.43
Aransas,2/10/2016,24,25.85
Jim Wells,2/10/2016,1,42.27
Jim Wells,2/10/2016,2,41.67
Jim Wells,2/10/2016,3,42.02
Jim Wells,2/10/2016,4,43.17
Jim Wells,2/10/2016,5,45.60
Jim Wells,2/10/2016,6,51.00
Jim Wells,2/10/2016,7,60.68
Jim Wells,2/10/2016,8,62.75
Jim Wells,2/10/2016,9,57.75
Jim Wells,2/10/2016,10,53.71
Jim Wells,2/10/2016,11,50.27
Jim Wells,2/10/2016,12,48.07
Jim Wells,2/10/2016,13,47.17
Jim Wells,2/10/2016,14,47.10
Jim Wells,2/10/2016,15,47.65
Jim Wells,2/10/2016,16,48.19
Jim Wells,2/10/2016,17,48.47
Jim Wells,2/10/2016,18,47.89
Jim Wells,2/10/2016,19,49.20
Jim Wells,2/10/2016,20,51.18
Jim Wells,2/10/2016,21,51.22
Jim Wells,2/10/2016,22,50.21
Jim Wells,2/10/2016,23,47.07
Jim Wells,2/10/2016,24,42.80
Goliad,2/10/2016,1,7.72
Goliad,2/10/2016,2,7.61
Goliad,2/10/2016,3,7.67
Goliad,2/10/2016,4,7.88
Goliad,2/10/2016,5,8.32
Goliad,2/10/2016,6,9.31
Goliad,2/10/2016,7,11.08
Goliad,2/10/2016,8,11.46
Goliad,2/10/2016,9,10.54
Goliad,2/10/2016,10,9.81
Goliad,2/10/2016,11,9.18
Goliad,2/10/2016,12,8.77
Goliad,2/10/2016,13,8.61
Goliad,2/10/2016,14,8.60
Goliad,2/10/2016,15,8.70
Goliad,2/10/2016,16,8.80
Goliad,2/10/2016,17,8.85
Goliad,2/10/2016,18,8.74
Goliad,2/10/2016,19,8.98
Goliad,2/10/2016,20,9.34
Goliad,2/10/2016,21,9.35
Goliad,2/10/2016,22,9.17
Goliad,2/10/2016,23,8.59
Goliad,2/10/2016,24,7.81
Zapata,2/10/2016,1,14.64
Zapata,2/10/2016,2,14.43
Zapata,2/10/2016,3,14.55
Zapata,2/10/2016,4,14.95
Zapata,2/10/2016,5,15.79
Zapata,2/10/2016,6,17.66
Zapata,2/10/2016,7,21.01
Zapata,2/10/2016,8,21.73
Zapata,2/10/2016,9,20.00
Zapata,2/10/2016,10,18.60
Zapata,2/10/2016,11,17.41
Zapata,2/10/2016,12,16.64
Zapata,2/10/2016,13,16.33
Zapata,2/10/2016,14,16.31
Zapata,2/10/2016,15,16.50
Zapata,2/10/2016,16,16.69
Zapata,2/10/2016,17,16.78
Zapata,2/10/2016,18,16.58
Zapata,2/10/2016,19,17.04
Zapata,2/10/2016,20,17.72
Zapata,2/10/2016,21,17.74
Zapata,2/10/2016,22,17.39
Zapata,2/10/2016,23,16.30
Zapata,2/10/2016,24,14.82
Frio,2/10/2016,1,18.94
Frio,2/10/2016,2,18.67
Frio,2/10/2016,3,18.83
Frio,2/10/2016,4,19.35
Frio,2/10/2016,5,20.43
Frio,2/10/2016,6,22.85
Frio,2/10/2016,7,27.19
Frio,2/10/2016,8,28.12
Frio,2/10/2016,9,25.88
Frio,2/10/2016,10,24.07
Frio,2/10/2016,11,22.53
Frio,2/10/2016,12,21.54
Frio,2/10/2016,13,21.14
Frio,2/10/2016,14,21.11
Frio,2/10/2016,15,21.35
Frio,2/10/2016,16,21.59
Frio,2/10/2016,17,21.72
Frio,2/10/2016,18,21.46
Frio,2/10/2016,19,22.05
Frio,2/10/2016,20,22.94
Frio,2/10/2016,21,22.95
Frio,2/10/2016,22,22.50
Frio,2/10/2016,23,21.09
Frio,2/10/2016,24,19.18
Webb,2/10/2016,1,272.56
Webb,2/10/2016,2,268.72
Webb,2/10/2016,3,270.95
Webb,2/10/2016,4,278.40
Webb,2/10/2016,5,294.05
Webb,2/10/2016,6,328.86
Webb,2/10/2016,7,391.32
Webb,2/10/2016,8,404.66
Webb,2/10/2016,9,372.44
Webb,2/10/2016,10,346.37
Webb,2/10/2016,11,324.17
Webb,2/10/2016,12,309.96
Webb,2/10/2016,13,304.16
Webb,2/10/2016,14,303.75
Webb,2/10/2016,15,307.27
Webb,2/10/2016,16,310.76
Webb,2/10/2016,17,312.60
Webb,2/10/2016,18,308.81
Webb,2/10/2016,19,317.30
Webb,2/10/2016,20,330.08
Webb,2/10/2016,21,330.33
Webb,2/10/2016,22,323.81
Webb,2/10/2016,23,303.55
Webb,2/10/2016,24,276.03
Atascosa,2/10/2016,1,48.83
Atascosa,2/10/2016,2,48.14
Atascosa,2/10/2016,3,48.54
Atascosa,2/10/2016,4,49.87
Atascosa,2/10/2016,5,52.68
Atascosa,2/10/2016,6,58.91
Atascosa,2/10/2016,7,70.10
Atascosa,2/10/2016,8,72.49
Atascosa,2/10/2016,9,66.72
Atascosa,2/10/2016,10,62.05
Atascosa,2/10/2016,11,58.07
Atascosa,2/10/2016,12,55.53
Atascosa,2/10/2016,13,54.49
Atascosa,2/10/2016,14,54.42
Atascosa,2/10/2016,15,55.05
Atascosa,2/10/2016,16,55.67
Atascosa,2/10/2016,17,56.00
Atascosa,2/10/2016,18,55.32
Atascosa,2/10/2016,19,56.84
Atascosa,2/10/2016,20,59.13
Atascosa,2/10/2016,21,59.18
Atascosa,2/10/2016,22,58.01
Atascosa,2/10/2016,23,54.38
Atascosa,2/10/2016,24,49.45
Duval,2/10/2016,1,11.79
Duval,2/10/2016,2,11.62
Duval,2/10/2016,3,11.72
Duval,2/10/2016,4,12.04
Duval,2/10/2016,5,12.72
Duval,2/10/2016,6,14.22
Duval,2/10/2016,7,16.92
Duval,2/10/2016,8,17.50
Duval,2/10/2016,9,16.11
Duval,2/10/2016,10,14.98
Duval,2/10/2016,11,14.02
Duval,2/10/2016,12,13.41
Duval,2/10/2016,13,13.15
Duval,2/10/2016,14,13.14
Duval,2/10/2016,15,13.29
Duval,2/10/2016,16,13.44
Duval,2/10/2016,17,13.52
Duval,2/10/2016,18,13.36
Duval,2/10/2016,19,13.72
Duval,2/10/2016,20,14.27
Duval,2/10/2016,21,14.29
Duval,2/10/2016,22,14.00
Duval,2/10/2016,23,13.13
Duval,2/10/2016,24,11.94
Maverick,2/10/2016,1,58.28
Maverick,2/10/2016,2,57.46
Maverick,2/10/2016,3,57.94
Maverick,2/10/2016,4,59.53
Maverick,2/10/2016,5,62.88
Maverick,2/10/2016,6,70.32
Maverick,2/10/2016,7,83.68
Maverick,2/10/2016,8,86.53
Maverick,2/10/2016,9,79.64
Maverick,2/10/2016,10,74.06
Maverick,2/10/2016,11,69.32
Maverick,2/10/2016,12,66.28
Maverick,2/10/2016,13,65.04
Maverick,2/10/2016,14,64.95
Maverick,2/10/2016,15,65.70
Maverick,2/10/2016,16,66.45
Maverick,2/10/2016,17,66.84
Maverick,2/10/2016,18,66.03
Maverick,2/10/2016,19,67.85
Maverick,2/10/2016,20,70.58
Maverick,2/10/2016,21,70.64
Maverick,2/10/2016,22,69.24
Maverick,2/10/2016,23,64.91
Maverick,2/10/2016,24,59.02
Hidalgo,2/10/2016,1,849.42
Hidalgo,2/10/2016,2,837.44
Hidalgo,2/10/2016,3,844.41
Hidalgo,2/10/2016,4,867.62
Hidalgo,2/10/2016,5,916.40
Hidalgo,2/10/2016,6,1024.86
Hidalgo,2/10/2016,7,1219.52
Hidalgo,2/10/2016,8,1261.10
Hidalgo,2/10/2016,9,1160.70
Hidalgo,2/10/2016,10,1079.44
Hidalgo,2/10/2016,11,1010.27
Hidalgo,2/10/2016,12,965.99
Hidalgo,2/10/2016,13,947.89
Hidalgo,2/10/2016,14,946.63
Hidalgo,2/10/2016,15,957.59
Hidalgo,2/10/2016,16,968.47
Hidalgo,2/10/2016,17,974.19
Hidalgo,2/10/2016,18,962.39
Hidalgo,2/10/2016,19,988.86
Hidalgo,2/10/2016,20,1028.66
Hidalgo,2/10/2016,21,1029.46
Hidalgo,2/10/2016,22,1009.13
Hidalgo,2/10/2016,23,946.01
Hidalgo,2/10/2016,24,860.22
Live Oak,2/10/2016,1,12.36
Live Oak,2/10/2016,2,12.18
Live Oak,2/10/2016,3,12.29
Live Oak,2/10/2016,4,12.62
Live Oak,2/10/2016,5,13.33
Live Oak,2/10/2016,6,14.91
Live Oak,2/10/2016,7,17.74
Live Oak,2/10/2016,8,18.35
Live Oak,2/10/2016,9,16.89
Live Oak,2/10/2016,10,15.70
Live Oak,2/10/2016,11,14.70
Live Oak,2/10/2016,12,14.05
Live Oak,2/10/2016,13,13.79
Live Oak,2/10/2016,14,13.77
Live Oak,2/10/2016,15,13.93
Live Oak,2/10/2016,16,14.09
Live Oak,2/10/2016,17,14.17
Live Oak,2/10/2016,18,14.00
Live Oak,2/10/2016,19,14.39
Live Oak,2/10/2016,20,14.97
Live Oak,2/10/2016,21,14.98
Live Oak,2/10/2016,22,14.68
Live Oak,2/10/2016,23,13.76
Live Oak,2/10/2016,24,12.52
Kleberg,2/10/2016,1,32.90
Kleberg,2/10/2016,2,32.44
Kleberg,2/10/2016,3,32.71
Kleberg,2/10/2016,4,33.61
Kleberg,2/10/2016,5,35.49
Kleberg,2/10/2016,6,39.70
Kleberg,2/10/2016,7,47.24
Kleberg,2/10/2016,8,48.85
Kleberg,2/10/2016,9,44.96
Kleberg,2/10/2016,10,41.81
Kleberg,2/10/2016,11,39.13
Kleberg,2/10/2016,12,37.42
Kleberg,2/10/2016,13,36.71
Kleberg,2/10/2016,14,36.67
Kleberg,2/10/2016,15,37.09
Kleberg,2/10/2016,16,37.51
Kleberg,2/10/2016,17,37.73
Kleberg,2/10/2016,18,37.28
Kleberg,2/10/2016,19,38.30
Kleberg,2/10/2016,20,39.84
Kleberg,2/10/2016,21,39.87
Kleberg,2/10/2016,22,39.09
Kleberg,2/10/2016,23,36.64
Kleberg,2/10/2016,24,33.32
La Salle,2/10/2016,1,7.64
La Salle,2/10/2016,2,7.53
La Salle,2/10/2016,3,7.59
La Salle,2/10/2016,4,7.80
La Salle,2/10/2016,5,8.24
La Salle,2/10/2016,6,9.22
La Salle,2/10/2016,7,10.97
La Salle,2/10/2016,8,11.34
La Salle,2/10/2016,9,10.44
La Salle,2/10/2016,10,9.71
La Salle,2/10/2016,11,9.09
La Salle,2/10/2016,12,8.69
La Salle,2/10/2016,13,8.52
La Salle,2/10/2016,14,8.51
La Salle,2/10/2016,15,8.61
La Salle,2/10/2016,16,8.71
La Salle,2/10/2016,17,8.76
La Salle,2/10/2016,18,8.65
La Salle,2/10/2016,19,8.89
La Salle,2/10/2016,20,9.25
La Salle,2/10/2016,21,9.26
La Salle,2/10/2016,22,9.08
La Salle,2/10/2016,23,8.51
La Salle,2/10/2016,24,7.74
Jim Hogg,2/10/2016,1,5.37
Jim Hogg,2/10/2016,2,5.30
Jim Hogg,2/10/2016,3,5.34
Jim Hogg,2/10/2016,4,5.49
Jim Hogg,2/10/2016,5,5.79
Jim Hogg,2/10/2016,6,6.48
Jim Hogg,2/10/2016,7,7.71
Jim Hogg,2/10/2016,8,7.97
Jim Hogg,2/10/2016,9,7.34
Jim Hogg,2/10/2016,10,6.83
Jim Hogg,2/10/2016,11,6.39
Jim Hogg,2/10/2016,12,6.11
Jim Hogg,2/10/2016,13,5.99
Jim Hogg,2/10/2016,14,5.99
Jim Hogg,2/10/2016,15,6.05
Jim Hogg,2/10/2016,16,6.12
Jim Hogg,2/10/2016,17,6.16
Jim Hogg,2/10/2016,18,6.09
Jim Hogg,2/10/2016,19,6.25
Jim Hogg,2/10/2016,20,6.50
Jim Hogg,2/10/2016,21,6.51
Jim Hogg,2/10/2016,22,6.38
Jim Hogg,2/10/2016,23,5.98
Jim Hogg,2/10/2016,24,5.44
Dimmit,2/10/2016,1,11.33
Dimmit,2/10/2016,2,11.17
Dimmit,2/10/2016,3,11.27
Dimmit,2/10/2016,4,11.58
Dimmit,2/10/2016,5,12.23
Dimmit,2/10/2016,6,13.67
Dimmit,2/10/2016,7,16.27
Dimmit,2/10/2016,8,16.83
Dimmit,2/10/2016,9,15.49
Dimmit,2/10/2016,10,14.40
Dimmit,2/10/2016,11,13.48
Dimmit,2/10/2016,12,12.89
Dimmit,2/10/2016,13,12.65
Dimmit,2/10/2016,14,12.63
Dimmit,2/10/2016,15,12.78
Dimmit,2/10/2016,16,12.92
Dimmit,2/10/2016,17,13.00
Dimmit,2/10/2016,18,12.84
Dimmit,2/10/2016,19,13.19
Dimmit,2/10/2016,20,13.73
Dimmit,2/10/2016,21,13.74
Dimmit,2/10/2016,22,13.46
Dimmit,2/10/2016,23,12.62
Dimmit,2/10/2016,24,11.48
Willacy,2/10/2016,1,22.39
Willacy,2/10/2016,2,22.07
Willacy,2/10/2016,3,22.25
Willacy,2/10/2016,4,22.87
Willacy,2/10/2016,5,24.15
Willacy,2/10/2016,6,27.01
Willacy,2/10/2016,7,32.14
Willacy,2/10/2016,8,33.24
Willacy,2/10/2016,9,30.59
Willacy,2/10/2016,10,28.45
Willacy,2/10/2016,11,26.63
Willacy,2/10/2016,12,25.46
Willacy,2/10/2016,13,24.98
Willacy,2/10/2016,14,24.95
Willacy,2/10/2016,15,25.24
Willacy,2/10/2016,16,25.52
Willacy,2/10/2016,17,25.67
Willacy,2/10/2016,18,25.36
Willacy,2/10/2016,19,26.06
Willacy,2/10/2016,20,27.11
Willacy,2/10/2016,21,27.13
Willacy,2/10/2016,22,26.60
Willacy,2/10/2016,23,24.93
Willacy,2/10/2016,24,22.67
Cameron,2/10/2016,1,429.67
Cameron,2/10/2016,2,423.61
Cameron,2/10/2016,3,427.14
Cameron,2/10/2016,4,438.88
Cameron,2/10/2016,5,463.55
Cameron,2/10/2016,6,518.42
Cameron,2/10/2016,7,616.89
Cameron,2/10/2016,8,637.92
Cameron,2/10/2016,9,587.13
Cameron,2/10/2016,10,546.03
Cameron,2/10/2016,11,511.04
Cameron,2/10/2016,12,488.64
Cameron,2/10/2016,13,479.48
Cameron,2/10/2016,14,478.84
Cameron,2/10/2016,15,484.39
Cameron,2/10/2016,16,489.89
Cameron,2/10/2016,17,492.79
Cameron,2/10/2016,18,486.82
Cameron,2/10/2016,19,500.21
Cameron,2/10/2016,20,520.34
Cameron,2/10/2016,21,520.75
Cameron,2/10/2016,22,510.46
Cameron,2/10/2016,23,478.53
Cameron,2/10/2016,24,435.14
Nueces,2/10/2016,1,364.09
Nueces,2/10/2016,2,358.95
Nueces,2/10/2016,3,361.94
Nueces,2/10/2016,4,371.89
Nueces,2/10/2016,5,392.79
Nueces,2/10/2016,6,439.29
Nueces,2/10/2016,7,522.72
Nueces,2/10/2016,8,540.54
Nueces,2/10/2016,9,497.51
Nueces,2/10/2016,10,462.68
Nueces,2/10/2016,11,433.03
Nueces,2/10/2016,12,414.05
Nueces,2/10/2016,13,406.29
Nueces,2/10/2016,14,405.75
Nueces,2/10/2016,15,410.45
Nueces,2/10/2016,16,415.11
Nueces,2/10/2016,17,417.56
Nueces,2/10/2016,18,412.51
Nueces,2/10/2016,19,423.85
Nueces,2/10/2016,20,440.91
Nueces,2/10/2016,21,441.26
Nueces,2/10/2016,22,432.54
Nueces,2/10/2016,23,405.49
Nueces,2/10/2016,24,368.71
Brooks,2/10/2016,1,7.35
Brooks,2/10/2016,2,7.25
Brooks,2/10/2016,3,7.31
Brooks,2/10/2016,4,7.51
Brooks,2/10/2016,5,7.93
Brooks,2/10/2016,6,8.87
Brooks,2/10/2016,7,10.56
Brooks,2/10/2016,8,10.92
Brooks,2/10/2016,9,10.05
Brooks,2/10/2016,10,9.34
Brooks,2/10/2016,11,8.75
Brooks,2/10/2016,12,8.36
Brooks,2/10/2016,13,8.21
Brooks,2/10/2016,14,8.19
Brooks,2/10/2016,15,8.29
Brooks,2/10/2016,16,8.38
Brooks,2/10/2016,17,8.43
Brooks,2/10/2016,18,8.33
Brooks,2/10/2016,19,8.56
Brooks,2/10/2016,20,8.90
Brooks,2/10/2016,21,8.91
Brooks,2/10/2016,22,8.74
Brooks,2/10/2016,23,8.19
Brooks,2/10/2016,24,7.45
McMullen,2/10/2016,1,0.82
McMullen,2/10/2016,2,0.81
McMullen,2/10/2016,3,0.82
McMullen,2/10/2016,4,0.84
McMullen,2/10/2016,5,0.89
McMullen,2/10/2016,6,0.99
McMullen,2/10/2016,7,1.18
McMullen,2/10/2016,8,1.22
McMullen,2/10/2016,9,1.12
McMullen,2/10/2016,10,1.05
McMullen,2/10/2016,11,0.98
McMullen,2/10/2016,12,0.94
McMullen,2/10/2016,13,0.92
McMullen,2/10/2016,14,0.92
McMullen,2/10/2016,15,0.93
McMullen,2/10/2016,16,0.94
McMullen,2/10/2016,17,0.94
McMullen,2/10/2016,18,0.93
McMullen,2/10/2016,19,0.96
McMullen,2/10/2016,20,1.00
McMullen,2/10/2016,21,1.00
McMullen,2/10/2016,22,0.98
McMullen,2/10/2016,23,0.92
McMullen,2/10/2016,24,0.83
Zavala,2/10/2016,1,12.54
Zavala,2/10/2016,2,12.36
Zavala,2/10/2016,3,12.46
Zavala,2/10/2016,4,12.81
Zavala,2/10/2016,5,13.53
Zavala,2/10/2016,6,15.13
Zavala,2/10/2016,7,18.00
Zavala,2/10/2016,8,18.61
Zavala,2/10/2016,9,17.13
Zavala,2/10/2016,10,15.93
Zavala,2/10/2016,11,14.91
Zavala,2/10/2016,12,14.26
Zavala,2/10/2016,13,13.99
Zavala,2/10/2016,14,13.97
Zavala,2/10/2016,15,14.13
Zavala,2/10/2016,16,14.30
Zavala,2/10/2016,17,14.38
Zavala,2/10/2016,18,14.21
Zavala,2/10/2016,19,14.60
Zavala,2/10/2016,20,15.18
Zavala,2/10/2016,21,15.20
Zavala,2/10/2016,22,14.90
Zavala,2/10/2016,23,13.96
Zavala,2/10/2016,24,12.70
San Patricio,2/10/2016,1,68.39
San Patricio,2/10/2016,2,67.43
San Patricio,2/10/2016,3,67.99
San Patricio,2/10/2016,4,69.86
San Patricio,2/10/2016,5,73.79
San Patricio,2/10/2016,6,82.52
San Patricio,2/10/2016,7,98.19
San Patricio,2/10/2016,8,101.54
San Patricio,2/10/2016,9,93.46
San Patricio,2/10/2016,10,86.91
San Patricio,2/10/2016,11,81.34
San Patricio,2/10/2016,12,77.78
San Patricio,2/10/2016,13,76.32
San Patricio,2/10/2016,14,76.22
San Patricio,2/10/2016,15,77.10
San Patricio,2/10/2016,16,77.98
San Patricio,2/10/2016,17,78.44
San Patricio,2/10/2016,18,77.49
San Patricio,2/10/2016,19,79.62
San Patricio,2/10/2016,20,82.82
San Patricio,2/10/2016,21,82.89
San Patricio,2/10/2016,22,81.25
San Patricio,2/10/2016,23,76.17
San Patricio,2/10/2016,24,69.26
Bee,2/10/2016,1,33.59
Bee,2/10/2016,2,33.11
Bee,2/10/2016,3,33.39
Bee,2/10/2016,4,34.31
Bee,2/10/2016,5,36.24
Bee,2/10/2016,6,40.53
Bee,2/10/2016,7,48.22
Bee,2/10/2016,8,49.87
Bee,2/10/2016,9,45.90
Bee,2/10/2016,10,42.68
Bee,2/10/2016,11,39.95
Bee,2/10/2016,12,38.20
Bee,2/10/2016,13,37.48
Bee,2/10/2016,14,37.43
Bee,2/10/2016,15,37.87
Bee,2/10/2016,16,38.30
Bee,2/10/2016,17,38.52
Bee,2/10/2016,18,38.06
Bee,2/10/2016,19,39.10
Bee,2/10/2016,20,40.68
Bee,2/10/2016,21,40.71
Bee,2/10/2016,22,39.90
Bee,2/10/2016,23,37.41
Bee,2/10/2016,24,34.02
Kenedy,2/10/2016,1,0.41
Kenedy,2/10/2016,2,0.40
Kenedy,2/10/2016,3,0.41
Kenedy,2/10/2016,4,0.42
Kenedy,2/10/2016,5,0.44
Kenedy,2/10/2016,6,0.49
Kenedy,2/10/2016,7,0.59
Kenedy,2/10/2016,8,0.61
Kenedy,2/10/2016,9,0.56
Kenedy,2/10/2016,10,0.52
Kenedy,2/10/2016,11,0.49
Kenedy,2/10/2016,12,0.46
Kenedy,2/10/2016,13,0.46
Kenedy,2/10/2016,14,0.46
Kenedy,2/10/2016,15,0.46
Kenedy,2/10/2016,16,0.47
Kenedy,2/10/2016,17,0.47
Kenedy,2/10/2016,18,0.46
Kenedy,2/10/2016,19,0.48
Kenedy,2/10/2016,20,0.50
Kenedy,2/10/2016,21,0.50
Kenedy,2/10/2016,22,0.49
Kenedy,2/10/2016,23,0.46
Kenedy,2/10/2016,24,0.41
Hays,2/10/2016,1,196.08
Hays,2/10/2016,2,194.24
Hays,2/10/2016,3,196.53
Hays,2/10/2016,4,202.15
Hays,2/10/2016,5,213.81
Hays,2/10/2016,6,241.19
