County,Date,Hour,Predicted
Crockett,2/18/2016,5,14.50
Crockett,2/18/2016,6,14.92
Crockett,2/18/2016,7,15.68
Crockett,2/18/2016,8,16.01
Crockett,2/18/2016,9,15.90
Crockett,2/18/2016,10,15.91
Crockett,2/18/2016,11,16.02
Crockett,2/18/2016,12,16.06
Crockett,2/18/2016,13,16.16
Crockett,2/18/2016,14,16.36
Crockett,2/18/2016,15,16.56
Crockett,2/18/2016,16,16.72
Crockett,2/18/2016,17,16.75
Crockett,2/18/2016,18,16.53
Crockett,2/18/2016,19,16.51
Crockett,2/18/2016,20,16.83
Crockett,2/18/2016,21,16.64
Crockett,2/18/2016,22,16.30
Crockett,2/18/2016,23,15.81
Crockett,2/18/2016,24,15.28
Culberson,2/18/2016,1,8.64
Culberson,2/18/2016,2,8.60
Culberson,2/18/2016,3,8.57
Culberson,2/18/2016,4,8.57
Culberson,2/18/2016,5,8.62
Culberson,2/18/2016,6,8.87
Culberson,2/18/2016,7,9.32
Culberson,2/18/2016,8,9.52
Culberson,2/18/2016,9,9.45
Culberson,2/18/2016,10,9.46
Culberson,2/18/2016,11,9.52
Culberson,2/18/2016,12,9.54
Culberson,2/18/2016,13,9.60
Culberson,2/18/2016,14,9.73
Culberson,2/18/2016,15,9.84
Culberson,2/18/2016,16,9.94
Culberson,2/18/2016,17,9.95
Culberson,2/18/2016,18,9.83
Culberson,2/18/2016,19,9.81
Culberson,2/18/2016,20,10.01
Culberson,2/18/2016,21,9.89
Culberson,2/18/2016,22,9.69
Culberson,2/18/2016,23,9.40
Culberson,2/18/2016,24,9.08
Terrell,2/18/2016,1,3.53
Terrell,2/18/2016,2,3.52
Terrell,2/18/2016,3,3.51
Terrell,2/18/2016,4,3.51
Terrell,2/18/2016,5,3.53
Terrell,2/18/2016,6,3.63
Terrell,2/18/2016,7,3.81
Terrell,2/18/2016,8,3.89
Terrell,2/18/2016,9,3.87
Terrell,2/18/2016,10,3.87
Terrell,2/18/2016,11,3.90
Terrell,2/18/2016,12,3.90
Terrell,2/18/2016,13,3.93
Terrell,2/18/2016,14,3.98
Terrell,2/18/2016,15,4.03
Terrell,2/18/2016,16,4.07
Terrell,2/18/2016,17,4.07
Terrell,2/18/2016,18,4.02
Terrell,2/18/2016,19,4.01
Terrell,2/18/2016,20,4.09
Terrell,2/18/2016,21,4.05
Terrell,2/18/2016,22,3.96
Terrell,2/18/2016,23,3.84
Terrell,2/18/2016,24,3.71
Dawson,2/18/2016,1,50.98
Dawson,2/18/2016,2,50.77
Dawson,2/18/2016,3,50.58
Dawson,2/18/2016,4,50.56
Dawson,2/18/2016,5,50.88
Dawson,2/18/2016,6,52.35
Dawson,2/18/2016,7,55.00
Dawson,2/18/2016,8,56.18
Dawson,2/18/2016,9,55.76
Dawson,2/18/2016,10,55.81
Dawson,2/18/2016,11,56.19
Dawson,2/18/2016,12,56.33
Dawson,2/18/2016,13,56.68
Dawson,2/18/2016,14,57.40
Dawson,2/18/2016,15,58.08
Dawson,2/18/2016,16,58.65
Dawson,2/18/2016,17,58.74
Dawson,2/18/2016,18,57.98
Dawson,2/18/2016,19,57.90
Dawson,2/18/2016,20,59.05
Dawson,2/18/2016,21,58.39
Dawson,2/18/2016,22,57.19
Dawson,2/18/2016,23,55.44
Dawson,2/18/2016,24,53.59
Presidio,2/18/2016,1,26.60
Presidio,2/18/2016,2,26.49
Presidio,2/18/2016,3,26.39
Presidio,2/18/2016,4,26.38
Presidio,2/18/2016,5,26.54
Presidio,2/18/2016,6,27.31
Presidio,2/18/2016,7,28.69
Presidio,2/18/2016,8,29.31
Presidio,2/18/2016,9,29.09
Presidio,2/18/2016,10,29.11
Presidio,2/18/2016,11,29.31
Presidio,2/18/2016,12,29.38
Presidio,2/18/2016,13,29.57
Presidio,2/18/2016,14,29.95
Presidio,2/18/2016,15,30.30
Presidio,2/18/2016,16,30.60
Presidio,2/18/2016,17,30.65
Presidio,2/18/2016,18,30.25
Presidio,2/18/2016,19,30.21
Presidio,2/18/2016,20,30.80
Presidio,2/18/2016,21,30.46
Presidio,2/18/2016,22,29.83
Presidio,2/18/2016,23,28.92
Presidio,2/18/2016,24,27.96
Hudspeth,2/18/2016,1,12.24
Hudspeth,2/18/2016,2,12.19
Hudspeth,2/18/2016,3,12.15
Hudspeth,2/18/2016,4,12.14
Hudspeth,2/18/2016,5,12.22
Hudspeth,2/18/2016,6,12.57
Hudspeth,2/18/2016,7,13.21
Hudspeth,2/18/2016,8,13.49
Hudspeth,2/18/2016,9,13.39
Hudspeth,2/18/2016,10,13.40
Hudspeth,2/18/2016,11,13.49
Hudspeth,2/18/2016,12,13.53
Hudspeth,2/18/2016,13,13.61
Hudspeth,2/18/2016,14,13.78
Hudspeth,2/18/2016,15,13.95
Hudspeth,2/18/2016,16,14.08
Hudspeth,2/18/2016,17,14.11
Hudspeth,2/18/2016,18,13.92
Hudspeth,2/18/2016,19,13.90
Hudspeth,2/18/2016,20,14.18
Hudspeth,2/18/2016,21,14.02
Hudspeth,2/18/2016,22,13.73
Hudspeth,2/18/2016,23,13.31
Hudspeth,2/18/2016,24,12.87
Glasscock,2/18/2016,1,4.92
Glasscock,2/18/2016,2,4.90
Glasscock,2/18/2016,3,4.88
Glasscock,2/18/2016,4,4.88
Glasscock,2/18/2016,5,4.91
Glasscock,2/18/2016,6,5.05
Glasscock,2/18/2016,7,5.31
Glasscock,2/18/2016,8,5.42
Glasscock,2/18/2016,9,5.38
Glasscock,2/18/2016,10,5.39
Glasscock,2/18/2016,11,5.42
Glasscock,2/18/2016,12,5.44
Glasscock,2/18/2016,13,5.47
Glasscock,2/18/2016,14,5.54
Glasscock,2/18/2016,15,5.61
Glasscock,2/18/2016,16,5.66
Glasscock,2/18/2016,17,5.67
Glasscock,2/18/2016,18,5.60
Glasscock,2/18/2016,19,5.59
Glasscock,2/18/2016,20,5.70
Glasscock,2/18/2016,21,5.64
Glasscock,2/18/2016,22,5.52
Glasscock,2/18/2016,23,5.35
Glasscock,2/18/2016,24,5.17
Winkler,2/18/2016,1,29.82
Winkler,2/18/2016,2,29.70
Winkler,2/18/2016,3,29.58
Winkler,2/18/2016,4,29.57
Winkler,2/18/2016,5,29.76
Winkler,2/18/2016,6,30.62
Winkler,2/18/2016,7,32.17
Winkler,2/18/2016,8,32.86
Winkler,2/18/2016,9,32.61
Winkler,2/18/2016,10,32.64
Winkler,2/18/2016,11,32.86
Winkler,2/18/2016,12,32.94
Winkler,2/18/2016,13,33.15
Winkler,2/18/2016,14,33.57
Winkler,2/18/2016,15,33.97
Winkler,2/18/2016,16,34.30
Winkler,2/18/2016,17,34.36
Winkler,2/18/2016,18,33.91
Winkler,2/18/2016,19,33.87
Winkler,2/18/2016,20,34.54
Winkler,2/18/2016,21,34.15
Winkler,2/18/2016,22,33.45
Winkler,2/18/2016,23,32.43
Winkler,2/18/2016,24,31.34
Upton,2/18/2016,1,13.17
Upton,2/18/2016,2,13.12
Upton,2/18/2016,3,13.07
Upton,2/18/2016,4,13.06
Upton,2/18/2016,5,13.14
Upton,2/18/2016,6,13.52
Upton,2/18/2016,7,14.21
Upton,2/18/2016,8,14.51
Upton,2/18/2016,9,14.40
Upton,2/18/2016,10,14.41
Upton,2/18/2016,11,14.51
Upton,2/18/2016,12,14.55
Upton,2/18/2016,13,14.64
Upton,2/18/2016,14,14.83
Upton,2/18/2016,15,15.00
Upton,2/18/2016,16,15.15
Upton,2/18/2016,17,15.17
Upton,2/18/2016,18,14.98
Upton,2/18/2016,19,14.96
Upton,2/18/2016,20,15.25
Upton,2/18/2016,21,15.08
Upton,2/18/2016,22,14.77
Upton,2/18/2016,23,14.32
Upton,2/18/2016,24,13.84
Crane,2/18/2016,1,18.87
Crane,2/18/2016,2,18.80
Crane,2/18/2016,3,18.72
Crane,2/18/2016,4,18.72
Crane,2/18/2016,5,18.83
Crane,2/18/2016,6,19.38
Crane,2/18/2016,7,20.36
Crane,2/18/2016,8,20.80
Crane,2/18/2016,9,20.64
Crane,2/18/2016,10,20.66
Crane,2/18/2016,11,20.80
Crane,2/18/2016,12,20.85
Crane,2/18/2016,13,20.98
Crane,2/18/2016,14,21.25
Crane,2/18/2016,15,21.50
Crane,2/18/2016,16,21.71
Crane,2/18/2016,17,21.75
Crane,2/18/2016,18,21.46
Crane,2/18/2016,19,21.43
Crane,2/18/2016,20,21.86
Crane,2/18/2016,21,21.61
Crane,2/18/2016,22,21.17
Crane,2/18/2016,23,20.52
Crane,2/18/2016,24,19.84
Brewster,2/18/2016,1,34.97
Brewster,2/18/2016,2,34.83
Brewster,2/18/2016,3,34.70
Brewster,2/18/2016,4,34.68
Brewster,2/18/2016,5,34.90
Brewster,2/18/2016,6,35.91
Brewster,2/18/2016,7,37.73
Brewster,2/18/2016,8,38.54
Brewster,2/18/2016,9,38.25
Brewster,2/18/2016,10,38.28
Brewster,2/18/2016,11,38.54
Brewster,2/18/2016,12,38.64
Brewster,2/18/2016,13,38.88
Brewster,2/18/2016,14,39.38
Brewster,2/18/2016,15,39.84
Brewster,2/18/2016,16,40.23
Brewster,2/18/2016,17,40.30
Brewster,2/18/2016,18,39.78
Brewster,2/18/2016,19,39.72
Brewster,2/18/2016,20,40.51
Brewster,2/18/2016,21,40.05
Brewster,2/18/2016,22,39.23
Brewster,2/18/2016,23,38.03
Brewster,2/18/2016,24,36.76
Martin,2/18/2016,1,20.82
Martin,2/18/2016,2,20.73
Martin,2/18/2016,3,20.65
Martin,2/18/2016,4,20.64
Martin,2/18/2016,5,20.77
Martin,2/18/2016,6,21.38
Martin,2/18/2016,7,22.46
Martin,2/18/2016,8,22.94
Martin,2/18/2016,9,22.77
Martin,2/18/2016,10,22.79
Martin,2/18/2016,11,22.94
Martin,2/18/2016,12,23.00
Martin,2/18/2016,13,23.14
Martin,2/18/2016,14,23.44
Martin,2/18/2016,15,23.71
Martin,2/18/2016,16,23.95
Martin,2/18/2016,17,23.99
Martin,2/18/2016,18,23.68
Martin,2/18/2016,19,23.64
Martin,2/18/2016,20,24.11
Martin,2/18/2016,21,23.84
Martin,2/18/2016,22,23.35
Martin,2/18/2016,23,22.64
Martin,2/18/2016,24,21.88
Andrews,2/18/2016,1,66.63
Andrews,2/18/2016,2,66.36
Andrews,2/18/2016,3,66.11
Andrews,2/18/2016,4,66.08
Andrews,2/18/2016,5,66.50
Andrews,2/18/2016,6,68.42
Andrews,2/18/2016,7,71.88
Andrews,2/18/2016,8,73.42
Andrews,2/18/2016,9,72.88
Andrews,2/18/2016,10,72.94
Andrews,2/18/2016,11,73.44
Andrews,2/18/2016,12,73.62
Andrews,2/18/2016,13,74.08
Andrews,2/18/2016,14,75.02
Andrews,2/18/2016,15,75.91
Andrews,2/18/2016,16,76.66
Andrews,2/18/2016,17,76.78
Andrews,2/18/2016,18,75.78
Andrews,2/18/2016,19,75.68
Andrews,2/18/2016,20,77.17
Andrews,2/18/2016,21,76.31
Andrews,2/18/2016,22,74.74
Andrews,2/18/2016,23,72.46
Andrews,2/18/2016,24,70.04
Reeves,2/18/2016,1,54.71
Reeves,2/18/2016,2,54.48
Reeves,2/18/2016,3,54.28
Reeves,2/18/2016,4,54.26
Reeves,2/18/2016,5,54.60
Reeves,2/18/2016,6,56.17
Reeves,2/18/2016,7,59.01
Reeves,2/18/2016,8,60.28
Reeves,2/18/2016,9,59.83
Reeves,2/18/2016,10,59.88
Reeves,2/18/2016,11,60.29
Reeves,2/18/2016,12,60.44
Reeves,2/18/2016,13,60.82
Reeves,2/18/2016,14,61.60
Reeves,2/18/2016,15,62.32
Reeves,2/18/2016,16,62.94
Reeves,2/18/2016,17,63.04
Reeves,2/18/2016,18,62.22
Reeves,2/18/2016,19,62.13
Reeves,2/18/2016,20,63.36
Reeves,2/18/2016,21,62.65
Reeves,2/18/2016,22,61.37
Reeves,2/18/2016,23,59.49
Reeves,2/18/2016,24,57.50
Midland,2/18/2016,1,594.13
Midland,2/18/2016,2,591.70
Midland,2/18/2016,3,589.47
Midland,2/18/2016,4,589.21
Midland,2/18/2016,5,592.91
Midland,2/18/2016,6,610.06
Midland,2/18/2016,7,640.90
Midland,2/18/2016,8,654.65
Midland,2/18/2016,9,649.80
Midland,2/18/2016,10,650.32
Midland,2/18/2016,11,654.79
Midland,2/18/2016,12,656.38
Midland,2/18/2016,13,660.51
Midland,2/18/2016,14,668.94
Midland,2/18/2016,15,676.82
Midland,2/18/2016,16,683.49
Midland,2/18/2016,17,684.58
Midland,2/18/2016,18,675.71
Midland,2/18/2016,19,674.78
Midland,2/18/2016,20,688.10
Midland,2/18/2016,21,680.41
Midland,2/18/2016,22,666.43
Midland,2/18/2016,23,646.09
Midland,2/18/2016,24,624.49
Howard,2/18/2016,1,139.74
Howard,2/18/2016,2,139.17
Howard,2/18/2016,3,138.64
Howard,2/18/2016,4,138.58
Howard,2/18/2016,5,139.45
Howard,2/18/2016,6,143.48
Howard,2/18/2016,7,150.74
Howard,2/18/2016,8,153.97
Howard,2/18/2016,9,152.83
Howard,2/18/2016,10,152.95
Howard,2/18/2016,11,154.01
Howard,2/18/2016,12,154.38
Howard,2/18/2016,13,155.35
Howard,2/18/2016,14,157.33
Howard,2/18/2016,15,159.19
Howard,2/18/2016,16,160.76
Howard,2/18/2016,17,161.01
Howard,2/18/2016,18,158.93
Howard,2/18/2016,19,158.71
Howard,2/18/2016,20,161.84
Howard,2/18/2016,21,160.03
Howard,2/18/2016,22,156.74
Howard,2/18/2016,23,151.96
Howard,2/18/2016,24,146.88
Castro,2/18/2016,1,4.39
Castro,2/18/2016,2,4.34
Castro,2/18/2016,3,4.35
Castro,2/18/2016,4,4.40
Castro,2/18/2016,5,4.50
Castro,2/18/2016,6,4.83
Castro,2/18/2016,7,5.37
Castro,2/18/2016,8,5.51
Castro,2/18/2016,9,5.40
Castro,2/18/2016,10,5.28
Castro,2/18/2016,11,5.19
Castro,2/18/2016,12,5.11
Castro,2/18/2016,13,5.05
Castro,2/18/2016,14,5.07
Castro,2/18/2016,15,5.08
Castro,2/18/2016,16,5.08
Castro,2/18/2016,17,5.08
Castro,2/18/2016,18,5.09
Castro,2/18/2016,19,5.25
Castro,2/18/2016,20,5.29
Castro,2/18/2016,21,5.19
Castro,2/18/2016,22,5.00
Castro,2/18/2016,23,4.70
Castro,2/18/2016,24,4.42
Briscoe,2/18/2016,1,0.87
Briscoe,2/18/2016,2,0.86
Briscoe,2/18/2016,3,0.86
Briscoe,2/18/2016,4,0.87
Briscoe,2/18/2016,5,0.89
Briscoe,2/18/2016,6,0.95
Briscoe,2/18/2016,7,1.06
Briscoe,2/18/2016,8,1.09
Briscoe,2/18/2016,9,1.07
Briscoe,2/18/2016,10,1.04
Briscoe,2/18/2016,11,1.02
Briscoe,2/18/2016,12,1.01
Briscoe,2/18/2016,13,1.00
Briscoe,2/18/2016,14,1.00
Briscoe,2/18/2016,15,1.00
Briscoe,2/18/2016,16,1.00
Briscoe,2/18/2016,17,1.00
Briscoe,2/18/2016,18,1.00
Briscoe,2/18/2016,19,1.04
Briscoe,2/18/2016,20,1.04
Briscoe,2/18/2016,21,1.02
Briscoe,2/18/2016,22,0.99
Briscoe,2/18/2016,23,0.93
Briscoe,2/18/2016,24,0.87
Crosby,2/18/2016,1,3.33
Crosby,2/18/2016,2,3.29
Crosby,2/18/2016,3,3.30
Crosby,2/18/2016,4,3.34
Crosby,2/18/2016,5,3.41
Crosby,2/18/2016,6,3.66
Crosby,2/18/2016,7,4.07
Crosby,2/18/2016,8,4.18
Crosby,2/18/2016,9,4.09
Crosby,2/18/2016,10,4.00
Crosby,2/18/2016,11,3.93
Crosby,2/18/2016,12,3.88
Crosby,2/18/2016,13,3.83
Crosby,2/18/2016,14,3.84
Crosby,2/18/2016,15,3.85
Crosby,2/18/2016,16,3.85
Crosby,2/18/2016,17,3.85
Crosby,2/18/2016,18,3.86
Crosby,2/18/2016,19,3.98
Crosby,2/18/2016,20,4.01
Crosby,2/18/2016,21,3.94
Crosby,2/18/2016,22,3.79
Crosby,2/18/2016,23,3.56
Crosby,2/18/2016,24,3.35
Montague,2/18/2016,1,10.97
Montague,2/18/2016,2,10.84
Montague,2/18/2016,3,10.86
Montague,2/18/2016,4,10.98
Montague,2/18/2016,5,11.22
Montague,2/18/2016,6,12.04
Montague,2/18/2016,7,13.39
Montague,2/18/2016,8,13.75
Montague,2/18/2016,9,13.47
Montague,2/18/2016,10,13.16
Montague,2/18/2016,11,12.95
Montague,2/18/2016,12,12.76
Montague,2/18/2016,13,12.60
Montague,2/18/2016,14,12.64
Montague,2/18/2016,15,12.68
Montague,2/18/2016,16,12.67
Montague,2/18/2016,17,12.67
Montague,2/18/2016,18,12.69
Montague,2/18/2016,19,13.09
Montague,2/18/2016,20,13.21
Montague,2/18/2016,21,12.95
Montague,2/18/2016,22,12.47
Montague,2/18/2016,23,11.72
Montague,2/18/2016,24,11.02
Baylor,2/18/2016,1,2.03
Baylor,2/18/2016,2,2.01
Baylor,2/18/2016,3,2.01
Baylor,2/18/2016,4,2.03
Baylor,2/18/2016,5,2.08
Baylor,2/18/2016,6,2.23
Baylor,2/18/2016,7,2.48
Baylor,2/18/2016,8,2.54
Baylor,2/18/2016,9,2.49
Baylor,2/18/2016,10,2.44
Baylor,2/18/2016,11,2.40
Baylor,2/18/2016,12,2.36
Baylor,2/18/2016,13,2.33
Baylor,2/18/2016,14,2.34
Baylor,2/18/2016,15,2.35
Baylor,2/18/2016,16,2.34
Baylor,2/18/2016,17,2.34
Baylor,2/18/2016,18,2.35
Baylor,2/18/2016,19,2.42
Baylor,2/18/2016,20,2.44
Baylor,2/18/2016,21,2.40
Baylor,2/18/2016,22,2.31
Baylor,2/18/2016,23,2.17
Baylor,2/18/2016,24,2.04
Dickens,2/18/2016,1,1.25
Dickens,2/18/2016,2,1.24
Dickens,2/18/2016,3,1.24
Dickens,2/18/2016,4,1.25
Dickens,2/18/2016,5,1.28
Dickens,2/18/2016,6,1.38
Dickens,2/18/2016,7,1.53
Dickens,2/18/2016,8,1.57
Dickens,2/18/2016,9,1.54
Dickens,2/18/2016,10,1.50
Dickens,2/18/2016,11,1.48
Dickens,2/18/2016,12,1.46
Dickens,2/18/2016,13,1.44
Dickens,2/18/2016,14,1.44
Dickens,2/18/2016,15,1.45
Dickens,2/18/2016,16,1.45
Dickens,2/18/2016,17,1.45
Dickens,2/18/2016,18,1.45
Dickens,2/18/2016,19,1.50
Dickens,2/18/2016,20,1.51
Dickens,2/18/2016,21,1.48
Dickens,2/18/2016,22,1.42
Dickens,2/18/2016,23,1.34
Dickens,2/18/2016,24,1.26
Wichita,2/18/2016,1,74.75
Wichita,2/18/2016,2,73.88
Wichita,2/18/2016,3,74.01
Wichita,2/18/2016,4,74.87
Wichita,2/18/2016,5,76.48
Wichita,2/18/2016,6,82.07
Wichita,2/18/2016,7,91.31
Wichita,2/18/2016,8,93.76
Wichita,2/18/2016,9,91.80
Wichita,2/18/2016,10,89.73
Wichita,2/18/2016,11,88.28
Wichita,2/18/2016,12,86.97
Wichita,2/18/2016,13,85.92
Wichita,2/18/2016,14,86.20
Wichita,2/18/2016,15,86.41
Wichita,2/18/2016,16,86.34
Wichita,2/18/2016,17,86.40
Wichita,2/18/2016,18,86.50
Wichita,2/18/2016,19,89.26
Wichita,2/18/2016,20,90.04
Wichita,2/18/2016,21,88.30
Wichita,2/18/2016,22,85.01
Wichita,2/18/2016,23,79.92
Wichita,2/18/2016,24,75.11
Lynn,2/18/2016,1,3.26
Lynn,2/18/2016,2,3.22
Lynn,2/18/2016,3,3.23
Lynn,2/18/2016,4,3.26
Lynn,2/18/2016,5,3.33
Lynn,2/18/2016,6,3.58
Lynn,2/18/2016,7,3.98
Lynn,2/18/2016,8,4.09
Lynn,2/18/2016,9,4.00
Lynn,2/18/2016,10,3.91
Lynn,2/18/2016,11,3.85
Lynn,2/18/2016,12,3.79
Lynn,2/18/2016,13,3.75
Lynn,2/18/2016,14,3.76
Lynn,2/18/2016,15,3.77
Lynn,2/18/2016,16,3.76
Lynn,2/18/2016,17,3.77
Lynn,2/18/2016,18,3.77
Lynn,2/18/2016,19,3.89
Lynn,2/18/2016,20,3.93
Lynn,2/18/2016,21,3.85
Lynn,2/18/2016,22,3.71
Lynn,2/18/2016,23,3.48
Lynn,2/18/2016,24,3.28
King,2/18/2016,1,0.15
King,2/18/2016,2,0.15
King,2/18/2016,3,0.15
King,2/18/2016,4,0.15
King,2/18/2016,5,0.15
King,2/18/2016,6,0.16
King,2/18/2016,7,0.18
King,2/18/2016,8,0.19
King,2/18/2016,9,0.18
King,2/18/2016,10,0.18
King,2/18/2016,11,0.17
King,2/18/2016,12,0.17
King,2/18/2016,13,0.17
King,2/18/2016,14,0.17
King,2/18/2016,15,0.17
King,2/18/2016,16,0.17
King,2/18/2016,17,0.17
King,2/18/2016,18,0.17
King,2/18/2016,19,0.18
King,2/18/2016,20,0.18
King,2/18/2016,21,0.17
King,2/18/2016,22,0.17
King,2/18/2016,23,0.16
King,2/18/2016,24,0.15
Collingsworth,2/18/2016,1,1.70
Collingsworth,2/18/2016,2,1.68
Collingsworth,2/18/2016,3,1.69
Collingsworth,2/18/2016,4,1.71
Collingsworth,2/18/2016,5,1.74
Collingsworth,2/18/2016,6,1.87
Collingsworth,2/18/2016,7,2.08
Collingsworth,2/18/2016,8,2.14
Collingsworth,2/18/2016,9,2.09
Collingsworth,2/18/2016,10,2.05
Collingsworth,2/18/2016,11,2.01
Collingsworth,2/18/2016,12,1.98
Collingsworth,2/18/2016,13,1.96
Collingsworth,2/18/2016,14,1.96
Collingsworth,2/18/2016,15,1.97
Collingsworth,2/18/2016,16,1.97
Collingsworth,2/18/2016,17,1.97
Collingsworth,2/18/2016,18,1.97
Collingsworth,2/18/2016,19,2.03
Collingsworth,2/18/2016,20,2.05
Collingsworth,2/18/2016,21,2.01
Collingsworth,2/18/2016,22,1.94
Collingsworth,2/18/2016,23,1.82
Collingsworth,2/18/2016,24,1.71
Cooke,2/18/2016,1,21.89
Cooke,2/18/2016,2,21.64
Cooke,2/18/2016,3,21.67
Cooke,2/18/2016,4,21.93
Cooke,2/18/2016,5,22.40
Cooke,2/18/2016,6,24.04
Cooke,2/18/2016,7,26.74
Cooke,2/18/2016,8,27.46
Cooke,2/18/2016,9,26.88
Cooke,2/18/2016,10,26.28
Cooke,2/18/2016,11,25.85
Cooke,2/18/2016,12,25.47
Cooke,2/18/2016,13,25.16
Cooke,2/18/2016,14,25.24
Cooke,2/18/2016,15,25.31
Cooke,2/18/2016,16,25.28
Cooke,2/18/2016,17,25.30
Cooke,2/18/2016,18,25.33
Cooke,2/18/2016,19,26.14
Cooke,2/18/2016,20,26.37
Cooke,2/18/2016,21,25.86
Cooke,2/18/2016,22,24.90
Cooke,2/18/2016,23,23.40
Cooke,2/18/2016,24,22.00
Carson,2/18/2016,1,3.40
Carson,2/18/2016,2,3.36
Carson,2/18/2016,3,3.36
Carson,2/18/2016,4,3.40
Carson,2/18/2016,5,3.47
Carson,2/18/2016,6,3.73
Carson,2/18/2016,7,4.15
Carson,2/18/2016,8,4.26
Carson,2/18/2016,9,4.17
Carson,2/18/2016,10,4.08
Carson,2/18/2016,11,4.01
Carson,2/18/2016,12,3.95
Carson,2/18/2016,13,3.90
Carson,2/18/2016,14,3.92
Carson,2/18/2016,15,3.93
Carson,2/18/2016,16,3.92
Carson,2/18/2016,17,3.93
Carson,2/18/2016,18,3.93
Carson,2/18/2016,19,4.06
Carson,2/18/2016,20,4.09
Carson,2/18/2016,21,4.01
Carson,2/18/2016,22,3.86
Carson,2/18/2016,23,3.63
Carson,2/18/2016,24,3.41
Armstrong,2/18/2016,1,1.10
Armstrong,2/18/2016,2,1.09
Armstrong,2/18/2016,3,1.09
Armstrong,2/18/2016,4,1.11
Armstrong,2/18/2016,5,1.13
Armstrong,2/18/2016,6,1.21
Armstrong,2/18/2016,7,1.35
Armstrong,2/18/2016,8,1.38
Armstrong,2/18/2016,9,1.36
Armstrong,2/18/2016,10,1.33
Armstrong,2/18/2016,11,1.30
Armstrong,2/18/2016,12,1.28
Armstrong,2/18/2016,13,1.27
Armstrong,2/18/2016,14,1.27
Armstrong,2/18/2016,15,1.28
Armstrong,2/18/2016,16,1.28
Armstrong,2/18/2016,17,1.28
Armstrong,2/18/2016,18,1.28
Armstrong,2/18/2016,19,1.32
Armstrong,2/18/2016,20,1.33
Armstrong,2/18/2016,21,1.30
Armstrong,2/18/2016,22,1.26
Armstrong,2/18/2016,23,1.18
Armstrong,2/18/2016,24,1.11
Foard,2/18/2016,1,0.72
Foard,2/18/2016,2,0.71
Foard,2/18/2016,3,0.71
Foard,2/18/2016,4,0.72
Foard,2/18/2016,5,0.74
Foard,2/18/2016,6,0.79
Foard,2/18/2016,7,0.88
Foard,2/18/2016,8,0.90
Foard,2/18/2016,9,0.88
Foard,2/18/2016,10,0.86
Foard,2/18/2016,11,0.85
Foard,2/18/2016,12,0.84
Foard,2/18/2016,13,0.83
Foard,2/18/2016,14,0.83
Foard,2/18/2016,15,0.83
Foard,2/18/2016,16,0.83
Foard,2/18/2016,17,0.83
Foard,2/18/2016,18,0.83
Foard,2/18/2016,19,0.86
Foard,2/18/2016,20,0.87
Foard,2/18/2016,21,0.85
Foard,2/18/2016,22,0.82
Foard,2/18/2016,23,0.77
Foard,2/18/2016,24,0.72
Kent,2/18/2016,1,0.44
Kent,2/18/2016,2,0.44
Kent,2/18/2016,3,0.44
Kent,2/18/2016,4,0.44
Kent,2/18/2016,5,0.45
Kent,2/18/2016,6,0.49
Kent,2/18/2016,7,0.54
Kent,2/18/2016,8,0.56
Kent,2/18/2016,9,0.54
Kent,2/18/2016,10,0.53
Kent,2/18/2016,11,0.52
Kent,2/18/2016,12,0.52
Kent,2/18/2016,13,0.51
Kent,2/18/2016,14,0.51
Kent,2/18/2016,15,0.51
Kent,2/18/2016,16,0.51
Kent,2/18/2016,17,0.51
Kent,2/18/2016,18,0.51
Kent,2/18/2016,19,0.53
Kent,2/18/2016,20,0.53
Kent,2/18/2016,21,0.52
Kent,2/18/2016,22,0.50
Kent,2/18/2016,23,0.47
Kent,2/18/2016,24,0.45
Grayson,2/18/2016,1,69.77
Grayson,2/18/2016,2,68.96
Grayson,2/18/2016,3,69.08
Grayson,2/18/2016,4,69.88
Grayson,2/18/2016,5,71.39
Grayson,2/18/2016,6,76.60
Grayson,2/18/2016,7,85.22
Grayson,2/18/2016,8,87.51
Grayson,2/18/2016,9,85.68
Grayson,2/18/2016,10,83.75
Grayson,2/18/2016,11,82.40
Grayson,2/18/2016,12,81.18
Grayson,2/18/2016,13,80.20
Grayson,2/18/2016,14,80.45
Grayson,2/18/2016,15,80.65
Grayson,2/18/2016,16,80.58
Grayson,2/18/2016,17,80.64
Grayson,2/18/2016,18,80.73
Grayson,2/18/2016,19,83.31
Grayson,2/18/2016,20,84.04
Grayson,2/18/2016,21,82.42
Grayson,2/18/2016,22,79.35
Grayson,2/18/2016,23,74.59
Grayson,2/18/2016,24,70.11
Oldham,2/18/2016,1,1.17
Oldham,2/18/2016,2,1.16
Oldham,2/18/2016,3,1.16
Oldham,2/18/2016,4,1.17
Oldham,2/18/2016,5,1.20
Oldham,2/18/2016,6,1.28
Oldham,2/18/2016,7,1.43
Oldham,2/18/2016,8,1.47
Oldham,2/18/2016,9,1.44
Oldham,2/18/2016,10,1.40
Oldham,2/18/2016,11,1.38
Oldham,2/18/2016,12,1.36
Oldham,2/18/2016,13,1.34
Oldham,2/18/2016,14,1.35
Oldham,2/18/2016,15,1.35
Oldham,2/18/2016,16,1.35
Oldham,2/18/2016,17,1.35
Oldham,2/18/2016,18,1.35
Oldham,2/18/2016,19,1.40
Oldham,2/18/2016,20,1.41
Oldham,2/18/2016,21,1.38
