County,Date,Predicted
Smith,1/2/2016,4325.69
Somervell,1/2/2016,296.51
Starr,1/2/2016,2410.84
Stephens,1/2/2016,320.76
Sterling,1/2/2016,66.55
Stonewall,1/2/2016,24.58
Sutton,1/2/2016,197.46
Swisher,1/2/2016,132.86
Tarrant,1/2/2016,66347.28
Taylor,1/2/2016,6718.69
Terrell,1/2/2016,100.26
Throckmorton,1/2/2016,54.82
Titus,1/2/2016,642.57
Tom Green,1/2/2016,5797.20
Travis,1/2/2016,39973.41
Trinity,1/2/2016,281.16
Tyler,1/2/2016,423.35
Upton,1/2/2016,373.54
Uvalde,1/2/2016,1348.14
Val Verde,1/2/2016,2434.73
Van Zandt,1/2/2016,1045.83
Victoria,1/2/2016,3307.31
Walker,1/2/2016,1379.47
Waller,1/2/2016,1700.12
Ward,1/2/2016,1257.28
Washington,1/2/2016,1195.86
Webb,1/2/2016,10212.22
Wharton,1/2/2016,1494.88
Wheeler,1/2/2016,100.10
Wichita,1/2/2016,2318.86
Wilbarger,1/2/2016,227.26
Willacy,1/2/2016,838.79
Williamson,1/2/2016,16989.16
Wilson,1/2/2016,1611.27
Winkler,1/2/2016,845.88
Wise,1/2/2016,2102.19
Wood,1/2/2016,847.03
Young,1/2/2016,625.85
Zapata,1/2/2016,548.35
Zavala,1/2/2016,469.78
Anderson,1/3/2016,1030.70
Andrews,1/3/2016,1791.70
Angelina,1/3/2016,1569.45
Aransas,1/3/2016,894.25
Archer,1/3/2016,151.31
Armstrong,1/3/2016,33.56
Atascosa,1/3/2016,1710.81
Austin,1/3/2016,900.12
Bandera,1/3/2016,645.93
Bastrop,1/3/2016,2413.68
Baylor,1/3/2016,61.66
Bee,1/3/2016,1176.85
Bell,1/3/2016,10588.47
Bexar,1/3/2016,57378.01
Blanco,1/3/2016,334.27
Borden,1/3/2016,66.83
Bosque,1/3/2016,571.99
Bowie,1/3/2016,1601.71
Brazoria,1/3/2016,11590.32
Brazos,1/3/2016,3740.81
Brewster,1/3/2016,940.38
Briscoe,1/3/2016,26.40
Brooks,1/3/2016,257.61
Brown,1/3/2016,1211.29
Burleson,1/3/2016,533.41
Burnet,1/3/2016,1389.48
Caldwell,1/3/2016,1230.85
Calhoun,1/3/2016,747.17
Callahan,1/3/2016,606.45
Cameron,1/3/2016,15054.55
Carson,1/3/2016,103.24
Castro,1/3/2016,133.59
Chambers,1/3/2016,1307.53
Cherokee,1/3/2016,910.42
Childress,1/3/2016,121.73
Clay,1/3/2016,178.08
Coke,1/3/2016,146.03
Coleman,1/3/2016,378.32
Collin,1/3/2016,28478.39
Collingsworth,1/3/2016,51.80
Colorado,1/3/2016,640.58
Comal,1/3/2016,3824.26
Comanche,1/3/2016,435.91
Concho,1/3/2016,181.77
Cooke,1/3/2016,665.61
Coryell,1/3/2016,2430.83
Cottle,1/3/2016,24.28
Crane,1/3/2016,507.46
Crockett,1/3/2016,390.77
Crosby,1/3/2016,101.29
Culberson,1/3/2016,232.32
Dallas,1/3/2016,81025.03
Dawson,1/3/2016,1370.87
DeWitt,1/3/2016,639.47
Deaf Smith,1/3/2016,329.62
Delta,1/3/2016,93.68
Denton,1/3/2016,24235.85
Dickens,1/3/2016,38.13
Dimmit,1/3/2016,397.11
Duval,1/3/2016,413.01
Eastland,1/3/2016,584.72
Ector,1/3/2016,15777.86
Edwards,1/3/2016,84.31
Ellis,1/3/2016,26813.40
Erath,1/3/2016,1291.56
Falls,1/3/2016,546.54
Fannin,1/3/2016,579.56
Fayette,1/3/2016,767.77
Fisher,1/3/2016,171.92
Floyd,1/3/2016,102.15
Foard,1/3/2016,21.89
Fort Bend,1/3/2016,23492.52
Franklin,1/3/2016,189.61
Freestone,1/3/2016,353.49
Frio,1/3/2016,663.62
Galveston,1/3/2016,10770.22
Garza,1/3/2016,110.52
Gillespie,1/3/2016,1145.26
Glasscock,1/3/2016,132.35
Goliad,1/3/2016,270.34
Gonzales,1/3/2016,632.59
Gray,1/3/2016,395.70
Grayson,1/3/2016,2121.27
Gregg,1/3/2016,2203.59
Grimes,1/3/2016,485.95
Guadalupe,1/3/2016,4552.53
Hale,1/3/2016,596.21
Hall,1/3/2016,54.03
Hamilton,1/3/2016,263.76
Hardeman,1/3/2016,67.45
Hardin,1/3/2016,994.83
Harris,1/3/2016,152242.89
Haskell,1/3/2016,99.07
Hays,1/3/2016,5720.44
Henderson,1/3/2016,1418.17
Hidalgo,1/3/2016,29761.35
Hill,1/3/2016,1121.09
Hood,1/3/2016,1734.65
Hopkins,1/3/2016,642.49
Houston,1/3/2016,406.75
Howard,1/3/2016,3757.35
Hudspeth,1/3/2016,329.20
Hunt,1/3/2016,2846.84
Irion,1/3/2016,70.62
Jack,1/3/2016,284.87
Jackson,1/3/2016,505.24
Jeff Davis,1/3/2016,225.94
Jim Hogg,1/3/2016,188.20
Jim Wells,1/3/2016,1480.88
Johnson,1/3/2016,5065.39
Jones,1/3/2016,894.67
Karnes,1/3/2016,460.85
Kaufman,1/3/2016,3578.47
Kendall,1/3/2016,1202.07
Kenedy,1/3/2016,14.31
Kent,1/3/2016,13.51
Kerr,1/3/2016,2269.12
Kimble,1/3/2016,199.17
King,1/3/2016,4.50
Kinney,1/3/2016,158.26
Kleberg,1/3/2016,1152.76
Knox,1/3/2016,66.27
La Salle,1/3/2016,267.66
Lamar,1/3/2016,850.39
Lampasas,1/3/2016,904.54
Lavaca,1/3/2016,609.73
Lee,1/3/2016,517.63
Leon,1/3/2016,301.54
Liberty,1/3/2016,1397.15
Limestone,1/3/2016,756.77
Live Oak,1/3/2016,432.98
Llano,1/3/2016,875.54
Loving,1/3/2016,8.82
Lubbock,1/3/2016,5048.06
Lynn,1/3/2016,99.10
Madison,1/3/2016,247.90
Martin,1/3/2016,559.75
Mason,1/3/2016,182.70
Matagorda,1/3/2016,1251.79
Maverick,1/3/2016,2042.02
McCulloch,1/3/2016,367.94
McLennan,1/3/2016,7831.54
McMullen,1/3/2016,28.83
Medina,1/3/2016,1480.73
Menard,1/3/2016,96.33
Midland,1/3/2016,15975.33
Milam,1/3/2016,749.95
Mills,1/3/2016,156.67
Mitchell,1/3/2016,407.31
Montague,1/3/2016,333.40
Montgomery,1/3/2016,17788.63
Motley,1/3/2016,19.78
Nacogdoches,1/3/2016,1167.97
Navarro,1/3/2016,1550.44
Nolan,1/3/2016,677.34
Nueces,1/3/2016,12756.56
Oldham,1/3/2016,35.51
Palo Pinto,1/3/2016,903.87
Parker,1/3/2016,3962.19
Pecos,1/3/2016,1629.29
Polk,1/3/2016,824.14
Potter,1/3/2016,2088.55
Presidio,1/3/2016,715.15
Rains,1/3/2016,197.28
Reagan,1/3/2016,384.96
Real,1/3/2016,151.30
Red River,1/3/2016,213.72
Reeves,1/3/2016,1471.04
Refugio,1/3/2016,261.48
Robertson,1/3/2016,295.12
Rockwall,1/3/2016,2824.81
Runnels,1/3/2016,467.45
Rusk,1/3/2016,964.46
San Jacinto,1/3/2016,484.67
San Patricio,1/3/2016,2396.28
San Saba,1/3/2016,252.32
Schleicher,1/3/2016,141.89
Scurry,1/3/2016,777.62
Shackelford,1/3/2016,107.53
Smith,1/3/2016,3914.14
Somervell,1/3/2016,279.66
Starr,1/3/2016,2254.48
Stephens,1/3/2016,302.57
Sterling,1/3/2016,60.10
Stonewall,1/3/2016,24.09
Sutton,1/3/2016,178.24
Swisher,1/3/2016,130.16
Tarrant,1/3/2016,62582.55
Taylor,1/3/2016,6064.86
Terrell,1/3/2016,95.03
Throckmorton,1/3/2016,51.74
Titus,1/3/2016,581.40
Tom Green,1/3/2016,5233.05
Travis,1/3/2016,35590.06
Trinity,1/3/2016,254.42
Tyler,1/3/2016,383.08
Upton,1/3/2016,354.08
Uvalde,1/3/2016,1216.94
Val Verde,1/3/2016,2197.83
Van Zandt,1/3/2016,946.33
Victoria,1/3/2016,3122.11
Walker,1/3/2016,1248.22
Waller,1/3/2016,1604.91
Ward,1/3/2016,1191.76
Washington,1/3/2016,1064.72
Webb,1/3/2016,9549.76
Wharton,1/3/2016,1411.17
Wheeler,1/3/2016,98.09
Wichita,1/3/2016,2272.74
Wilbarger,1/3/2016,222.77
Willacy,1/3/2016,784.38
Williamson,1/3/2016,15126.22
Wilson,1/3/2016,1434.63
Winkler,1/3/2016,801.79
Wise,1/3/2016,1982.93
Wood,1/3/2016,766.46
Young,1/3/2016,590.34
Zapata,1/3/2016,512.75
Zavala,1/3/2016,439.30
Anderson,1/4/2016,1226.82
Andrews,1/4/2016,1864.80
Angelina,1/4/2016,1868.13
Aransas,1/4/2016,833.87
Archer,1/4/2016,162.85
Armstrong,1/4/2016,36.11
Atascosa,1/4/2016,1595.24
Austin,1/4/2016,981.54
Bandera,1/4/2016,704.35
Bastrop,1/4/2016,2631.98
Baylor,1/4/2016,66.39
Bee,1/4/2016,1097.35
Bell,1/4/2016,12032.65
Bexar,1/4/2016,62567.71
Blanco,1/4/2016,364.50
Borden,1/4/2016,69.56
Bosque,1/4/2016,650.02
Bowie,1/4/2016,1723.84
Brazoria,1/4/2016,12635.00
Brazos,1/4/2016,4452.68
Brewster,1/4/2016,978.78
Briscoe,1/4/2016,28.39
Brooks,1/4/2016,240.22
Brown,1/4/2016,1376.52
Burleson,1/4/2016,581.65
Burnet,1/4/2016,1515.17
Caldwell,1/4/2016,1342.14
Calhoun,1/4/2016,814.51
Callahan,1/4/2016,669.70
Cameron,1/4/2016,14037.48
Carson,1/4/2016,111.14
Castro,1/4/2016,143.80
Chambers,1/4/2016,1425.39
Cherokee,1/4/2016,1083.64
Childress,1/4/2016,131.02
Clay,1/4/2016,191.65
Coke,1/4/2016,161.29
Coleman,1/4/2016,417.79
Collin,1/4/2016,32362.53
Collingsworth,1/4/2016,55.75
Colorado,1/4/2016,698.51
Comal,1/4/2016,4170.15
Comanche,1/4/2016,495.35
Concho,1/4/2016,200.72
Cooke,1/4/2016,716.34
Coryell,1/4/2016,2762.38
Cottle,1/4/2016,26.16
Crane,1/4/2016,528.15
Crockett,1/4/2016,406.75
Crosby,1/4/2016,109.03
Culberson,1/4/2016,241.77
Dallas,1/4/2016,92076.06
Dawson,1/4/2016,1426.78
DeWitt,1/4/2016,697.33
Deaf Smith,1/4/2016,354.73
Delta,1/4/2016,111.52
Denton,1/4/2016,27541.35
Dickens,1/4/2016,40.98
Dimmit,1/4/2016,370.30
Duval,1/4/2016,385.11
Eastland,1/4/2016,664.49
Ector,1/4/2016,16421.65
Edwards,1/4/2016,93.11
Ellis,1/4/2016,30470.52
Erath,1/4/2016,1467.69
Falls,1/4/2016,621.07
Fannin,1/4/2016,623.78
Fayette,1/4/2016,837.22
Fisher,1/4/2016,189.86
Floyd,1/4/2016,109.96
Foard,1/4/2016,23.53
Fort Bend,1/4/2016,25609.91
Franklin,1/4/2016,225.65
Freestone,1/4/2016,420.72
Frio,1/4/2016,618.81
Galveston,1/4/2016,11740.91
Garza,1/4/2016,118.92
Gillespie,1/4/2016,1264.80
Glasscock,1/4/2016,137.76
Goliad,1/4/2016,252.08
Gonzales,1/4/2016,689.85
Gray,1/4/2016,425.89
Grayson,1/4/2016,2283.05
Gregg,1/4/2016,2622.92
Grimes,1/4/2016,578.47
Guadalupe,1/4/2016,4964.31
Hale,1/4/2016,641.66
Hall,1/4/2016,58.18
Hamilton,1/4/2016,299.72
Hardeman,1/4/2016,72.60
Hardin,1/4/2016,1184.10
Harris,1/4/2016,165964.67
Haskell,1/4/2016,106.63
Hays,1/4/2016,6237.84
Henderson,1/4/2016,1688.03
Hidalgo,1/4/2016,27750.71
Hill,1/4/2016,1273.97
Hood,1/4/2016,1971.23
Hopkins,1/4/2016,764.73
Houston,1/4/2016,484.13
Howard,1/4/2016,3910.67
Hudspeth,1/4/2016,342.60
Hunt,1/4/2016,3235.11
Irion,1/4/2016,78.00
Jack,1/4/2016,323.73
Jackson,1/4/2016,550.76
Jeff Davis,1/4/2016,235.16
Jim Hogg,1/4/2016,175.46
Jim Wells,1/4/2016,1380.82
Johnson,1/4/2016,5756.25
Jones,1/4/2016,988.04
Karnes,1/4/2016,502.52
Kaufman,1/4/2016,4066.55
Kendall,1/4/2016,1310.80
Kenedy,1/4/2016,13.36
Kent,1/4/2016,14.50
Kerr,1/4/2016,2505.88
Kimble,1/4/2016,219.93
King,1/4/2016,4.83
Kinney,1/4/2016,174.75
Kleberg,1/4/2016,1074.85
Knox,1/4/2016,71.27
La Salle,1/4/2016,249.57
Lamar,1/4/2016,915.23
Lampasas,1/4/2016,998.92
Lavaca,1/4/2016,664.86
Lee,1/4/2016,564.42
Leon,1/4/2016,358.97
Liberty,1/4/2016,1663.05
Limestone,1/4/2016,860.01
Live Oak,1/4/2016,403.72
Llano,1/4/2016,966.93
Loving,1/4/2016,9.20
Lubbock,1/4/2016,5432.99
Lynn,1/4/2016,106.65
Madison,1/4/2016,295.10
Martin,1/4/2016,582.57
Mason,1/4/2016,201.75
Matagorda,1/4/2016,1364.63
Maverick,1/4/2016,1904.08
McCulloch,1/4/2016,406.35
McLennan,1/4/2016,8899.70
McMullen,1/4/2016,26.89
Medina,1/4/2016,1614.68
Menard,1/4/2016,106.41
Midland,1/4/2016,16627.17
Milam,1/4/2016,817.77
Mills,1/4/2016,178.03
Mitchell,1/4/2016,449.81
Montague,1/4/2016,358.84
Montgomery,1/4/2016,19391.96
Motley,1/4/2016,21.31
Nacogdoches,1/4/2016,1390.20
Navarro,1/4/2016,1761.92
Nolan,1/4/2016,748.03
Nueces,1/4/2016,11894.71
Oldham,1/4/2016,38.25
Palo Pinto,1/4/2016,1027.11
Parker,1/4/2016,4502.60
Pecos,1/4/2016,1695.79
Polk,1/4/2016,980.97
Potter,1/4/2016,2247.80
Presidio,1/4/2016,744.36
Rains,1/4/2016,234.88
Reagan,1/4/2016,400.67
Real,1/4/2016,167.07
Red River,1/4/2016,230.03
Reeves,1/4/2016,1531.02
Refugio,1/4/2016,243.83
Robertson,1/4/2016,351.23
Rockwall,1/4/2016,3210.12
Runnels,1/4/2016,516.23
Rusk,1/4/2016,1147.99
San Jacinto,1/4/2016,576.91
San Patricio,1/4/2016,2234.38
San Saba,1/4/2016,278.65
Schleicher,1/4/2016,156.71
Scurry,1/4/2016,858.78
Shackelford,1/4/2016,122.19
Smith,1/4/2016,4658.96
Somervell,1/4/2016,317.86
Starr,1/4/2016,2102.17
Stephens,1/4/2016,343.80
Sterling,1/4/2016,66.35
Stonewall,1/4/2016,25.92
Sutton,1/4/2016,196.86
Swisher,1/4/2016,140.11
Tarrant,1/4/2016,71118.22
Taylor,1/4/2016,6697.81
Terrell,1/4/2016,98.89
Throckmorton,1/4/2016,58.78
Titus,1/4/2016,692.02
Tom Green,1/4/2016,5779.19
Travis,1/4/2016,38809.12
Trinity,1/4/2016,302.81
Tyler,1/4/2016,455.97
Upton,1/4/2016,368.57
Uvalde,1/4/2016,1343.94
Val Verde,1/4/2016,2427.20
Van Zandt,1/4/2016,1126.40
Victoria,1/4/2016,3403.52
Walker,1/4/2016,1485.76
Waller,1/4/2016,1749.57
Ward,1/4/2016,1240.41
Washington,1/4/2016,1161.04
Webb,1/4/2016,8904.59
Wharton,1/4/2016,1538.36
Wheeler,1/4/2016,105.61
Wichita,1/4/2016,2446.06
Wilbarger,1/4/2016,239.76
Willacy,1/4/2016,731.40
Williamson,1/4/2016,16494.30
Wilson,1/4/2016,1564.37
Winkler,1/4/2016,834.49
Wise,1/4/2016,2253.36
Wood,1/4/2016,912.28
Young,1/4/2016,670.85
Zapata,1/4/2016,478.14
Zavala,1/4/2016,409.60
Anderson,1/5/2016,1371.70
Andrews,1/5/2016,1915.04
Angelina,1/5/2016,2088.72
Aransas,1/5/2016,810.15
Archer,1/5/2016,173.19
Armstrong,1/5/2016,38.45
Atascosa,1/5/2016,1549.92
Austin,1/5/2016,1006.58
Bandera,1/5/2016,722.33
Bastrop,1/5/2016,2699.17
Baylor,1/5/2016,70.61
Bee,1/5/2016,1066.15
Bell,1/5/2016,12846.73
Bexar,1/5/2016,64165.17
Blanco,1/5/2016,373.80
Borden,1/5/2016,71.49
Bosque,1/5/2016,693.97
Bowie,1/5/2016,1833.30
Brazoria,1/5/2016,12973.45
Brazos,1/5/2016,4978.40
Brewster,1/5/2016,1005.13
Briscoe,1/5/2016,30.18
Brooks,1/5/2016,233.38
Brown,1/5/2016,1469.62
Burleson,1/5/2016,596.51
Burnet,1/5/2016,1553.86
Caldwell,1/5/2016,1376.40
Calhoun,1/5/2016,836.33
Callahan,1/5/2016,676.98
Cameron,1/5/2016,13638.52
Carson,1/5/2016,118.19
Castro,1/5/2016,152.94
Chambers,1/5/2016,1463.56
Cherokee,1/5/2016,1211.60
Childress,1/5/2016,139.32
Clay,1/5/2016,203.82
Coke,1/5/2016,163.02
Coleman,1/5/2016,422.35
Collin,1/5/2016,34552.09
Collingsworth,1/5/2016,59.30
Colorado,1/5/2016,716.34
Comal,1/5/2016,4276.62
Comanche,1/5/2016,528.87
Concho,1/5/2016,202.90
Cooke,1/5/2016,761.85
Coryell,1/5/2016,2949.26
Cottle,1/5/2016,27.83
Crane,1/5/2016,542.40
Crockett,1/5/2016,417.72
Crosby,1/5/2016,115.94
Culberson,1/5/2016,248.30
Dallas,1/5/2016,98305.66
Dawson,1/5/2016,1465.23
DeWitt,1/5/2016,715.15
Deaf Smith,1/5/2016,377.28
Delta,1/5/2016,124.68
Denton,1/5/2016,29404.72
Dickens,1/5/2016,43.59
Dimmit,1/5/2016,359.74
Duval,1/5/2016,374.14
Eastland,1/5/2016,709.44
Ector,1/5/2016,16864.15
Edwards,1/5/2016,94.14
Ellis,1/5/2016,32532.06
Erath,1/5/2016,1567.02
Falls,1/5/2016,663.12
Fannin,1/5/2016,663.38
Fayette,1/5/2016,858.61
Fisher,1/5/2016,191.96
Floyd,1/5/2016,116.93
Foard,1/5/2016,25.07
Fort Bend,1/5/2016,26295.93
Franklin,1/5/2016,252.32
Freestone,1/5/2016,470.39
Frio,1/5/2016,601.21
Galveston,1/5/2016,12055.46
Garza,1/5/2016,126.47
Gillespie,1/5/2016,1278.56
Glasscock,1/5/2016,141.43
Goliad,1/5/2016,244.91
Gonzales,1/5/2016,707.44
Gray,1/5/2016,452.92
Grayson,1/5/2016,2428.03
Gregg,1/5/2016,2932.60
Grimes,1/5/2016,646.77
Guadalupe,1/5/2016,5091.05
Hale,1/5/2016,682.40
Hall,1/5/2016,61.88
Hamilton,1/5/2016,320.00
Hardeman,1/5/2016,77.21
Hardin,1/5/2016,1323.94
Harris,1/5/2016,170410.68
Haskell,1/5/2016,113.37
Hays,1/5/2016,6397.10
Henderson,1/5/2016,1887.34
Hidalgo,1/5/2016,26961.98
Hill,1/5/2016,1360.16
Hood,1/5/2016,2104.61
Hopkins,1/5/2016,855.03
Houston,1/5/2016,541.30
Howard,1/5/2016,4016.07
Hudspeth,1/5/2016,351.83
Hunt,1/5/2016,3454.02
Irion,1/5/2016,78.87
Jack,1/5/2016,345.61
Jackson,1/5/2016,565.54
Jeff Davis,1/5/2016,241.50
Jim Hogg,1/5/2016,170.47
Jim Wells,1/5/2016,1341.58
Johnson,1/5/2016,6145.72
Jones,1/5/2016,998.80
Karnes,1/5/2016,515.34
Kaufman,1/5/2016,4341.66
Kendall,1/5/2016,1344.25
Kenedy,1/5/2016,12.99
Kent,1/5/2016,15.44
Kerr,1/5/2016,2533.13
Kimble,1/5/2016,222.35
King,1/5/2016,5.12
Kinney,1/5/2016,176.65
Kleberg,1/5/2016,1044.30
Knox,1/5/2016,75.83
La Salle,1/5/2016,242.50
Lamar,1/5/2016,973.37
Lampasas,1/5/2016,1009.81
Lavaca,1/5/2016,681.83
Lee,1/5/2016,578.87
Leon,1/5/2016,401.36
Liberty,1/5/2016,1859.43
Limestone,1/5/2016,918.18
Live Oak,1/5/2016,392.28
Llano,1/5/2016,977.43
Loving,1/5/2016,9.41
Lubbock,1/5/2016,5777.98
Lynn,1/5/2016,113.45
Madison,1/5/2016,329.93
Martin,1/5/2016,598.27
Mason,1/5/2016,203.96
Matagorda,1/5/2016,1401.19
Maverick,1/5/2016,1849.96
McCulloch,1/5/2016,410.76
McLennan,1/5/2016,9501.80
McMullen,1/5/2016,26.10
Medina,1/5/2016,1655.89
Menard,1/5/2016,107.58
Midland,1/5/2016,17075.20
Milam,1/5/2016,838.64
Mills,1/5/2016,190.06
Mitchell,1/5/2016,454.71
Montague,1/5/2016,381.63
Montgomery,1/5/2016,19911.46
Motley,1/5/2016,22.66
Nacogdoches,1/5/2016,1554.34
Navarro,1/5/2016,1881.11
Nolan,1/5/2016,756.15
Nueces,1/5/2016,11556.64
Oldham,1/5/2016,40.68
Palo Pinto,1/5/2016,1096.65
Parker,1/5/2016,4807.25
Pecos,1/5/2016,1741.48
Polk,1/5/2016,1096.81
Potter,1/5/2016,2390.58
Presidio,1/5/2016,764.39
Rains,1/5/2016,262.61
Reagan,1/5/2016,411.47
Real,1/5/2016,168.91
Red River,1/5/2016,244.62
Reeves,1/5/2016,1572.31
Refugio,1/5/2016,236.90
Robertson,1/5/2016,392.76
Rockwall,1/5/2016,3427.29
Runnels,1/5/2016,521.84
Rusk,1/5/2016,1283.54
San Jacinto,1/5/2016,645.05
San Patricio,1/5/2016,2170.89
San Saba,1/5/2016,281.67
Schleicher,1/5/2016,158.44
Scurry,1/5/2016,868.14
Shackelford,1/5/2016,130.48
Smith,1/5/2016,5209.05
Somervell,1/5/2016,339.34
Starr,1/5/2016,2042.39
Stephens,1/5/2016,367.13
Sterling,1/5/2016,67.08
Stonewall,1/5/2016,27.58
Sutton,1/5/2016,198.98
Swisher,1/5/2016,149.00
Tarrant,1/5/2016,75929.89
Taylor,1/5/2016,6770.60
Terrell,1/5/2016,101.55
Throckmorton,1/5/2016,62.77
Titus,1/5/2016,773.73
Tom Green,1/5/2016,5842.00
Travis,1/5/2016,39799.97
Trinity,1/5/2016,338.57
Tyler,1/5/2016,509.81
Upton,1/5/2016,378.46
Uvalde,1/5/2016,1358.55
Val Verde,1/5/2016,2453.57
Van Zandt,1/5/2016,1259.42
Victoria,1/5/2016,3494.67
Walker,1/5/2016,1661.17
Waller,1/5/2016,1796.42
Ward,1/5/2016,1273.82
Washington,1/5/2016,1190.64
Webb,1/5/2016,8651.50
Wharton,1/5/2016,1579.56
Wheeler,1/5/2016,112.30
Wichita,1/5/2016,2601.40
Wilbarger,1/5/2016,254.99
Willacy,1/5/2016,710.57
Williamson,1/5/2016,16915.45
Wilson,1/5/2016,1604.33
Winkler,1/5/2016,856.99
Wise,1/5/2016,2405.81
Wood,1/5/2016,1019.98
Young,1/5/2016,716.22
Zapata,1/5/2016,464.55
Zavala,1/5/2016,398.00
Anderson,1/6/2016,1292.26
Andrews,1/6/2016,1891.69
Angelina,1/6/2016,1967.75
Aransas,1/6/2016,709.34
Archer,1/6/2016,166.08
Armstrong,1/6/2016,36.84
Atascosa,1/6/2016,1357.03
Austin,1/6/2016,943.53
Bandera,1/6/2016,677.09
Bastrop,1/6/2016,2530.03
Baylor,1/6/2016,67.69
Bee,1/6/2016,933.50
Bell,1/6/2016,12182.07
Bexar,1/6/2016,60144.17
Blanco,1/6/2016,350.38
Borden,1/6/2016,70.58
Bosque,1/6/2016,658.06
Bowie,1/6/2016,1758.25
Brazoria,1/6/2016,12713.17
Brazos,1/6/2016,4690.07
Brewster,1/6/2016,992.85
Briscoe,1/6/2016,28.95
Brooks,1/6/2016,204.35
Brown,1/6/2016,1393.60
Burleson,1/6/2016,559.12
Burnet,1/6/2016,1456.49
Caldwell,1/6/2016,1290.14
Calhoun,1/6/2016,819.56
Callahan,1/6/2016,637.15
Cameron,1/6/2016,11941.33
Carson,1/6/2016,113.36
Castro,1/6/2016,146.67
Chambers,1/6/2016,1434.23
Cherokee,1/6/2016,1141.43
Childress,1/6/2016,133.64
Clay,1/6/2016,195.49
Coke,1/6/2016,153.43
Coleman,1/6/2016,397.51
Collin,1/6/2016,32764.36
Collingsworth,1/6/2016,56.87
Colorado,1/6/2016,671.44
Comal,1/6/2016,4008.63
Comanche,1/6/2016,501.51
Concho,1/6/2016,190.95
Cooke,1/6/2016,730.63
Coryell,1/6/2016,2796.72
Cottle,1/6/2016,26.68
Crane,1/6/2016,535.77
Crockett,1/6/2016,412.62
Crosby,1/6/2016,111.21
Culberson,1/6/2016,245.28
Dallas,1/6/2016,93219.37
Dawson,1/6/2016,1447.35
DeWitt,1/6/2016,670.30
Deaf Smith,1/6/2016,361.81
Delta,1/6/2016,117.47
Denton,1/6/2016,27883.31
Dickens,1/6/2016,41.79
Dimmit,1/6/2016,315.00
Duval,1/6/2016,327.60
Eastland,1/6/2016,672.75
Ector,1/6/2016,16658.28
Edwards,1/6/2016,88.58
Ellis,1/6/2016,30848.88
Erath,1/6/2016,1485.90
Falls,1/6/2016,628.79
Fannin,1/6/2016,636.24
Fayette,1/6/2016,804.78
Fisher,1/6/2016,180.63
Floyd,1/6/2016,112.13
Foard,1/6/2016,24.02
Fort Bend,1/6/2016,25768.34
Franklin,1/6/2016,237.70
Freestone,1/6/2016,443.15
Frio,1/6/2016,526.37
Galveston,1/6/2016,11813.56
Garza,1/6/2016,121.32
Gillespie,1/6/2016,1203.29
Glasscock,1/6/2016,139.75
Goliad,1/6/2016,214.45
Gonzales,1/6/2016,663.13
Gray,1/6/2016,434.39
Grayson,1/6/2016,2328.63
Gregg,1/6/2016,2762.78
Grimes,1/6/2016,609.34
Guadalupe,1/6/2016,4772.03
Hale,1/6/2016,654.48
Hall,1/6/2016,59.32
Hamilton,1/6/2016,303.46
Hardeman,1/6/2016,74.06
Hardin,1/6/2016,1247.25
Harris,1/6/2016,166991.68
Haskell,1/6/2016,108.74
Hays,1/6/2016,5996.20
Henderson,1/6/2016,1778.00
Hidalgo,1/6/2016,23606.85
Hill,1/6/2016,1289.78
Hood,1/6/2016,1995.71
Hopkins,1/6/2016,805.52
Houston,1/6/2016,509.97
Howard,1/6/2016,3967.05
Hudspeth,1/6/2016,347.55
Hunt,1/6/2016,3275.27
Irion,1/6/2016,74.22
Jack,1/6/2016,327.75
Jackson,1/6/2016,554.17
Jeff Davis,1/6/2016,238.58
Jim Hogg,1/6/2016,149.27
Jim Wells,1/6/2016,1174.62
Johnson,1/6/2016,5827.74
Jones,1/6/2016,939.97
Karnes,1/6/2016,483.06
Kaufman,1/6/2016,4117.03
Kendall,1/6/2016,1260.01
Kenedy,1/6/2016,11.35
Kent,1/6/2016,14.82
Kerr,1/6/2016,2384.03
Kimble,1/6/2016,209.25
King,1/6/2016,4.96
Kinney,1/6/2016,166.26
Kleberg,1/6/2016,914.39
Knox,1/6/2016,72.74
La Salle,1/6/2016,212.29
Lamar,1/6/2016,933.52
Lampasas,1/6/2016,950.40
Lavaca,1/6/2016,639.11
Lee,1/6/2016,542.59
Leon,1/6/2016,378.11
Liberty,1/6/2016,1751.70
Limestone,1/6/2016,870.65
Live Oak,1/6/2016,343.47
Llano,1/6/2016,919.92
Loving,1/6/2016,9.33
Lubbock,1/6/2016,5541.41
Lynn,1/6/2016,108.77
Madison,1/6/2016,310.81
Martin,1/6/2016,591.00
Mason,1/6/2016,191.96
Matagorda,1/6/2016,1373.07
Maverick,1/6/2016,1619.76
McCulloch,1/6/2016,386.58
McLennan,1/6/2016,9010.19
McMullen,1/6/2016,22.87
Medina,1/6/2016,1552.11
Menard,1/6/2016,101.24
Midland,1/6/2016,16866.77
Milam,1/6/2016,786.08
Mills,1/6/2016,180.25
Mitchell,1/6/2016,427.92
Montague,1/6/2016,365.99
Montgomery,1/6/2016,19511.95
Motley,1/6/2016,21.73
Nacogdoches,1/6/2016,1464.33
Navarro,1/6/2016,1783.81
Nolan,1/6/2016,711.65
Nueces,1/6/2016,10118.54
Oldham,1/6/2016,39.01
