County,Date,Predicted
Gonzales,1/29/2016,614.75
Gray,1/29/2016,367.98
Grayson,1/29/2016,1972.61
Gregg,1/29/2016,2296.92
Grimes,1/29/2016,506.58
Guadalupe,1/29/2016,4423.84
Hale,1/29/2016,554.42
Hall,1/29/2016,50.24
Hamilton,1/29/2016,256.88
Hardeman,1/29/2016,62.73
Hardin,1/29/2016,1036.93
Harris,1/29/2016,166135.38
Haskell,1/29/2016,92.13
Hays,1/29/2016,5558.73
Henderson,1/29/2016,1478.22
Hidalgo,1/29/2016,24179.70
Hill,1/29/2016,1091.76
Hood,1/29/2016,1689.29
Hopkins,1/29/2016,669.67
Houston,1/29/2016,423.96
Howard,1/29/2016,3814.10
Hudspeth,1/29/2016,334.15
Hunt,1/29/2016,2772.38
Irion,1/29/2016,67.11
Jack,1/29/2016,277.42
Jackson,1/29/2016,551.36
Jeff Davis,1/29/2016,229.36
Jim Hogg,1/29/2016,152.89
Jim Wells,1/29/2016,1203.17
Johnson,1/29/2016,4932.92
Jones,1/29/2016,849.97
Karnes,1/29/2016,447.82
Kaufman,1/29/2016,3484.89
Kendall,1/29/2016,1168.07
Kenedy,1/29/2016,11.63
Kent,1/29/2016,12.52
Kerr,1/29/2016,2155.72
Kimble,1/29/2016,189.22
King,1/29/2016,4.16
Kinney,1/29/2016,150.34
Kleberg,1/29/2016,936.56
Knox,1/29/2016,61.59
La Salle,1/29/2016,217.44
Lamar,1/29/2016,790.78
Lampasas,1/29/2016,859.35
Lavaca,1/29/2016,592.49
Lee,1/29/2016,502.97
Leon,1/29/2016,314.34
Liberty,1/29/2016,1456.36
Limestone,1/29/2016,736.98
Live Oak,1/29/2016,351.77
Llano,1/29/2016,831.83
Loving,1/29/2016,8.96
Lubbock,1/29/2016,4694.20
Lynn,1/29/2016,92.15
Madison,1/29/2016,258.42
Martin,1/29/2016,568.18
Mason,1/29/2016,173.58
Matagorda,1/29/2016,1366.03
Maverick,1/29/2016,1659.05
McCulloch,1/29/2016,349.56
McLennan,1/29/2016,7626.77
McMullen,1/29/2016,23.42
Medina,1/29/2016,1438.90
Menard,1/29/2016,91.57
Midland,1/29/2016,16216.58
Milam,1/29/2016,728.74
Mills,1/29/2016,152.58
Mitchell,1/29/2016,386.95
Montague,1/29/2016,310.02
Montgomery,1/29/2016,19411.91
Motley,1/29/2016,18.41
Nacogdoches,1/29/2016,1217.44
Navarro,1/29/2016,1509.88
Nolan,1/29/2016,643.49
Nueces,1/29/2016,10364.09
Oldham,1/29/2016,33.05
Palo Pinto,1/29/2016,880.23
Parker,1/29/2016,3858.59
Pecos,1/29/2016,1653.89
Polk,1/29/2016,859.06
Potter,1/29/2016,1942.12
Presidio,1/29/2016,725.97
Rains,1/29/2016,205.65
Reagan,1/29/2016,390.75
Real,1/29/2016,143.74
Red River,1/29/2016,198.75
Reeves,1/29/2016,1493.21
Refugio,1/29/2016,212.45
Robertson,1/29/2016,307.61
Rockwall,1/29/2016,2750.96
Runnels,1/29/2016,444.08
Rusk,1/29/2016,1005.30
San Jacinto,1/29/2016,505.23
San Patricio,1/29/2016,1946.87
San Saba,1/29/2016,239.69
Schleicher,1/29/2016,134.80
Scurry,1/29/2016,738.77
Shackelford,1/29/2016,104.73
Smith,1/29/2016,4079.95
Somervell,1/29/2016,272.37
Starr,1/29/2016,1831.63
Stephens,1/29/2016,294.65
Sterling,1/29/2016,57.08
Stonewall,1/29/2016,22.41
Sutton,1/29/2016,169.36
Swisher,1/29/2016,121.04
Tarrant,1/29/2016,60946.06
Taylor,1/29/2016,5761.82
Terrell,1/29/2016,96.45
Throckmorton,1/29/2016,50.38
Titus,1/29/2016,606.03
Tom Green,1/29/2016,4971.58
Travis,1/29/2016,34583.97
Trinity,1/29/2016,265.18
Tyler,1/29/2016,399.29
Upton,1/29/2016,359.44
Uvalde,1/29/2016,1156.13
Val Verde,1/29/2016,2088.00
Van Zandt,1/29/2016,986.41
Victoria,1/29/2016,3407.00
Walker,1/29/2016,1301.08
Waller,1/29/2016,1751.36
Ward,1/29/2016,1209.77
Washington,1/29/2016,1034.63
Webb,1/29/2016,7758.74
Wharton,1/29/2016,1539.95
Wheeler,1/29/2016,91.25
Wichita,1/29/2016,2113.47
Wilbarger,1/29/2016,207.15
Willacy,1/29/2016,637.25
Williamson,1/29/2016,14698.59
Wilson,1/29/2016,1394.07
Winkler,1/29/2016,813.90
Wise,1/29/2016,1931.05
Wood,1/29/2016,798.92
Young,1/29/2016,574.88
Zapata,1/29/2016,416.64
Zavala,1/29/2016,356.93
Anderson,1/30/2016,898.47
Andrews,1/30/2016,1738.19
Angelina,1/30/2016,1368.04
Aransas,1/30/2016,644.00
Archer,1/30/2016,128.20
Armstrong,1/30/2016,28.43
Atascosa,1/30/2016,1232.08
Austin,1/30/2016,784.90
Bandera,1/30/2016,563.25
Bastrop,1/30/2016,2104.73
Baylor,1/30/2016,52.29
Bee,1/30/2016,847.52
Bell,1/30/2016,9008.31
Bexar,1/30/2016,50033.96
Blanco,1/30/2016,291.48
Borden,1/30/2016,64.82
Bosque,1/30/2016,486.64
Bowie,1/30/2016,1357.24
Brazoria,1/30/2016,11524.96
Brazos,1/30/2016,3260.76
Brewster,1/30/2016,912.29
Briscoe,1/30/2016,22.33
Brooks,1/30/2016,185.50
Brown,1/30/2016,1030.55
Burleson,1/30/2016,465.10
Burnet,1/30/2016,1211.69
Caldwell,1/30/2016,1073.27
Calhoun,1/30/2016,742.95
Callahan,1/30/2016,528.34
Cameron,1/30/2016,10841.69
Carson,1/30/2016,87.48
Castro,1/30/2016,113.21
Chambers,1/30/2016,1300.15
Cherokee,1/30/2016,793.61
Childress,1/30/2016,103.13
Clay,1/30/2016,150.91
Coke,1/30/2016,127.27
Coleman,1/30/2016,329.61
Collin,1/30/2016,24228.41
Collingsworth,1/30/2016,43.90
Colorado,1/30/2016,558.57
Comal,1/30/2016,3334.77
Comanche,1/30/2016,370.86
Concho,1/30/2016,158.37
Cooke,1/30/2016,563.99
Coryell,1/30/2016,2068.06
Cottle,1/30/2016,20.59
Crane,1/30/2016,492.31
Crockett,1/30/2016,379.11
Crosby,1/30/2016,85.83
Culberson,1/30/2016,225.35
Dallas,1/30/2016,68933.28
Dawson,1/30/2016,1329.88
DeWitt,1/30/2016,557.62
Deaf Smith,1/30/2016,279.30
Delta,1/30/2016,81.65
Denton,1/30/2016,20618.96
Dickens,1/30/2016,32.27
Dimmit,1/30/2016,285.97
Duval,1/30/2016,297.45
Eastland,1/30/2016,497.45
Ector,1/30/2016,15306.29
Edwards,1/30/2016,73.48
Ellis,1/30/2016,22811.91
Erath,1/30/2016,1098.80
Falls,1/30/2016,464.98
Fannin,1/30/2016,491.12
Fayette,1/30/2016,669.51
Fisher,1/30/2016,149.77
Floyd,1/30/2016,86.56
Foard,1/30/2016,18.56
Fort Bend,1/30/2016,23359.97
Franklin,1/30/2016,165.25
Freestone,1/30/2016,308.07
Frio,1/30/2016,477.93
Galveston,1/30/2016,10709.42
Garza,1/30/2016,93.62
Gillespie,1/30/2016,997.83
Glasscock,1/30/2016,128.40
Goliad,1/30/2016,194.70
Gonzales,1/30/2016,551.63
Gray,1/30/2016,335.31
Grayson,1/30/2016,1797.52
Gregg,1/30/2016,1920.82
Grimes,1/30/2016,423.60
Guadalupe,1/30/2016,3969.85
Hale,1/30/2016,505.19
Hall,1/30/2016,45.79
Hamilton,1/30/2016,224.39
Hardeman,1/30/2016,57.16
Hardin,1/30/2016,867.16
Harris,1/30/2016,151384.02
Haskell,1/30/2016,83.94
Hays,1/30/2016,4988.26
Henderson,1/30/2016,1236.18
Hidalgo,1/30/2016,21432.92
Hill,1/30/2016,953.76
Hood,1/30/2016,1475.81
Hopkins,1/30/2016,560.01
Houston,1/30/2016,354.55
Howard,1/30/2016,3645.07
Hudspeth,1/30/2016,319.33
Hunt,1/30/2016,2422.01
Irion,1/30/2016,61.52
Jack,1/30/2016,242.32
Jackson,1/30/2016,502.38
Jeff Davis,1/30/2016,219.19
Jim Hogg,1/30/2016,135.53
Jim Wells,1/30/2016,1066.45
Johnson,1/30/2016,4309.47
Jones,1/30/2016,779.49
Karnes,1/30/2016,401.87
Kaufman,1/30/2016,3044.46
Kendall,1/30/2016,1048.19
Kenedy,1/30/2016,10.33
Kent,1/30/2016,11.43
Kerr,1/30/2016,1976.96
Kimble,1/30/2016,173.51
King,1/30/2016,3.84
Kinney,1/30/2016,137.85
Kleberg,1/30/2016,830.16
Knox,1/30/2016,56.14
La Salle,1/30/2016,192.72
Lamar,1/30/2016,720.60
Lampasas,1/30/2016,788.10
Lavaca,1/30/2016,531.67
Lee,1/30/2016,451.34
Leon,1/30/2016,262.85
Liberty,1/30/2016,1217.88
Limestone,1/30/2016,643.85
Live Oak,1/30/2016,311.83
Llano,1/30/2016,762.84
Loving,1/30/2016,8.54
Lubbock,1/30/2016,4277.52
Lynn,1/30/2016,83.97
Madison,1/30/2016,216.12
Martin,1/30/2016,543.02
Mason,1/30/2016,159.16
Matagorda,1/30/2016,1244.74
Maverick,1/30/2016,1470.59
McCulloch,1/30/2016,320.60
McLennan,1/30/2016,6662.79
McMullen,1/30/2016,20.77
Medina,1/30/2016,1291.21
Menard,1/30/2016,83.95
Midland,1/30/2016,15497.85
Milam,1/30/2016,653.92
Mills,1/30/2016,133.27
Mitchell,1/30/2016,354.87
Montague,1/30/2016,282.52
Montgomery,1/30/2016,17688.28
Motley,1/30/2016,16.75
Nacogdoches,1/30/2016,1018.07
Navarro,1/30/2016,1319.07
Nolan,1/30/2016,590.14
Nueces,1/30/2016,9186.74
Oldham,1/30/2016,30.14
Palo Pinto,1/30/2016,768.96
Parker,1/30/2016,3370.92
Pecos,1/30/2016,1580.61
Polk,1/30/2016,718.39
Potter,1/30/2016,1769.74
Presidio,1/30/2016,693.79
Rains,1/30/2016,171.99
Reagan,1/30/2016,373.45
Real,1/30/2016,131.82
Red River,1/30/2016,181.10
Reeves,1/30/2016,1427.04
Refugio,1/30/2016,188.32
Robertson,1/30/2016,257.23
Rockwall,1/30/2016,2403.27
Runnels,1/30/2016,407.27
Rusk,1/30/2016,840.67
San Jacinto,1/30/2016,422.48
San Patricio,1/30/2016,1725.70
San Saba,1/30/2016,219.82
Schleicher,1/30/2016,123.64
Scurry,1/30/2016,677.50
Shackelford,1/30/2016,91.50
Smith,1/30/2016,3411.86
Somervell,1/30/2016,237.98
Starr,1/30/2016,1623.59
Stephens,1/30/2016,257.42
Sterling,1/30/2016,52.36
Stonewall,1/30/2016,20.42
Sutton,1/30/2016,155.30
Swisher,1/30/2016,110.29
Tarrant,1/30/2016,53243.10
Taylor,1/30/2016,5284.01
Terrell,1/30/2016,92.18
Throckmorton,1/30/2016,44.04
Titus,1/30/2016,506.79
Tom Green,1/30/2016,4559.32
Travis,1/30/2016,31034.73
Trinity,1/30/2016,221.76
Tyler,1/30/2016,333.91
Upton,1/30/2016,343.52
Uvalde,1/30/2016,1060.29
Val Verde,1/30/2016,1914.87
Van Zandt,1/30/2016,824.91
Victoria,1/30/2016,3104.46
Walker,1/30/2016,1088.04
Waller,1/30/2016,1595.84
Ward,1/30/2016,1156.16
Washington,1/30/2016,928.45
Webb,1/30/2016,6877.37
Wharton,1/30/2016,1403.23
Wheeler,1/30/2016,83.15
Wichita,1/30/2016,1925.84
Wilbarger,1/30/2016,188.75
Willacy,1/30/2016,564.86
Williamson,1/30/2016,13190.10
Wilson,1/30/2016,1251.00
Winkler,1/30/2016,777.80
Wise,1/30/2016,1686.98
Wood,1/30/2016,668.10
Young,1/30/2016,502.23
Zapata,1/30/2016,369.28
Zavala,1/30/2016,316.37
Anderson,1/31/2016,858.81
Andrews,1/31/2016,1697.69
Angelina,1/31/2016,1307.70
Aransas,1/31/2016,635.36
Archer,1/31/2016,122.67
Armstrong,1/31/2016,27.21
Atascosa,1/31/2016,1215.54
Austin,1/31/2016,757.21
Bandera,1/31/2016,543.39
Bastrop,1/31/2016,2030.51
Baylor,1/31/2016,50.01
Bee,1/31/2016,836.15
Bell,1/31/2016,8563.81
Bexar,1/31/2016,48269.10
Blanco,1/31/2016,281.21
Borden,1/31/2016,63.36
Bosque,1/31/2016,462.62
Bowie,1/31/2016,1298.60
Brazoria,1/31/2016,11195.40
Brazos,1/31/2016,3116.92
Brewster,1/31/2016,891.04
Briscoe,1/31/2016,21.42
Brooks,1/31/2016,183.04
Brown,1/31/2016,979.69
Burleson,1/31/2016,448.72
Burnet,1/31/2016,1168.92
Caldwell,1/31/2016,1035.42
Calhoun,1/31/2016,721.70
Callahan,1/31/2016,496.21
Cameron,1/31/2016,10696.26
Carson,1/31/2016,83.68
Castro,1/31/2016,108.35
Chambers,1/31/2016,1262.98
Cherokee,1/31/2016,758.55
Childress,1/31/2016,98.70
Clay,1/31/2016,144.39
Coke,1/31/2016,119.50
Coleman,1/31/2016,309.57
Collin,1/31/2016,23032.89
Collingsworth,1/31/2016,42.02
Colorado,1/31/2016,538.88
Comal,1/31/2016,3217.16
Comanche,1/31/2016,352.57
Concho,1/31/2016,148.74
Cooke,1/31/2016,539.67
Coryell,1/31/2016,1966.02
Cottle,1/31/2016,19.70
Crane,1/31/2016,480.86
Crockett,1/31/2016,370.28
Crosby,1/31/2016,82.11
Culberson,1/31/2016,220.12
Dallas,1/31/2016,65531.86
Dawson,1/31/2016,1298.97
DeWitt,1/31/2016,537.97
Deaf Smith,1/31/2016,267.26
Delta,1/31/2016,78.04
Denton,1/31/2016,19601.60
Dickens,1/31/2016,30.88
Dimmit,1/31/2016,282.14
Duval,1/31/2016,293.42
Eastland,1/31/2016,472.92
Ector,1/31/2016,14950.21
Edwards,1/31/2016,69.01
Ellis,1/31/2016,21686.31
Erath,1/31/2016,1044.56
Falls,1/31/2016,442.04
Fannin,1/31/2016,469.91
Fayette,1/31/2016,645.87
Fisher,1/31/2016,140.67
Floyd,1/31/2016,82.82
Foard,1/31/2016,17.74
Fort Bend,1/31/2016,22692.02
Franklin,1/31/2016,157.95
Freestone,1/31/2016,294.51
Frio,1/31/2016,471.50
Galveston,1/31/2016,10403.20
Garza,1/31/2016,89.60
Gillespie,1/31/2016,937.14
Glasscock,1/31/2016,125.40
Goliad,1/31/2016,192.08
Gonzales,1/31/2016,532.19
Gray,1/31/2016,320.85
Grayson,1/31/2016,1719.90
Gregg,1/31/2016,1836.09
Grimes,1/31/2016,404.93
Guadalupe,1/31/2016,3829.80
Hale,1/31/2016,483.36
Hall,1/31/2016,43.81
Hamilton,1/31/2016,213.31
Hardeman,1/31/2016,54.72
Hardin,1/31/2016,828.90
Harris,1/31/2016,147055.37
Haskell,1/31/2016,80.33
Hays,1/31/2016,4812.30
Henderson,1/31/2016,1181.63
Hidalgo,1/31/2016,21145.45
Hill,1/31/2016,906.71
Hood,1/31/2016,1402.95
Hopkins,1/31/2016,535.31
Houston,1/31/2016,338.89
Howard,1/31/2016,3560.27
Hudspeth,1/31/2016,311.91
Hunt,1/31/2016,2302.47
Irion,1/31/2016,57.81
Jack,1/31/2016,230.41
Jackson,1/31/2016,488.01
Jeff Davis,1/31/2016,214.10
Jim Hogg,1/31/2016,133.69
Jim Wells,1/31/2016,1052.16
Johnson,1/31/2016,4096.82
Jones,1/31/2016,732.08
Karnes,1/31/2016,387.67
Kaufman,1/31/2016,2894.21
Kendall,1/31/2016,1011.22
Kenedy,1/31/2016,10.17
Kent,1/31/2016,10.95
Kerr,1/31/2016,1856.72
Kimble,1/31/2016,162.95
King,1/31/2016,3.65
Kinney,1/31/2016,129.48
Kleberg,1/31/2016,819.01
Knox,1/31/2016,53.70
La Salle,1/31/2016,190.17
Lamar,1/31/2016,689.49
Lampasas,1/31/2016,740.15
Lavaca,1/31/2016,512.93
Lee,1/31/2016,435.45
Leon,1/31/2016,251.25
Liberty,1/31/2016,1164.16
Limestone,1/31/2016,612.05
Live Oak,1/31/2016,307.65
Llano,1/31/2016,716.43
Loving,1/31/2016,8.37
Lubbock,1/31/2016,4092.84
Lynn,1/31/2016,80.35
Madison,1/31/2016,206.57
Martin,1/31/2016,530.39
Mason,1/31/2016,149.50
Matagorda,1/31/2016,1209.16
Maverick,1/31/2016,1450.89
McCulloch,1/31/2016,301.08
McLennan,1/31/2016,6334.05
McMullen,1/31/2016,20.51
Medina,1/31/2016,1245.67
Menard,1/31/2016,78.84
Midland,1/31/2016,15137.28
Milam,1/31/2016,630.88
Mills,1/31/2016,126.72
Mitchell,1/31/2016,333.29
Montague,1/31/2016,270.30
Montgomery,1/31/2016,17182.56
Motley,1/31/2016,16.06
Nacogdoches,1/31/2016,973.18
Navarro,1/31/2016,1254.00
Nolan,1/31/2016,554.25
Nueces,1/31/2016,9063.53
Oldham,1/31/2016,28.81
Palo Pinto,1/31/2016,731.04
Parker,1/31/2016,3204.58
Pecos,1/31/2016,1543.86
Polk,1/31/2016,686.70
Potter,1/31/2016,1693.32
Presidio,1/31/2016,677.65
Rains,1/31/2016,164.40
Reagan,1/31/2016,364.78
Real,1/31/2016,123.78
Red River,1/31/2016,173.26
Reeves,1/31/2016,1393.84
Refugio,1/31/2016,185.79
Robertson,1/31/2016,245.90
Rockwall,1/31/2016,2284.70
Runnels,1/31/2016,382.49
Rusk,1/31/2016,803.60
San Jacinto,1/31/2016,403.84
San Patricio,1/31/2016,1702.56
San Saba,1/31/2016,206.45
Schleicher,1/31/2016,116.12
Scurry,1/31/2016,636.32
Shackelford,1/31/2016,86.99
Smith,1/31/2016,3261.31
Somervell,1/31/2016,226.23
Starr,1/31/2016,1601.81
Stephens,1/31/2016,244.71
Sterling,1/31/2016,49.15
Stonewall,1/31/2016,19.52
Sutton,1/31/2016,145.87
Swisher,1/31/2016,105.54
Tarrant,1/31/2016,50615.91
Taylor,1/31/2016,4962.68
Terrell,1/31/2016,90.08
Throckmorton,1/31/2016,41.85
Titus,1/31/2016,484.40
Tom Green,1/31/2016,4282.04
Travis,1/31/2016,29940.08
Trinity,1/31/2016,211.99
Tyler,1/31/2016,319.18
Upton,1/31/2016,335.54
Uvalde,1/31/2016,995.78
Val Verde,1/31/2016,1798.40
Van Zandt,1/31/2016,788.51
Victoria,1/31/2016,3015.73
Walker,1/31/2016,1040.04
Waller,1/31/2016,1550.24
Ward,1/31/2016,1129.24
Washington,1/31/2016,895.72
Webb,1/31/2016,6785.12
Wharton,1/31/2016,1363.09
Wheeler,1/31/2016,79.54
Wichita,1/31/2016,1842.71
Wilbarger,1/31/2016,180.61
Willacy,1/31/2016,557.31
Williamson,1/31/2016,12724.89
Wilson,1/31/2016,1206.87
Winkler,1/31/2016,759.73
Wise,1/31/2016,1603.75
Wood,1/31/2016,638.60
Young,1/31/2016,477.43
Zapata,1/31/2016,364.32
Zavala,1/31/2016,312.12
Anderson,2/1/2016,1027.58
Andrews,2/1/2016,1771.55
Angelina,2/1/2016,1564.73
Aransas,2/1/2016,680.85
Archer,2/1/2016,136.67
Armstrong,2/1/2016,30.34
Atascosa,2/1/2016,1302.55
Austin,2/1/2016,803.73
Bandera,2/1/2016,576.74
Bastrop,2/1/2016,2155.18
Baylor,2/1/2016,55.71
Bee,2/1/2016,895.98
Bell,2/1/2016,9771.12
Bexar,2/1/2016,51232.76
Blanco,2/1/2016,298.46
Borden,2/1/2016,66.08
Bosque,2/1/2016,527.83
Bowie,2/1/2016,1446.61
Brazoria,2/1/2016,12405.12
Brazos,2/1/2016,3729.47
Brewster,2/1/2016,929.80
Briscoe,2/1/2016,23.81
Brooks,2/1/2016,196.15
Brown,2/1/2016,1117.81
Burleson,2/1/2016,476.30
Burnet,2/1/2016,1240.69
Caldwell,2/1/2016,1098.98
Calhoun,2/1/2016,799.69
Callahan,2/1/2016,539.79
Cameron,2/1/2016,11461.97
Carson,2/1/2016,93.28
Castro,2/1/2016,120.69
Chambers,2/1/2016,1399.45
Cherokee,2/1/2016,907.64
Childress,2/1/2016,109.96
Clay,2/1/2016,160.84
Coke,2/1/2016,130.00
Coleman,2/1/2016,336.75
Collin,2/1/2016,26279.95
Collingsworth,2/1/2016,46.77
Colorado,2/1/2016,571.96
Comal,2/1/2016,3414.69
Comanche,2/1/2016,402.24
Concho,2/1/2016,161.79
Cooke,2/1/2016,601.15
Coryell,2/1/2016,2243.19
Cottle,2/1/2016,21.98
Crane,2/1/2016,501.77
Crockett,2/1/2016,386.41
Crosby,2/1/2016,91.50
Culberson,2/1/2016,229.68
Dallas,2/1/2016,74770.32
Dawson,2/1/2016,1355.46
DeWitt,2/1/2016,571.03
Deaf Smith,2/1/2016,297.70
Delta,2/1/2016,93.40
Denton,2/1/2016,22364.92
Dickens,2/1/2016,34.39
Dimmit,2/1/2016,302.32
Duval,2/1/2016,314.44
Eastland,2/1/2016,539.60
Ector,2/1/2016,15600.60
Edwards,2/1/2016,75.05
Ellis,2/1/2016,24743.56
Erath,2/1/2016,1191.83
Falls,2/1/2016,504.34
Fannin,2/1/2016,523.46
Fayette,2/1/2016,685.53
Fisher,2/1/2016,153.04
Floyd,2/1/2016,92.27
Foard,2/1/2016,19.79
Fort Bend,2/1/2016,25143.95
Franklin,2/1/2016,189.01
Freestone,2/1/2016,352.38
Frio,2/1/2016,505.23
Galveston,2/1/2016,11527.31
Garza,2/1/2016,99.80
Gillespie,2/1/2016,1019.43
Glasscock,2/1/2016,130.88
Goliad,2/1/2016,205.81
Gonzales,2/1/2016,564.86
Gray,2/1/2016,357.38
Grayson,2/1/2016,1915.93
Gregg,2/1/2016,2196.89
Grimes,2/1/2016,484.51
Guadalupe,2/1/2016,4064.97
Hale,2/1/2016,538.47
Hall,2/1/2016,48.82
Hamilton,2/1/2016,243.41
Hardeman,2/1/2016,60.92
Hardin,2/1/2016,991.82
Harris,2/1/2016,162945.22
Haskell,2/1/2016,89.48
Hays,2/1/2016,5107.78
Henderson,2/1/2016,1413.84
Hidalgo,2/1/2016,22659.06
Hill,2/1/2016,1034.51
Hood,2/1/2016,1600.75
Hopkins,2/1/2016,640.53
Houston,2/1/2016,405.53
Howard,2/1/2016,3715.16
Hudspeth,2/1/2016,325.50
Hunt,2/1/2016,2627.08
Irion,2/1/2016,62.86
Jack,2/1/2016,262.86
Jackson,2/1/2016,540.74
Jeff Davis,2/1/2016,223.43
Jim Hogg,2/1/2016,143.25
Jim Wells,2/1/2016,1127.47
Johnson,2/1/2016,4674.38
Jones,2/1/2016,796.36
Karnes,2/1/2016,411.48
Kaufman,2/1/2016,3302.25
Kendall,2/1/2016,1073.33
Kenedy,2/1/2016,10.91
Kent,2/1/2016,12.16
Kerr,2/1/2016,2019.78
Kimble,2/1/2016,177.26
King,2/1/2016,4.07
Kinney,2/1/2016,140.86
Kleberg,2/1/2016,877.65
Knox,2/1/2016,59.82
La Salle,2/1/2016,203.78
Lamar,2/1/2016,768.07
Lampasas,2/1/2016,805.17
Lavaca,2/1/2016,544.42
Lee,2/1/2016,462.19
Leon,2/1/2016,300.67
Liberty,2/1/2016,1392.92
Limestone,2/1/2016,698.38
Live Oak,2/1/2016,329.66
Llano,2/1/2016,779.36
Loving,2/1/2016,8.67
Lubbock,2/1/2016,4559.28
Lynn,2/1/2016,89.50
Madison,2/1/2016,247.15
Martin,2/1/2016,553.47
Mason,2/1/2016,162.63
Matagorda,2/1/2016,1339.82
Maverick,2/1/2016,1554.71
McCulloch,2/1/2016,327.53
McLennan,2/1/2016,7226.98
McMullen,2/1/2016,21.95
Medina,2/1/2016,1322.18
Menard,2/1/2016,85.78
Midland,2/1/2016,15795.81
Milam,2/1/2016,669.59
Mills,2/1/2016,144.57
Mitchell,2/1/2016,362.57
Montague,2/1/2016,301.13
Montgomery,2/1/2016,19039.13
Motley,2/1/2016,17.89
Nacogdoches,2/1/2016,1164.40
Navarro,2/1/2016,1430.75
Nolan,2/1/2016,602.90
Nueces,2/1/2016,9712.30
Oldham,2/1/2016,32.07
Palo Pinto,2/1/2016,834.07
Parker,2/1/2016,3656.35
Pecos,2/1/2016,1611.00
Polk,2/1/2016,821.65
Potter,2/1/2016,1886.32
Presidio,2/1/2016,707.13
Rains,2/1/2016,196.74
Reagan,2/1/2016,380.63
Real,2/1/2016,134.67
Red River,2/1/2016,193.01
Reeves,2/1/2016,1454.48
Refugio,2/1/2016,199.10
Robertson,2/1/2016,294.20
Rockwall,2/1/2016,2606.78
Runnels,2/1/2016,416.07
Rusk,2/1/2016,961.54
San Jacinto,2/1/2016,483.20
San Patricio,2/1/2016,1824.42
San Saba,2/1/2016,224.58
Schleicher,2/1/2016,126.31
Scurry,2/1/2016,692.18
Shackelford,2/1/2016,99.23
Smith,2/1/2016,3902.28
Somervell,2/1/2016,258.10
Starr,2/1/2016,1716.46
Stephens,2/1/2016,279.21
Sterling,2/1/2016,53.48
Stonewall,2/1/2016,21.76
Sutton,2/1/2016,158.66
Swisher,2/1/2016,117.55
Tarrant,2/1/2016,57751.50
Taylor,2/1/2016,5398.50
Terrell,2/1/2016,93.97
Throckmorton,2/1/2016,47.73
Titus,2/1/2016,579.61
Tom Green,2/1/2016,4658.09
Travis,2/1/2016,31778.35
Trinity,2/1/2016,253.68
Tyler,2/1/2016,381.92
Upton,2/1/2016,350.15
Uvalde,2/1/2016,1083.24
Val Verde,2/1/2016,1956.35
Van Zandt,2/1/2016,943.47
Victoria,2/1/2016,3341.60
Walker,2/1/2016,1244.43
Waller,2/1/2016,1717.74
Ward,2/1/2016,1178.37
Washington,2/1/2016,950.68
Webb,2/1/2016,7270.80
Wharton,2/1/2016,1510.37
Wheeler,2/1/2016,88.62
Wichita,2/1/2016,2052.68
Wilbarger,2/1/2016,201.18
Willacy,2/1/2016,597.20
Williamson,2/1/2016,13506.16
Wilson,2/1/2016,1280.97
Winkler,2/1/2016,792.79
Wise,2/1/2016,1829.85
Wood,2/1/2016,764.14
Young,2/1/2016,544.76
Zapata,2/1/2016,390.40
Zavala,2/1/2016,334.45
Anderson,2/2/2016,1006.79
Andrews,2/2/2016,1837.46
Angelina,2/2/2016,1533.08
Aransas,2/2/2016,647.03
Archer,2/2/2016,137.58
Armstrong,2/2/2016,30.51
Atascosa,2/2/2016,1237.84
Austin,2/2/2016,798.59
Bandera,2/2/2016,573.06
Bastrop,2/2/2016,2141.35
Baylor,2/2/2016,56.09
Bee,2/2/2016,851.48
Bell,2/2/2016,9626.71
Bexar,2/2/2016,50904.45
Blanco,2/2/2016,296.57
Borden,2/2/2016,68.56
Bosque,2/2/2016,520.05
Bowie,2/2/2016,1456.59
Brazoria,2/2/2016,11921.74
Brazos,2/2/2016,3654.03
Brewster,2/2/2016,964.39
Briscoe,2/2/2016,23.98
Brooks,2/2/2016,186.39
Brown,2/2/2016,1101.29
Burleson,2/2/2016,473.26
Burnet,2/2/2016,1232.75
Caldwell,2/2/2016,1091.95
Calhoun,2/2/2016,768.53
Callahan,2/2/2016,573.71
Cameron,2/2/2016,10892.49
Carson,2/2/2016,93.89
Castro,2/2/2016,121.53
Chambers,2/2/2016,1344.92
Cherokee,2/2/2016,889.28
Childress,2/2/2016,110.70
Clay,2/2/2016,161.94
Coke,2/2/2016,138.17
Coleman,2/2/2016,357.91
Collin,2/2/2016,25891.64
Collingsworth,2/2/2016,47.11
Colorado,2/2/2016,568.30
Comal,2/2/2016,3392.80
Comanche,2/2/2016,396.32
Concho,2/2/2016,171.95
Cooke,2/2/2016,605.26
Coryell,2/2/2016,2210.04
Cottle,2/2/2016,22.10
Crane,2/2/2016,520.40
Crockett,2/2/2016,400.78
Crosby,2/2/2016,92.12
Culberson,2/2/2016,238.21
Dallas,2/2/2016,73665.50
Dawson,2/2/2016,1405.88
DeWitt,2/2/2016,567.34
Deaf Smith,2/2/2016,299.74
Delta,2/2/2016,91.49
Denton,2/2/2016,22034.46
Dickens,2/2/2016,34.63
Dimmit,2/2/2016,287.29
Duval,2/2/2016,298.84
