Region,Date,Hour,Actual,Predicted,Delta
Coast,1/1/2016,1,9001.48,8752.48,2.77%
Coast,1/1/2016,2,8864.56,8444.16,4.74%
Coast,1/1/2016,3,8745.76,8503.40,2.77%
Coast,1/1/2016,4,8689.88,8502.26,2.16%
Coast,1/1/2016,5,8733.70,8828.78,1.09%
Coast,1/1/2016,6,8920.23,9006.70,0.97%
Coast,1/1/2016,7,9104.40,9818.17,7.84%
Coast,1/1/2016,8,9178.30,9568.11,4.25%
Coast,1/1/2016,9,9335.49,10037.08,7.52%
Coast,1/1/2016,10,9680.87,10194.95,5.31%
Coast,1/1/2016,11,10002.14,10409.26,4.07%
Coast,1/1/2016,12,10122.31,10487.23,3.61%
Coast,1/1/2016,13,10190.75,10437.73,2.42%
Coast,1/1/2016,14,10090.09,10328.70,2.36%
Coast,1/1/2016,15,9978.95,10235.32,2.57%
Coast,1/1/2016,16,9995.44,9996.04,0.01%
Coast,1/1/2016,17,10094.17,10175.05,0.80%
Coast,1/1/2016,18,10597.37,10744.13,1.38%
Coast,1/1/2016,19,10809.28,10926.77,1.09%
Coast,1/1/2016,20,10686.84,10820.59,1.25%
Coast,1/1/2016,21,10575.22,10758.88,1.74%
Coast,1/1/2016,22,10387.34,10651.01,2.54%
Coast,1/1/2016,23,10110.46,10196.96,0.86%
Coast,1/1/2016,24,9714.66,9547.02,1.73%
East,1/1/2016,1,1148.36,1166.43,1.57%
East,1/1/2016,2,1134.91,1158.97,2.12%
East,1/1/2016,3,1126.86,1157.45,2.71%
East,1/1/2016,4,1129.42,1158.08,2.54%
East,1/1/2016,5,1141.77,1180.80,3.42%
East,1/1/2016,6,1182.99,1216.83,2.86%
East,1/1/2016,7,1221.50,1255.72,2.80%
East,1/1/2016,8,1250.87,1320.46,5.56%
East,1/1/2016,9,1285.64,1355.33,5.42%
East,1/1/2016,10,1323.28,1371.50,3.64%
East,1/1/2016,11,1343.05,1375.22,2.40%
East,1/1/2016,12,1335.94,1348.99,0.98%
East,1/1/2016,13,1297.10,1314.72,1.36%
East,1/1/2016,14,1259.36,1289.11,2.36%
East,1/1/2016,15,1235.55,1259.57,1.94%
East,1/1/2016,16,1232.86,1243.66,0.88%
East,1/1/2016,17,1250.24,1253.94,0.30%
East,1/1/2016,18,1340.21,1326.51,1.02%
East,1/1/2016,19,1392.44,1392.65,0.01%
East,1/1/2016,20,1388.52,1352.51,2.59%
East,1/1/2016,21,1382.00,1342.96,2.82%
East,1/1/2016,22,1355.15,1345.50,0.71%
East,1/1/2016,23,1310.20,1314.93,0.36%
East,1/1/2016,24,1252.30,1274.65,1.79%
West,1/1/2016,1,1088.09,1051.99,3.32%
West,1/1/2016,2,1080.37,1039.14,3.82%
West,1/1/2016,3,1069.64,1040.34,2.74%
West,1/1/2016,4,1073.66,1047.39,2.45%
West,1/1/2016,5,1096.41,1059.09,3.40%
West,1/1/2016,6,1131.92,1099.23,2.89%
West,1/1/2016,7,1173.05,1156.39,1.42%
West,1/1/2016,8,1207.81,1193.68,1.17%
West,1/1/2016,9,1230.41,1219.23,0.91%
West,1/1/2016,10,1252.47,1249.50,0.24%
West,1/1/2016,11,1259.08,1239.46,1.56%
West,1/1/2016,12,1236.07,1228.51,0.61%
West,1/1/2016,13,1218.10,1201.30,1.38%
West,1/1/2016,14,1208.70,1188.91,1.64%
West,1/1/2016,15,1184.92,1173.09,1.00%
West,1/1/2016,16,1177.44,1167.04,0.88%
West,1/1/2016,17,1183.26,1170.12,1.11%
West,1/1/2016,18,1231.41,1201.58,2.42%
West,1/1/2016,19,1281.96,1233.41,3.79%
West,1/1/2016,20,1284.42,1227.34,4.44%
West,1/1/2016,21,1272.57,1203.68,5.41%
West,1/1/2016,22,1263.12,1175.25,6.96%
West,1/1/2016,23,1220.33,1143.08,6.33%
West,1/1/2016,24,1180.69,1113.99,5.65%
FarWest,1/1/2016,1,2107.90,2106.52,0.07%
FarWest,1/1/2016,2,2100.70,2062.68,1.81%
FarWest,1/1/2016,3,2099.97,2070.88,1.39%
FarWest,1/1/2016,4,2104.95,2084.09,0.99%
FarWest,1/1/2016,5,2117.07,2109.71,0.35%
FarWest,1/1/2016,6,2128.87,2143.27,0.68%
FarWest,1/1/2016,7,2130.15,2165.11,1.64%
FarWest,1/1/2016,8,2151.10,2134.00,0.80%
FarWest,1/1/2016,9,2147.73,2166.43,0.87%
FarWest,1/1/2016,10,2173.37,2184.30,0.50%
FarWest,1/1/2016,11,2188.11,2193.10,0.23%
FarWest,1/1/2016,12,2204.53,2177.83,1.21%
FarWest,1/1/2016,13,2203.60,2167.40,1.64%
FarWest,1/1/2016,14,2186.07,2170.69,0.70%
FarWest,1/1/2016,15,2166.09,2175.77,0.45%
FarWest,1/1/2016,16,2160.88,2171.09,0.47%
FarWest,1/1/2016,17,2163.43,2151.37,0.56%
FarWest,1/1/2016,18,2192.50,2186.92,0.25%
FarWest,1/1/2016,19,2246.20,2245.16,0.05%
FarWest,1/1/2016,20,2245.80,2236.21,0.43%
FarWest,1/1/2016,21,2236.22,2244.01,0.35%
FarWest,1/1/2016,22,2204.95,2186.89,0.82%
FarWest,1/1/2016,23,2166.68,2153.78,0.60%
FarWest,1/1/2016,24,2126.65,2126.02,0.03%
North,1/1/2016,1,788.54,787.37,0.15%
North,1/1/2016,2,782.36,782.30,0.01%
North,1/1/2016,3,781.24,780.13,0.14%
North,1/1/2016,4,785.26,794.10,1.12%
North,1/1/2016,5,790.25,819.53,3.71%
North,1/1/2016,6,805.20,835.03,3.71%
North,1/1/2016,7,827.83,863.19,4.27%
North,1/1/2016,8,853.27,874.23,2.46%
North,1/1/2016,9,871.24,906.67,4.07%
North,1/1/2016,10,880.67,921.66,4.65%
North,1/1/2016,11,870.79,898.55,3.19%
North,1/1/2016,12,849.07,878.11,3.42%
North,1/1/2016,13,822.42,853.43,3.77%
North,1/1/2016,14,815.53,822.54,0.86%
North,1/1/2016,15,809.19,832.76,2.91%
North,1/1/2016,16,787.00,801.78,1.88%
North,1/1/2016,17,785.00,811.26,3.35%
North,1/1/2016,18,832.78,872.64,4.79%
North,1/1/2016,19,873.85,897.29,2.68%
North,1/1/2016,20,876.07,929.70,6.12%
North,1/1/2016,21,871.42,901.09,3.40%
North,1/1/2016,22,860.22,866.95,0.78%
North,1/1/2016,23,839.04,854.18,1.80%
North,1/1/2016,24,814.40,814.77,0.04%
NorthCentral,1/1/2016,1,11409.34,11236.93,1.51%
NorthCentral,1/1/2016,2,11235.17,10841.14,3.51%
NorthCentral,1/1/2016,3,11151.97,11186.69,0.31%
NorthCentral,1/1/2016,4,11209.70,11425.14,1.92%
NorthCentral,1/1/2016,5,11428.72,11953.01,4.59%
NorthCentral,1/1/2016,6,11833.21,12168.26,2.83%
NorthCentral,1/1/2016,7,12257.02,13494.45,10.10%
NorthCentral,1/1/2016,8,12599.73,13577.93,7.76%
NorthCentral,1/1/2016,9,12923.80,14022.56,8.50%
NorthCentral,1/1/2016,10,13269.18,14384.89,8.41%
NorthCentral,1/1/2016,11,13272.91,14455.99,8.91%
NorthCentral,1/1/2016,12,13189.62,13560.08,2.81%
NorthCentral,1/1/2016,13,12947.45,13821.87,6.75%
NorthCentral,1/1/2016,14,12667.29,13233.13,4.47%
NorthCentral,1/1/2016,15,12428.94,13118.69,5.55%
NorthCentral,1/1/2016,16,12262.83,13009.39,6.09%
NorthCentral,1/1/2016,17,12378.68,13342.00,7.78%
NorthCentral,1/1/2016,18,13146.01,14363.49,9.26%
NorthCentral,1/1/2016,19,13672.89,14367.97,5.08%
NorthCentral,1/1/2016,20,13584.41,13979.56,2.91%
NorthCentral,1/1/2016,21,13454.57,13528.94,0.55%
NorthCentral,1/1/2016,22,13198.76,13320.31,0.92%
NorthCentral,1/1/2016,23,12780.83,12801.05,0.16%
NorthCentral,1/1/2016,24,12248.07,12152.57,0.78%
South,1/1/2016,1,2829.99,2616.83,7.53%
South,1/1/2016,2,2830.08,2581.30,8.79%
South,1/1/2016,3,2789.47,2474.73,11.28%
South,1/1/2016,4,2758.00,2610.93,5.33%
South,1/1/2016,5,2769.68,2503.44,9.61%
South,1/1/2016,6,2820.74,2752.97,2.40%
South,1/1/2016,7,2886.14,3065.66,6.22%
South,1/1/2016,8,2915.77,3269.72,12.14%
South,1/1/2016,9,2986.19,3397.53,13.78%
South,1/1/2016,10,3123.55,3443.53,10.24%
South,1/1/2016,11,3247.58,3534.41,8.83%
South,1/1/2016,12,3352.41,3426.42,2.21%
South,1/1/2016,13,3412.10,3333.21,2.31%
South,1/1/2016,14,3428.01,3328.92,2.89%
South,1/1/2016,15,3433.31,3246.94,5.43%
South,1/1/2016,16,3451.21,3080.27,10.75%
South,1/1/2016,17,3517.56,3086.94,12.24%
South,1/1/2016,18,3659.56,3342.07,8.68%
South,1/1/2016,19,3815.91,3722.66,2.44%
South,1/1/2016,20,3822.20,3730.42,2.40%
South,1/1/2016,21,3813.10,3621.56,5.02%
South,1/1/2016,22,3746.74,3697.16,1.32%
South,1/1/2016,23,3655.23,3440.15,5.88%
South,1/1/2016,24,3508.54,3338.90,4.83%
SouthCentral,1/1/2016,1,5479.06,5344.16,2.46%
SouthCentral,1/1/2016,2,5405.96,5251.26,2.86%
SouthCentral,1/1/2016,3,5334.16,5230.99,1.93%
SouthCentral,1/1/2016,4,5302.94,5297.82,0.10%
SouthCentral,1/1/2016,5,5364.30,5397.33,0.62%
SouthCentral,1/1/2016,6,5577.24,5650.46,1.31%
SouthCentral,1/1/2016,7,5795.66,5913.36,2.03%
SouthCentral,1/1/2016,8,5937.46,6067.16,2.18%
SouthCentral,1/1/2016,9,6077.23,6191.68,1.88%
SouthCentral,1/1/2016,10,6353.44,6331.35,0.35%
SouthCentral,1/1/2016,11,6577.39,6386.72,2.90%
SouthCentral,1/1/2016,12,6590.33,6286.78,4.61%
SouthCentral,1/1/2016,13,6521.63,6237.00,4.36%
SouthCentral,1/1/2016,14,6449.02,6175.17,4.25%
SouthCentral,1/1/2016,15,6379.35,6076.23,4.75%
SouthCentral,1/1/2016,16,6413.14,6114.99,4.65%
SouthCentral,1/1/2016,17,6551.22,6192.22,5.48%
SouthCentral,1/1/2016,18,6874.65,6435.73,6.38%
SouthCentral,1/1/2016,19,7078.59,6663.50,5.86%
SouthCentral,1/1/2016,20,7013.73,6578.89,6.20%
SouthCentral,1/1/2016,21,6919.99,6507.16,5.97%
SouthCentral,1/1/2016,22,6758.56,6348.35,6.07%
SouthCentral,1/1/2016,23,6481.73,6122.34,5.54%
SouthCentral,1/1/2016,24,6159.91,5847.80,5.07%
Totals,1/1/2016,1,33852.76,33062.71,2.33%
Totals,1/1/2016,2,33434.10,32160.94,3.81%
Totals,1/1/2016,3,33099.07,32444.62,1.98%
Totals,1/1/2016,4,33053.81,32919.80,0.41%
Totals,1/1/2016,5,33441.90,33851.69,1.23%
Totals,1/1/2016,6,34400.41,34872.74,1.37%
Totals,1/1/2016,7,35395.75,37732.05,6.60%
Totals,1/1/2016,8,36094.31,38005.27,5.29%
Totals,1/1/2016,9,36857.73,39296.52,6.62%
Totals,1/1/2016,10,38056.84,40081.68,5.32%
Totals,1/1/2016,11,38761.05,40492.70,4.47%
Totals,1/1/2016,12,38880.27,39393.95,1.32%
Totals,1/1/2016,13,38613.15,39366.65,1.95%
Totals,1/1/2016,14,38104.06,38537.16,1.14%
Totals,1/1/2016,15,37616.30,38118.37,1.33%
Totals,1/1/2016,16,37480.78,37584.25,0.28%
Totals,1/1/2016,17,37923.56,38182.91,0.68%
Totals,1/1/2016,18,39874.49,40473.08,1.50%
Totals,1/1/2016,19,41171.12,41449.41,0.68%
Totals,1/1/2016,20,40902.00,40855.22,0.11%
Totals,1/1/2016,21,40525.08,40108.27,1.03%
Totals,1/1/2016,22,39774.84,39591.43,0.46%
Totals,1/1/2016,23,38564.48,38026.47,1.40%
Totals,1/1/2016,24,37005.23,36215.73,2.13%
Coast,1/2/2016,1,9390.00,9147.52,2.58%
Coast,1/2/2016,2,9159.56,8930.99,2.50%
Coast,1/2/2016,3,9029.29,8835.20,2.15%
Coast,1/2/2016,4,8926.23,8936.02,0.11%
Coast,1/2/2016,5,9000.16,8995.32,0.05%
Coast,1/2/2016,6,9186.96,9171.35,0.17%
Coast,1/2/2016,7,9453.05,9805.76,3.73%
Coast,1/2/2016,8,9741.22,9983.17,2.48%
Coast,1/2/2016,9,10013.36,10416.69,4.03%
Coast,1/2/2016,10,10340.05,10642.33,2.92%
Coast,1/2/2016,11,10507.99,10524.04,0.15%
Coast,1/2/2016,12,10603.69,10202.30,3.79%
Coast,1/2/2016,13,10564.30,10075.70,4.62%
Coast,1/2/2016,14,10341.78,9931.29,3.97%
Coast,1/2/2016,15,10071.92,9704.26,3.65%
Coast,1/2/2016,16,9944.17,9773.42,1.72%
Coast,1/2/2016,17,9999.25,9724.06,2.75%
Coast,1/2/2016,18,10511.79,10300.71,2.01%
Coast,1/2/2016,19,10822.62,10947.43,1.15%
Coast,1/2/2016,20,10743.64,10698.78,0.42%
Coast,1/2/2016,21,10643.72,10773.20,1.22%
Coast,1/2/2016,22,10445.64,10557.88,1.07%
Coast,1/2/2016,23,10095.25,10179.93,0.84%
Coast,1/2/2016,24,9695.16,9773.05,0.80%
East,1/2/2016,1,1228.11,1250.36,1.81%
East,1/2/2016,2,1209.69,1236.20,2.19%
East,1/2/2016,3,1199.58,1218.00,1.54%
East,1/2/2016,4,1191.55,1219.61,2.35%
East,1/2/2016,5,1201.69,1234.67,2.74%
East,1/2/2016,6,1244.92,1269.14,1.95%
East,1/2/2016,7,1290.69,1313.79,1.79%
East,1/2/2016,8,1328.22,1390.89,4.72%
East,1/2/2016,9,1360.03,1446.61,6.37%
East,1/2/2016,10,1399.70,1444.83,3.22%
East,1/2/2016,11,1407.66,1393.02,1.04%
East,1/2/2016,12,1376.46,1330.71,3.32%
East,1/2/2016,13,1327.75,1290.58,2.80%
East,1/2/2016,14,1278.13,1247.11,2.43%
East,1/2/2016,15,1249.73,1212.91,2.95%
East,1/2/2016,16,1231.67,1196.96,2.82%
East,1/2/2016,17,1249.78,1211.93,3.03%
East,1/2/2016,18,1319.15,1264.69,4.13%
East,1/2/2016,19,1367.18,1348.43,1.37%
East,1/2/2016,20,1363.05,1344.22,1.38%
East,1/2/2016,21,1354.95,1316.16,2.86%
East,1/2/2016,22,1319.30,1306.98,0.93%
East,1/2/2016,23,1262.52,1254.59,0.63%
East,1/2/2016,24,1198.36,1197.91,0.04%
West,1/2/2016,1,1149.69,1067.38,7.16%
West,1/2/2016,2,1133.64,1047.49,7.60%
West,1/2/2016,3,1126.80,1038.08,7.87%
West,1/2/2016,4,1128.64,1054.80,6.54%
West,1/2/2016,5,1140.57,1061.27,6.95%
West,1/2/2016,6,1168.71,1086.67,7.02%
West,1/2/2016,7,1199.26,1128.07,5.94%
West,1/2/2016,8,1246.95,1177.11,5.60%
West,1/2/2016,9,1292.59,1263.23,2.27%
West,1/2/2016,10,1325.64,1282.69,3.24%
West,1/2/2016,11,1329.03,1267.90,4.60%
West,1/2/2016,12,1312.02,1241.99,5.34%
West,1/2/2016,13,1280.61,1195.17,6.67%
West,1/2/2016,14,1243.31,1175.70,5.44%
West,1/2/2016,15,1216.82,1182.19,2.85%
West,1/2/2016,16,1214.52,1172.71,3.44%
West,1/2/2016,17,1228.04,1187.00,3.34%
West,1/2/2016,18,1263.53,1215.50,3.80%
West,1/2/2016,19,1307.62,1256.47,3.91%
West,1/2/2016,20,1299.95,1231.61,5.26%
West,1/2/2016,21,1269.14,1217.67,4.06%
West,1/2/2016,22,1231.98,1186.39,3.70%
West,1/2/2016,23,1180.45,1114.92,5.55%
West,1/2/2016,24,1132.90,1080.29,4.64%
FarWest,1/2/2016,1,2153.87,2110.45,2.02%
FarWest,1/2/2016,2,2133.04,2047.28,4.02%
FarWest,1/2/2016,3,2122.48,2059.75,2.96%
FarWest,1/2/2016,4,2114.91,2061.77,2.51%
FarWest,1/2/2016,5,2121.81,2085.42,1.72%
FarWest,1/2/2016,6,2131.03,2129.56,0.07%
FarWest,1/2/2016,7,2137.87,2144.73,0.32%
FarWest,1/2/2016,8,2168.93,2151.49,0.80%
FarWest,1/2/2016,9,2176.29,2153.41,1.05%
FarWest,1/2/2016,10,2204.00,2196.23,0.35%
FarWest,1/2/2016,11,2201.50,2179.80,0.99%
FarWest,1/2/2016,12,2181.61,2184.03,0.11%
FarWest,1/2/2016,13,2147.36,2167.40,0.93%
FarWest,1/2/2016,14,2112.23,2154.91,2.02%
FarWest,1/2/2016,15,2098.11,2085.57,0.60%
FarWest,1/2/2016,16,2095.28,2118.10,1.09%
FarWest,1/2/2016,17,2103.94,2122.75,0.89%
FarWest,1/2/2016,18,2137.85,2147.20,0.44%
FarWest,1/2/2016,19,2196.04,2199.43,0.15%
FarWest,1/2/2016,20,2196.82,2194.11,0.12%
FarWest,1/2/2016,21,2172.94,2200.16,1.25%
FarWest,1/2/2016,22,2138.26,2179.35,1.92%
FarWest,1/2/2016,23,2091.87,2130.57,1.85%
FarWest,1/2/2016,24,2049.47,2053.05,0.17%
North,1/2/2016,1,783.12,783.78,0.08%
North,1/2/2016,2,774.93,779.64,0.61%
North,1/2/2016,3,771.67,783.40,1.52%
North,1/2/2016,4,769.04,782.16,1.71%
North,1/2/2016,5,775.20,748.59,3.43%
North,1/2/2016,6,790.91,768.28,2.86%
North,1/2/2016,7,811.69,789.17,2.77%
North,1/2/2016,8,839.65,812.95,3.18%
North,1/2/2016,9,860.28,883.10,2.65%
North,1/2/2016,10,881.02,856.25,2.81%
North,1/2/2016,11,885.88,891.47,0.63%
North,1/2/2016,12,869.32,836.35,3.79%
North,1/2/2016,13,839.52,823.64,1.89%
North,1/2/2016,14,816.22,810.58,0.69%
North,1/2/2016,15,796.55,783.19,1.68%
North,1/2/2016,16,784.08,795.43,1.45%
North,1/2/2016,17,795.36,800.22,0.61%
North,1/2/2016,18,826.22,804.85,2.59%
North,1/2/2016,19,858.24,875.35,1.99%
North,1/2/2016,20,858.93,884.38,2.96%
North,1/2/2016,21,848.33,876.67,3.34%
North,1/2/2016,22,837.39,838.47,0.13%
North,1/2/2016,23,817.26,845.25,3.42%
North,1/2/2016,24,790.76,810.08,2.44%
NorthCentral,1/2/2016,1,11700.07,11521.37,1.53%
NorthCentral,1/2/2016,2,11399.38,11291.03,0.95%
NorthCentral,1/2/2016,3,11193.16,11026.50,1.49%
NorthCentral,1/2/2016,4,11100.45,11071.33,0.26%
NorthCentral,1/2/2016,5,11191.66,11266.77,0.67%
NorthCentral,1/2/2016,6,11500.35,12018.30,4.50%
NorthCentral,1/2/2016,7,11959.85,12206.78,2.06%
NorthCentral,1/2/2016,8,12438.12,12991.02,4.45%
NorthCentral,1/2/2016,9,12863.13,13454.83,4.60%
NorthCentral,1/2/2016,10,13276.69,13969.21,5.22%
NorthCentral,1/2/2016,11,13397.50,13849.89,3.38%
NorthCentral,1/2/2016,12,13135.91,13246.97,0.85%
NorthCentral,1/2/2016,13,12766.25,12737.37,0.23%
NorthCentral,1/2/2016,14,12301.02,12831.01,4.31%
NorthCentral,1/2/2016,15,11973.58,12373.29,3.34%
NorthCentral,1/2/2016,16,11898.00,12330.83,3.64%
NorthCentral,1/2/2016,17,12008.58,12294.08,2.38%
NorthCentral,1/2/2016,18,12707.89,12891.49,1.44%
NorthCentral,1/2/2016,19,13124.37,13089.89,0.26%
NorthCentral,1/2/2016,20,12999.94,13436.85,3.36%
NorthCentral,1/2/2016,21,12818.38,12733.54,0.66%
NorthCentral,1/2/2016,22,12494.81,12349.83,1.16%
NorthCentral,1/2/2016,23,12006.71,12242.00,1.96%
NorthCentral,1/2/2016,24,11399.53,11269.75,1.14%
South,1/2/2016,1,3355.61,3116.21,7.13%
South,1/2/2016,2,3266.45,2997.85,8.22%
South,1/2/2016,3,3188.69,2988.95,6.26%
South,1/2/2016,4,3161.51,3090.17,2.26%
South,1/2/2016,5,3179.93,3082.17,3.07%
South,1/2/2016,6,3264.36,3216.83,1.46%
South,1/2/2016,7,3390.77,3483.31,2.73%
South,1/2/2016,8,3496.28,3566.07,2.00%
South,1/2/2016,9,3641.92,3672.00,0.83%
South,1/2/2016,10,3833.46,3617.27,5.64%
South,1/2/2016,11,3985.86,3621.43,9.14%
South,1/2/2016,12,4071.91,3548.75,12.85%
South,1/2/2016,13,4092.78,3333.21,18.56%
South,1/2/2016,14,4062.78,3146.87,22.54%
South,1/2/2016,15,4023.90,3246.94,19.31%
South,1/2/2016,16,4007.23,3084.38,23.03%
South,1/2/2016,17,4038.66,3079.23,23.76%
South,1/2/2016,18,4121.06,3352.67,18.65%
South,1/2/2016,19,4271.86,3677.06,13.92%
South,1/2/2016,20,4264.46,3763.59,11.75%
South,1/2/2016,21,4231.84,3686.90,12.88%
South,1/2/2016,22,4165.91,3796.73,8.86%
South,1/2/2016,23,4050.79,3440.15,15.07%
South,1/2/2016,24,3901.52,3458.25,11.36%
SouthCentral,1/2/2016,1,5879.10,5557.50,5.47%
SouthCentral,1/2/2016,2,5674.94,5396.87,4.90%
SouthCentral,1/2/2016,3,5559.24,5302.83,4.61%
SouthCentral,1/2/2016,4,5514.88,5283.03,4.20%
SouthCentral,1/2/2016,5,5569.08,5325.48,4.37%
SouthCentral,1/2/2016,6,5729.82,5535.83,3.39%
SouthCentral,1/2/2016,7,6000.95,5841.18,2.66%
SouthCentral,1/2/2016,8,6297.85,6290.39,0.12%
SouthCentral,1/2/2016,9,6530.96,6743.88,3.26%
SouthCentral,1/2/2016,10,6843.00,6812.73,0.44%
SouthCentral,1/2/2016,11,7033.59,6671.10,5.15%
SouthCentral,1/2/2016,12,7044.63,6516.99,7.49%
SouthCentral,1/2/2016,13,7002.37,6363.48,9.12%
SouthCentral,1/2/2016,14,6881.00,6251.01,9.16%
SouthCentral,1/2/2016,15,6786.28,6138.87,9.54%
SouthCentral,1/2/2016,16,6746.03,6189.08,8.26%
SouthCentral,1/2/2016,17,6819.72,6239.98,8.50%
SouthCentral,1/2/2016,18,7130.81,6542.67,8.25%
SouthCentral,1/2/2016,19,7374.89,6816.09,7.58%
SouthCentral,1/2/2016,20,7333.38,6849.33,6.60%
SouthCentral,1/2/2016,21,7230.15,6714.74,7.13%
SouthCentral,1/2/2016,22,7026.44,6533.46,7.02%
SouthCentral,1/2/2016,23,6709.73,6151.58,8.32%
SouthCentral,1/2/2016,24,6344.03,5869.43,7.48%
Totals,1/2/2016,1,35639.57,34554.57,3.04%
Totals,1/2/2016,2,34751.64,33727.34,2.95%
Totals,1/2/2016,3,34190.90,33252.72,2.74%
Totals,1/2/2016,4,33907.22,33498.89,1.20%
Totals,1/2/2016,5,34180.10,33799.70,1.11%
Totals,1/2/2016,6,35017.07,35195.97,0.51%
Totals,1/2/2016,7,36244.13,36712.80,1.29%
Totals,1/2/2016,8,37557.22,38363.08,2.15%
Totals,1/2/2016,9,38738.56,40033.75,3.34%
Totals,1/2/2016,10,40103.55,40821.55,1.79%
Totals,1/2/2016,11,40749.02,40398.65,0.86%
Totals,1/2/2016,12,40595.55,39108.08,3.66%
Totals,1/2/2016,13,40020.95,37986.55,5.08%
Totals,1/2/2016,14,39036.46,37548.49,3.81%
Totals,1/2/2016,15,38216.90,36727.22,3.90%
Totals,1/2/2016,16,37920.98,36660.90,3.32%
Totals,1/2/2016,17,38243.33,36659.26,4.14%
Totals,1/2/2016,18,40018.30,38519.78,3.74%
Totals,1/2/2016,19,41322.82,40210.14,2.69%
Totals,1/2/2016,20,41060.16,40402.88,1.60%
Totals,1/2/2016,21,40569.46,39519.06,2.59%
Totals,1/2/2016,22,39659.74,38749.11,2.30%
Totals,1/2/2016,23,38214.59,37358.99,2.24%
Totals,1/2/2016,24,36511.74,35511.80,2.74%
Coast,1/3/2016,1,9316.84,9106.52,2.26%
Coast,1/3/2016,2,9091.16,8994.76,1.06%
Coast,1/3/2016,3,8966.94,8919.79,0.53%
Coast,1/3/2016,4,8921.58,8981.64,0.67%
Coast,1/3/2016,5,8967.51,9199.98,2.59%
Coast,1/3/2016,6,9148.76,9640.78,5.38%
Coast,1/3/2016,7,9416.24,9822.68,4.32%
Coast,1/3/2016,8,9573.36,10198.44,6.53%
Coast,1/3/2016,9,9750.02,10690.71,9.65%
Coast,1/3/2016,10,9826.86,10498.59,6.84%
Coast,1/3/2016,11,9717.27,10313.02,6.13%
Coast,1/3/2016,12,9545.04,9958.14,4.33%
Coast,1/3/2016,13,9331.89,9893.39,6.02%
Coast,1/3/2016,14,9113.02,9413.21,3.29%
Coast,1/3/2016,15,8946.62,9525.52,6.47%
Coast,1/3/2016,16,8864.18,9372.43,5.73%
Coast,1/3/2016,17,8870.71,9291.02,4.74%
Coast,1/3/2016,18,9323.37,9480.57,1.69%
Coast,1/3/2016,19,9999.16,9988.26,0.11%
Coast,1/3/2016,20,10123.51,10157.11,0.33%
Coast,1/3/2016,21,10121.98,10355.19,2.30%
Coast,1/3/2016,22,9977.99,10088.18,1.10%
Coast,1/3/2016,23,9654.42,9898.17,2.52%
Coast,1/3/2016,24,9266.08,9459.85,2.09%
East,1/3/2016,1,1145.73,1164.50,1.64%
East,1/3/2016,2,1119.08,1149.15,2.69%
East,1/3/2016,3,1102.14,1139.12,3.36%
East,1/3/2016,4,1106.65,1153.74,4.26%
East,1/3/2016,5,1128.35,1184.83,5.01%
East,1/3/2016,6,1172.15,1224.83,4.49%
East,1/3/2016,7,1229.20,1308.06,6.42%
East,1/3/2016,8,1286.31,1385.86,7.74%
East,1/3/2016,9,1312.03,1407.41,7.27%
East,1/3/2016,10,1260.84,1329.10,5.41%
East,1/3/2016,11,1179.03,1290.00,9.41%
East,1/3/2016,12,1113.71,1220.99,9.63%
East,1/3/2016,13,1077.53,1168.76,8.47%
East,1/3/2016,14,1049.16,1126.88,7.41%
East,1/3/2016,15,1019.13,1092.72,7.22%
East,1/3/2016,16,1010.11,1081.66,7.08%
East,1/3/2016,17,1032.50,1101.11,6.65%
East,1/3/2016,18,1127.10,1177.14,4.44%
East,1/3/2016,19,1245.61,1287.24,3.34%
East,1/3/2016,20,1287.93,1329.80,3.25%
East,1/3/2016,21,1295.52,1361.82,5.12%
East,1/3/2016,22,1287.00,1361.96,5.82%
East,1/3/2016,23,1238.66,1321.74,6.71%
East,1/3/2016,24,1188.78,1263.43,6.28%
West,1/3/2016,1,1089.57,1095.17,0.51%
West,1/3/2016,2,1076.95,1068.23,0.81%
West,1/3/2016,3,1068.38,1058.45,0.93%
West,1/3/2016,4,1068.39,1066.31,0.20%
West,1/3/2016,5,1086.86,1089.66,0.26%
West,1/3/2016,6,1122.00,1119.72,0.20%
West,1/3/2016,7,1177.66,1136.86,3.46%
West,1/3/2016,8,1232.28,1195.83,2.96%
West,1/3/2016,9,1233.31,1245.44,0.98%
West,1/3/2016,10,1209.46,1230.78,1.76%
West,1/3/2016,11,1163.68,1194.66,2.66%
West,1/3/2016,12,1109.46,1128.48,1.71%
West,1/3/2016,13,1026.22,1081.97,5.43%
West,1/3/2016,14,992.26,1046.09,5.42%
West,1/3/2016,15,969.81,1010.08,4.15%
West,1/3/2016,16,957.87,1006.03,5.03%
West,1/3/2016,17,982.59,1022.91,4.10%
West,1/3/2016,18,1028.15,1079.09,4.95%
West,1/3/2016,19,1127.54,1158.61,2.76%
West,1/3/2016,20,1174.55,1183.51,0.76%
West,1/3/2016,21,1186.25,1184.56,0.14%
West,1/3/2016,22,1191.12,1160.43,2.58%
West,1/3/2016,23,1156.65,1122.64,2.94%
West,1/3/2016,24,1128.18,1101.25,2.39%
FarWest,1/3/2016,1,2021.71,2035.90,0.70%
FarWest,1/3/2016,2,1997.71,2021.04,1.17%
FarWest,1/3/2016,3,2007.91,2031.67,1.18%
