Date,Texas,TexasPredicted,TexasDelta,Coastal,CoastalPredicted,CoastalDelta,East,EastPredicted,EastDelta,Far West,FarWestPredicted,FarWestDelta,North,NorthPredicted,NorthDelta,North Cental,NorthCentralPredicted,NorthCentralDelta,South,SouthPredicted,SouthDelta,South Central,SouthCentralPredicted,SouthCentralDelta,West,WestPredicted,WestDelta
12/22/15 23:00:00,31650.90,31675.39,0.08%,9580.94,9956.84,3.92%,1116.08,1075.34,3.65%,2022.07,1947.71,3.68%,674.44,650.90,3.49%,9721.70,9478.09,2.51%,2731.24,2773.17,1.54%,4911.50,4903.75,0.16%,892.95,889.60,0.37%
12/23/15 00:00:00,29537.63,29136.57,1.36%,9029.27,8776.31,2.80%,1047.48,1014.85,3.12%,1991.19,1935.26,2.81%,650.80,635.94,2.28%,8954.48,8916.73,0.42%,2506.29,2518.39,0.48%,4516.51,4513.66,0.06%,841.60,825.43,1.92%
12/23/15 01:00:00,28193.09,28095.95,0.34%,8640.81,8724.80,0.97%,1005.21,997.78,0.74%,1965.86,1934.40,1.60%,627.43,618.21,1.47%,8477.26,8369.50,1.27%,2362.89,2347.38,0.66%,4296.19,4281.09,0.35%,817.44,822.79,0.65%
12/23/15 02:00:00,27401.71,27373.89,0.10%,8389.90,8454.53,0.77%,974.36,962.26,1.24%,1956.62,1925.63,1.58%,620.61,620.51,0.02%,8210.07,8224.71,0.18%,2275.65,2215.89,2.63%,4162.62,4153.15,0.23%,811.89,817.21,0.66%
12/23/15 03:00:00,27062.58,27174.61,0.41%,8242.73,8241.48,0.02%,960.99,949.40,1.21%,1950.20,1926.02,1.24%,619.74,612.57,1.16%,8107.94,8243.24,1.67%,2221.45,2212.18,0.42%,4144.58,4151.28,0.16%,814.95,838.44,2.88%
12/23/15 04:00:00,27374.70,27535.39,0.59%,8272.52,8408.98,1.65%,964.53,964.20,0.03%,1951.17,1943.49,0.39%,618.24,614.20,0.65%,8291.72,8389.61,1.18%,2218.87,2164.65,2.44%,4227.13,4206.36,0.49%,830.52,843.90,1.61%
12/23/15 05:00:00,28725.88,29170.22,1.55%,8600.40,8718.17,1.37%,1017.62,1013.94,0.36%,1959.96,1936.39,1.20%,642.67,640.30,0.37%,8813.96,9184.34,4.20%,2285.18,2256.92,1.24%,4536.04,4500.54,0.78%,870.05,919.62,5.70%
12/23/15 06:00:00,30918.13,32316.81,4.52%,9116.10,9461.06,3.78%,1083.63,1098.69,1.39%,1984.02,2023.38,1.98%,685.02,746.20,8.93%,9576.95,10315.42,7.71%,2455.37,2585.47,5.30%,5076.53,5068.06,0.17%,940.49,1018.53,8.30%
12/23/15 07:00:00,32356.41,33495.61,3.52%,9483.14,9734.42,2.65%,1146.96,1144.50,0.21%,2020.94,2030.68,0.48%,714.41,741.50,3.79%,10190.99,10741.02,5.40%,2527.98,2681.74,6.08%,5306.39,5314.60,0.15%,965.59,1107.14,14.66%
12/23/15 08:00:00,33298.99,33713.61,1.25%,9898.90,10052.16,1.55%,1192.23,1151.09,3.45%,2021.31,2008.85,0.62%,734.43,752.60,2.47%,10559.40,10733.97,1.65%,2612.25,2642.12,1.14%,5311.16,5297.16,0.26%,969.32,1075.66,10.97%
12/23/15 09:00:00,34493.10,34682.56,0.55%,10323.82,10221.71,0.99%,1241.54,1199.46,3.39%,2028.06,2038.96,0.54%,745.23,754.13,1.19%,10938.88,11250.62,2.85%,2762.77,2726.23,1.32%,5472.92,5444.17,0.53%,979.88,1047.27,6.88%
12/23/15 10:00:00,35538.68,35328.77,0.59%,10855.50,10579.51,2.54%,1281.94,1229.41,4.10%,2037.11,2048.16,0.54%,752.95,747.57,0.71%,11162.72,11364.23,1.81%,2914.14,2830.50,2.87%,5552.26,5501.45,0.92%,982.06,1027.95,4.67%
12/23/15 11:00:00,36280.57,35405.02,2.41%,11257.11,10725.67,4.72%,1257.78,1230.50,2.17%,2032.90,2028.45,0.22%,753.68,758.03,0.58%,11295.76,11275.81,0.18%,3072.57,2876.16,6.39%,5638.16,5494.62,2.55%,972.61,1015.77,4.44%
12/23/15 12:00:00,36668.30,35333.32,3.64%,11549.56,10789.59,6.58%,1256.87,1215.97,3.25%,2006.76,2012.54,0.29%,743.82,740.14,0.50%,11282.75,11138.01,1.28%,3203.15,2967.65,7.35%,5667.15,5478.79,3.32%,958.24,990.65,3.38%
12/23/15 13:00:00,37130.40,36179.73,2.56%,11836.58,11480.50,3.01%,1294.30,1221.76,5.61%,2001.96,2037.07,1.75%,737.89,736.53,0.18%,11242.20,11085.20,1.40%,3324.56,3134.20,5.73%,5741.10,5500.65,4.19%,951.79,983.82,3.37%
12/23/15 14:00:00,37325.46,35932.83,3.73%,12022.86,11341.97,5.66%,1307.67,1216.08,7.00%,1994.73,2030.34,1.78%,729.46,723.29,0.85%,11138.86,10958.88,1.62%,3391.14,3142.91,7.32%,5795.13,5543.29,4.35%,945.61,976.07,3.22%
12/23/15 15:00:00,37241.31,35841.41,3.76%,11998.04,11311.23,5.72%,1298.62,1200.83,7.53%,1990.37,2017.98,1.39%,730.17,726.13,0.55%,11041.74,10816.41,2.04%,3399.62,3228.02,5.05%,5840.18,5563.07,4.74%,942.58,977.74,3.73%
12/23/15 16:00:00,36642.49,35781.40,2.35%,11632.26,11201.68,3.70%,1262.92,1182.85,6.34%,1977.31,2037.98,3.07%,728.27,725.02,0.45%,10918.94,10825.09,0.86%,3321.98,3248.86,2.20%,5861.29,5582.82,4.75%,939.52,977.10,4.00%
12/23/15 17:00:00,36852.36,36054.60,2.16%,11462.17,11052.21,3.58%,1283.29,1190.58,7.22%,1966.35,1996.97,1.56%,748.41,749.25,0.11%,11290.37,11308.06,0.16%,3218.55,3167.91,1.57%,5934.47,5610.38,5.46%,948.75,979.24,3.21%
12/23/15 18:00:00,37764.67,36739.75,2.71%,11419.22,10935.68,4.23%,1314.24,1302.32,0.91%,2026.62,2049.02,1.11%,778.20,795.63,2.24%,11765.97,11650.83,0.98%,3279.19,3145.01,4.09%,6183.21,5817.77,5.91%,998.02,1043.50,4.56%
12/23/15 19:00:00,36743.41,36798.47,0.15%,10986.87,10919.21,0.62%,1241.76,1274.11,2.60%,2020.05,2055.30,1.74%,767.23,789.83,2.95%,11486.71,11699.00,1.85%,3172.27,3045.83,3.99%,6065.46,5947.96,1.94%,1003.04,1067.24,6.40%
12/23/15 20:00:00,35790.84,36128.43,0.94%,10677.72,10561.56,1.09%,1167.41,1235.05,5.79%,2011.26,2063.11,2.58%,764.49,782.36,2.34%,11220.54,11488.42,2.39%,3059.24,3062.90,0.12%,5901.21,5872.11,0.49%,988.97,1062.91,7.48%
12/23/15 21:00:00,34569.38,34844.74,0.80%,10297.20,10092.96,1.98%,1129.73,1222.35,8.20%,2005.19,2048.01,2.14%,752.24,761.46,1.23%,10866.96,11067.40,1.84%,2951.68,2964.45,0.43%,5602.55,5645.55,0.77%,963.84,1042.56,8.17%
12/23/15 22:00:00,32735.03,32647.02,0.27%,9743.21,9521.91,2.27%,1061.32,1114.91,5.05%,1978.01,2018.13,2.03%,719.63,731.33,1.63%,10251.02,10317.44,0.65%,2813.38,2767.37,1.64%,5243.94,5195.23,0.93%,924.53,980.71,6.08%
12/23/15 23:00:00,30462.93,30377.71,0.28%,9077.61,8866.56,2.32%,973.45,1007.76,3.52%,1947.57,1993.68,2.37%,688.05,685.91,0.31%,9482.09,9537.81,0.59%,2625.84,2532.64,3.55%,4788.07,4828.49,0.84%,880.25,924.88,5.07%
12/24/15 00:00:00,28453.24,29281.78,2.91%,8355.69,8558.72,2.43%,990.62,1028.81,3.85%,1857.39,1908.01,2.73%,654.04,653.65,0.06%,8806.04,8831.06,0.28%,2444.68,2504.24,2.44%,4443.02,4851.94,9.20%,901.76,945.34,4.83%
12/24/15 01:00:00,27200.67,28395.49,4.39%,7933.58,8139.52,2.60%,960.75,1007.07,4.82%,1831.64,1914.59,4.53%,640.89,652.53,1.82%,8413.73,8662.99,2.96%,2303.42,2383.53,3.48%,4229.33,4702.78,11.19%,887.33,932.47,5.09%
12/24/15 02:00:00,26478.65,27868.12,5.25%,7684.79,8004.76,4.16%,937.96,981.66,4.66%,1822.34,1880.54,3.19%,634.09,642.78,1.37%,8196.34,8619.76,5.17%,2213.41,2229.39,0.72%,4101.35,4577.64,11.61%,888.37,931.59,4.87%
12/24/15 03:00:00,26284.02,27674.47,5.29%,7592.99,7915.16,4.24%,914.91,967.09,5.70%,1826.85,1910.17,4.56%,631.17,625.13,0.96%,8154.37,8674.74,6.38%,2177.77,2105.64,3.31%,4091.84,4519.78,10.46%,894.12,956.75,7.00%
12/24/15 04:00:00,26583.92,28183.14,6.02%,7640.13,8072.82,5.66%,925.20,983.45,6.30%,1831.04,1913.54,4.51%,638.03,674.18,5.67%,8284.83,8873.42,7.10%,2169.74,2127.70,1.94%,4180.11,4563.43,9.17%,914.86,974.59,6.53%
12/24/15 05:00:00,27685.44,28858.55,4.24%,7887.04,8214.94,4.16%,944.03,1001.23,6.06%,1840.17,1909.32,3.76%,659.49,679.85,3.09%,8698.98,9040.55,3.93%,2213.36,2248.79,1.60%,4483.14,4751.97,6.00%,959.22,1011.89,5.49%
12/24/15 06:00:00,29368.88,30555.58,4.04%,8232.64,8748.52,6.27%,962.49,1028.31,6.84%,1836.63,1927.52,4.95%,690.69,724.20,4.85%,9336.81,9518.93,1.95%,2325.17,2475.45,6.46%,4951.54,5071.41,2.42%,1032.90,1061.23,2.74%
12/24/15 07:00:00,30571.93,31127.07,1.82%,8473.31,8886.86,4.88%,1052.63,1077.20,2.33%,1855.82,1935.87,4.31%,713.53,726.94,1.88%,9828.06,9789.78,0.39%,2397.56,2446.15,2.03%,5172.87,5172.00,0.02%,1078.16,1092.26,1.31%
12/24/15 08:00:00,31738.22,32712.52,3.07%,8911.80,9242.95,3.72%,1114.79,1088.71,2.34%,1861.98,1973.71,6.00%,731.45,767.44,4.92%,10279.55,10842.40,5.48%,2526.29,2506.74,0.77%,5244.26,5195.32,0.93%,1068.11,1095.24,2.54%
12/24/15 09:00:00,32868.40,33280.13,1.25%,9481.51,9726.86,2.59%,1153.43,1105.64,4.14%,1872.50,1959.12,4.63%,735.49,758.25,3.09%,10554.69,10708.98,1.46%,2707.08,2692.25,0.55%,5322.55,5291.94,0.58%,1041.14,1037.09,0.39%
12/24/15 10:00:00,33687.74,33967.81,0.83%,9978.41,10274.73,2.97%,1166.74,1115.60,4.38%,1867.08,1966.38,5.32%,730.74,752.54,2.98%,10710.89,10746.59,0.33%,2887.02,2854.71,1.12%,5332.61,5252.91,1.49%,1014.25,1004.34,0.98%
12/24/15 11:00:00,34152.33,33984.22,0.49%,10339.17,10468.54,1.25%,1171.21,1117.00,4.63%,1863.25,1903.26,2.15%,720.41,727.00,0.92%,10721.81,10598.95,1.15%,3052.54,2967.45,2.79%,5307.65,5220.63,1.64%,976.30,981.38,0.52%
12/24/15 12:00:00,34473.02,34270.88,0.59%,10611.23,10827.32,2.04%,1159.88,1109.49,4.34%,1853.47,1915.96,3.37%,706.58,705.12,0.21%,10716.63,10450.60,2.48%,3204.93,3119.22,2.67%,5270.59,5173.18,1.85%,949.71,969.99,2.13%
12/24/15 13:00:00,34945.52,34134.02,2.32%,10925.66,10842.80,0.76%,1166.05,1107.31,5.04%,1857.98,1887.15,1.57%,705.26,689.18,2.28%,10703.27,10330.49,3.48%,3363.23,3130.30,6.93%,5290.03,5186.35,1.96%,934.04,960.45,2.83%
12/24/15 14:00:00,35210.54,34161.84,2.98%,11051.05,10830.74,1.99%,1133.74,1085.90,4.22%,1865.48,1871.12,0.30%,698.61,683.89,2.11%,10710.64,10284.30,3.98%,3497.42,3279.01,6.24%,5329.95,5175.94,2.89%,923.65,950.96,2.96%
12/24/15 15:00:00,35452.71,34474.86,2.76%,11136.16,11111.59,0.22%,1105.30,1074.76,2.76%,1882.01,1899.52,0.93%,708.25,692.88,2.17%,10720.92,10208.61,4.78%,3571.34,3336.21,6.58%,5401.64,5200.51,3.72%,927.10,950.78,2.55%
12/24/15 16:00:00,35480.37,34464.55,2.86%,11058.90,11154.35,0.86%,1102.04,1079.52,2.04%,1890.60,1888.00,0.14%,701.79,677.42,3.47%,10793.88,10118.14,6.26%,3550.51,3368.74,5.12%,5455.05,5226.86,4.18%,927.61,951.53,2.58%
12/24/15 17:00:00,36244.32,35243.03,2.76%,11376.78,11193.70,1.61%,1145.98,1123.43,1.97%,1895.75,1914.64,1.00%,724.76,739.71,2.06%,11088.63,10753.23,3.02%,3485.24,3189.28,8.49%,5592.61,5355.92,4.23%,934.57,973.12,4.12%
12/24/15 18:00:00,36959.63,36400.98,1.51%,11427.55,11269.61,1.38%,1230.56,1181.08,4.02%,1923.87,1990.42,3.46%,743.44,774.61,4.19%,11332.48,11181.53,1.33%,3464.36,3399.31,1.88%,5856.92,5584.19,4.66%,980.46,1020.23,4.06%
12/24/15 19:00:00,35874.06,35880.62,0.02%,11158.81,10951.79,1.86%,1139.40,1138.78,0.05%,1906.16,1986.39,4.21%,730.64,768.53,5.19%,10939.30,11179.65,2.20%,3266.78,3264.97,0.06%,5758.58,5559.13,3.46%,974.40,1031.39,5.85%
12/24/15 20:00:00,34885.55,35297.50,1.18%,10936.92,10809.77,1.16%,1105.65,1113.55,0.71%,1892.58,1964.67,3.81%,729.08,782.12,7.27%,10586.28,10997.14,3.88%,3079.69,3145.75,2.15%,5591.23,5446.04,2.60%,964.12,1038.47,7.71%
12/24/15 21:00:00,33987.02,35038.42,3.09%,10713.67,10840.88,1.19%,1126.15,1108.43,1.57%,1887.44,1972.77,4.52%,725.88,786.72,8.38%,10269.70,10951.22,6.64%,2933.60,3022.71,3.04%,5378.28,5312.00,1.23%,952.31,1043.69,9.60%
12/24/15 22:00:00,32764.13,33240.13,1.45%,10398.54,10417.63,0.18%,1097.58,1082.60,1.36%,1879.87,1954.24,3.96%,711.52,746.41,4.90%,9874.08,10005.33,1.33%,2804.94,2882.48,2.76%,5070.17,5114.05,0.87%,927.44,1037.38,11.85%
12/24/15 23:00:00,31208.51,31751.89,1.74%,9957.16,9916.13,0.41%,1034.65,1033.66,0.10%,1872.38,1955.23,4.42%,692.60,732.47,5.76%,9322.84,9537.81,2.31%,2687.12,2699.93,0.48%,4741.65,4855.06,2.39%,900.12,1021.60,13.50%
12/25/15 00:00:00,29630.69,30235.97,2.04%,9525.37,9355.68,1.78%,904.78,979.20,8.22%,1885.19,1943.40,3.09%,666.86,686.54,2.95%,8767.80,9060.25,3.34%,2605.31,2614.75,0.36%,4413.14,4620.03,4.69%,862.24,976.12,13.21%
12/25/15 01:00:00,28486.79,29203.38,2.52%,9144.44,9028.19,1.27%,859.69,951.51,10.68%,1873.74,1999.96,6.74%,654.71,677.69,3.51%,8411.54,8662.99,2.99%,2501.49,2430.69,2.83%,4192.51,4494.34,7.20%,848.68,958.01,12.88%
12/25/15 02:00:00,27650.28,28745.54,3.96%,8840.36,8587.07,2.87%,825.40,934.50,13.22%,1871.96,2013.81,7.58%,650.13,694.26,6.79%,8212.75,8818.82,7.38%,2386.83,2354.98,1.33%,4017.31,4373.74,8.87%,845.55,968.36,14.52%
12/25/15 03:00:00,27211.92,28136.63,3.40%,8636.92,8345.87,3.37%,810.67,935.40,15.39%,1876.58,1975.14,5.25%,652.08,686.56,5.29%,8165.54,8674.74,6.24%,2307.97,2224.55,3.61%,3912.55,4334.67,10.79%,849.61,959.72,12.96%
12/25/15 04:00:00,27234.16,28668.71,5.27%,8545.30,8468.16,0.90%,797.35,940.86,18.00%,1893.10,1977.29,4.45%,662.93,706.40,6.56%,8294.61,9043.94,9.03%,2273.72,2176.80,4.26%,3894.57,4357.61,11.89%,872.59,997.65,14.33%
12/25/15 05:00:00,27798.42,29151.47,4.87%,8587.51,8306.25,3.28%,813.01,964.39,18.62%,1911.87,2031.67,6.27%,687.38,750.39,9.17%,8627.63,9261.30,7.34%,2282.17,2248.79,1.46%,3980.85,4545.74,14.19%,908.00,1042.93,14.86%
12/25/15 06:00:00,28821.24,30507.20,5.85%,8714.20,8748.52,0.39%,847.07,992.51,17.17%,1946.20,2018.37,3.71%,719.77,821.17,14.09%,9166.67,9518.93,3.84%,2331.31,2475.45,6.18%,4151.36,4848.26,16.79%,944.65,1083.99,14.75%
12/25/15 07:00:00,29801.65,31147.83,4.52%,8790.41,8886.86,1.10%,886.38,1043.97,17.78%,1968.56,2035.99,3.43%,756.19,823.05,8.84%,9734.70,9789.78,0.57%,2331.97,2446.15,4.90%,4356.62,5025.95,15.36%,976.83,1096.07,12.21%
12/25/15 08:00:00,31047.69,33363.42,7.46%,9156.70,9242.95,0.94%,935.38,1085.02,16.00%,1974.04,2076.79,5.21%,771.70,820.45,6.32%,10179.79,11352.24,11.52%,2428.07,2506.74,3.24%,4598.94,5172.09,12.46%,1003.06,1107.13,10.38%
12/25/15 09:00:00,32287.39,33701.08,4.38%,9778.80,9726.86,0.53%,981.02,1111.37,13.29%,1958.75,2049.80,4.65%,761.72,786.95,3.31%,10335.02,10869.05,5.17%,2611.25,2692.25,3.10%,4851.65,5370.99,10.70%,1009.19,1093.80,8.38%
12/25/15 10:00:00,33235.00,34355.57,3.37%,10439.95,10274.73,1.58%,1014.32,1114.57,9.88%,1946.21,1997.37,2.63%,744.43,794.39,6.71%,10275.31,10830.05,5.40%,2808.44,2869.67,2.18%,5013.51,5389.78,7.51%,992.84,1085.02,9.28%
12/25/15 11:00:00,34032.97,34110.55,0.23%,11147.72,10468.54,6.09%,1034.49,1115.67,7.85%,1929.31,1910.26,0.99%,719.65,746.61,3.75%,10163.78,10543.15,3.73%,2982.38,2960.08,0.75%,5091.46,5332.45,4.73%,964.18,1033.80,7.22%
12/25/15 12:00:00,34286.87,34396.92,0.32%,11525.31,10884.99,5.56%,1035.91,1106.63,6.83%,1915.82,1915.96,0.01%,688.61,710.92,3.24%,10011.38,10450.60,4.39%,3113.01,3073.64,1.26%,5061.32,5257.50,3.88%,935.50,996.67,6.54%
12/25/15 13:00:00,34167.32,34604.10,1.28%,11663.76,11308.47,3.05%,1030.76,1102.46,6.96%,1894.76,1887.15,0.40%,661.81,686.40,3.71%,9784.39,10330.49,5.58%,3207.21,3124.97,2.56%,5009.64,5207.98,3.96%,914.99,956.19,4.50%
12/25/15 14:00:00,33945.71,34762.56,2.41%,11693.32,11473.24,1.88%,1028.22,1090.20,6.03%,1878.01,1871.12,0.37%,646.56,686.02,6.10%,9598.22,10284.30,7.15%,3268.62,3226.17,1.30%,4946.13,5190.02,4.93%,886.64,941.51,6.19%
12/25/15 15:00:00,33592.51,34453.68,2.56%,11548.19,11111.59,3.78%,1025.50,1079.33,5.25%,1867.40,1899.52,1.72%,639.67,691.42,8.09%,9459.37,10208.61,7.92%,3279.50,3336.21,1.73%,4903.98,5193.54,5.90%,868.88,933.46,7.43%
12/25/15 16:00:00,33184.38,34391.99,3.64%,11258.53,11154.35,0.93%,1025.96,1079.80,5.25%,1857.34,1888.00,1.65%,642.68,677.42,5.41%,9442.39,10118.14,7.16%,3208.96,3320.87,3.49%,4889.83,5224.26,6.84%,858.69,929.15,8.20%
12/25/15 17:00:00,33950.02,35023.94,3.16%,11302.38,11186.26,1.03%,1075.04,1116.79,3.88%,1870.59,1912.12,2.22%,674.68,736.76,9.20%,9955.67,10542.97,5.90%,3139.37,3189.28,1.59%,5049.75,5391.98,6.78%,882.53,947.78,7.39%
12/25/15 18:00:00,35027.63,36202.78,3.35%,11434.03,11269.61,1.44%,1121.99,1168.09,4.11%,1934.03,1970.75,1.90%,702.17,744.12,5.97%,10340.21,11130.45,7.64%,3233.39,3351.74,3.66%,5332.80,5585.99,4.75%,929.02,982.02,5.71%
12/25/15 19:00:00,34734.44,35500.90,2.21%,11296.44,11013.57,2.50%,1112.07,1132.44,1.83%,1954.55,1954.10,0.02%,703.58,729.51,3.69%,10258.25,10894.07,6.20%,3198.75,3286.25,2.74%,5275.74,5500.77,4.27%,935.06,990.18,5.90%
12/25/15 20:00:00,34337.56,34791.74,1.32%,11188.26,10886.84,2.69%,1097.44,1117.15,1.80%,1958.33,1964.67,0.32%,699.63,728.07,4.06%,10128.40,10553.79,4.20%,3143.65,3175.21,1.00%,5190.42,5382.24,3.70%,931.42,983.78,5.62%
12/25/15 21:00:00,33705.15,34458.98,2.24%,10988.58,10854.49,1.22%,1073.53,1112.85,3.66%,1957.37,1952.28,0.26%,685.84,707.03,3.09%,9918.73,10556.34,6.43%,3080.00,3093.96,0.45%,5083.98,5216.94,2.62%,917.11,965.10,5.23%
12/25/15 22:00:00,32608.64,32857.84,0.76%,10640.60,10446.54,1.82%,1040.13,1088.31,4.63%,1942.09,1936.28,0.30%,665.50,680.31,2.23%,9529.61,9817.86,3.02%,3002.69,2958.28,1.48%,4900.85,5000.68,2.04%,887.16,929.57,4.78%
12/25/15 23:00:00,30964.47,31361.08,1.28%,10153.69,9972.92,1.78%,982.37,1044.96,6.37%,1920.57,1916.67,0.20%,638.25,640.99,0.43%,8946.57,9214.96,3.00%,2847.23,2842.71,0.16%,4628.46,4827.40,4.30%,847.34,900.48,6.27%
12/26/15 00:00:00,29342.43,29671.98,1.12%,9670.12,9355.71,3.25%,930.45,956.20,2.77%,1877.93,1890.82,0.69%,598.87,635.07,6.05%,8349.42,8626.95,3.32%,2710.77,2645.17,2.42%,4376.81,4706.66,7.54%,828.06,855.40,3.30%
12/26/15 01:00:00,28169.50,28596.81,1.52%,9291.83,9026.89,2.85%,899.90,927.59,3.08%,1856.44,1875.93,1.05%,582.39,601.66,3.31%,7945.43,8250.16,3.84%,2586.51,2551.69,1.35%,4199.29,4531.17,7.90%,807.70,831.72,2.97%
12/26/15 02:00:00,27419.55,27716.42,1.08%,9024.12,8719.81,3.37%,875.37,893.60,2.08%,1839.93,1862.36,1.22%,575.73,603.84,4.88%,7711.03,8053.50,4.44%,2509.53,2432.09,3.09%,4083.62,4332.53,6.10%,800.22,818.70,2.31%
12/26/15 03:00:00,27032.39,27505.00,1.75%,8864.74,8589.92,3.10%,858.56,884.11,2.97%,1834.30,1873.74,2.15%,572.79,584.15,1.98%,7615.53,8052.50,5.74%,2456.00,2388.42,2.75%,4032.80,4319.90,7.12%,797.66,812.27,1.83%
12/26/15 04:00:00,27021.13,27493.36,1.75%,8819.34,8560.41,2.94%,847.16,872.39,2.98%,1845.70,1900.68,2.98%,579.96,591.63,2.01%,7657.17,8114.50,5.97%,2431.08,2263.76,6.88%,4036.94,4369.78,8.24%,803.79,820.21,2.04%
12/26/15 05:00:00,27535.39,27874.26,1.23%,8911.84,8771.26,1.58%,878.06,895.24,1.96%,1856.94,1893.29,1.96%,597.94,618.23,3.39%,7871.86,8159.69,3.66%,2454.03,2330.47,5.04%,4140.71,4374.76,5.65%,824.02,831.32,0.89%
12/26/15 06:00:00,28471.04,28806.01,1.18%,9109.99,8858.93,2.76%,909.57,923.15,1.49%,1869.17,1931.80,3.35%,616.83,664.22,7.68%,8254.78,8690.53,5.28%,2521.10,2386.94,5.32%,4335.88,4492.90,3.62%,853.72,857.54,0.45%
12/26/15 07:00:00,29448.88,29692.43,0.83%,9243.02,9035.97,2.24%,941.77,951.73,1.06%,1902.94,1938.93,1.89%,646.89,663.24,2.53%,8686.78,9117.92,4.96%,2559.39,2428.46,5.12%,4572.52,4666.73,2.06%,895.58,889.46,0.68%
12/26/15 08:00:00,30737.64,30762.51,0.08%,9502.56,9160.22,3.60%,998.14,1002.30,0.42%,1914.39,1951.08,1.92%,671.82,708.33,5.44%,9182.12,9507.97,3.55%,2678.72,2610.37,2.55%,4861.73,4907.98,0.95%,928.17,914.24,1.50%
12/26/15 09:00:00,32575.21,32718.54,0.44%,9942.59,9625.79,3.19%,1062.36,1054.63,0.73%,1943.37,1969.55,1.35%,698.11,698.05,0.01%,9871.51,10405.93,5.41%,2902.07,2799.49,3.53%,5201.86,5226.84,0.48%,953.33,938.27,1.58%
12/26/15 10:00:00,34239.02,33612.75,1.83%,10420.29,9937.68,4.63%,1109.69,1081.03,2.58%,1962.28,2015.96,2.74%,721.60,712.35,1.28%,10451.51,10622.34,1.63%,3124.77,2869.07,8.18%,5478.94,5425.43,0.98%,969.94,948.90,2.17%
12/26/15 11:00:00,35433.47,34106.56,3.74%,10812.13,10165.10,5.98%,1134.71,1095.14,3.49%,1971.68,2005.61,1.72%,732.25,716.17,2.20%,10824.21,10713.16,1.03%,3294.25,2985.31,9.38%,5690.89,5473.40,3.82%,973.35,952.67,2.13%
12/26/15 12:00:00,35998.41,34978.60,2.83%,11041.86,10548.86,4.46%,1137.72,1109.09,2.52%,1965.93,1990.67,1.26%,729.82,721.28,1.17%,10983.38,10872.14,1.01%,3412.27,3185.85,6.64%,5761.84,5594.79,2.90%,965.58,955.92,1.00%
12/26/15 13:00:00,36173.73,34759.41,3.91%,11174.42,10774.99,3.57%,1134.93,1114.67,1.79%,1960.03,1986.00,1.32%,734.14,726.18,1.08%,10983.62,10529.68,4.13%,3465.33,3100.06,10.54%,5762.69,5565.61,3.42%,958.58,962.22,0.38%
12/26/15 14:00:00,36177.32,35064.32,3.08%,11219.58,10795.68,3.78%,1135.99,1109.17,2.36%,1959.64,1976.66,0.87%,738.45,729.32,1.24%,10941.41,10666.55,2.51%,3484.80,3248.98,6.77%,5741.72,5582.85,2.77%,955.73,955.10,0.07%
12/26/15 15:00:00,36001.73,35327.65,1.87%,11132.62,11193.71,0.55%,1130.88,1112.29,1.64%,1958.47,1971.90,0.69%,742.32,720.87,2.89%,10881.50,10483.43,3.66%,3438.58,3288.32,4.37%,5755.59,5595.17,2.79%,961.76,961.97,0.02%
12/26/15 16:00:00,35897.76,35089.04,2.25%,10991.25,10746.24,2.23%,1125.72,1112.52,1.17%,1984.42,1981.31,0.16%,752.61,754.80,0.29%,10911.34,10629.20,2.59%,3362.97,3270.56,2.75%,5795.32,5628.88,2.87%,974.13,965.53,0.88%
12/26/15 17:00:00,37249.26,35744.67,4.04%,11319.57,10972.47,3.07%,1182.11,1147.73,2.91%,2047.16,2044.30,0.14%,792.11,795.41,0.42%,11472.29,10833.74,5.57%,3370.77,3150.63,6.53%,6054.73,5809.43,4.05%,1010.53,990.95,1.94%
12/26/15 18:00:00,38199.46,36953.59,3.26%,11573.76,10964.02,5.27%,1220.51,1192.30,2.31%,2123.50,2185.72,2.93%,816.64,869.73,6.50%,11566.89,11349.49,1.88%,3481.52,3329.46,4.37%,6351.59,6019.89,5.22%,1065.05,1042.98,2.07%
12/26/15 19:00:00,37621.14,36945.47,1.80%,11437.93,10970.31,4.09%,1203.20,1187.39,1.31%,2140.67,2175.50,1.63%,812.00,893.09,9.99%,11227.29,11311.85,0.75%,3432.63,3304.08,3.74%,6296.05,6038.14,4.10%,1071.38,1065.12,0.58%
12/26/15 20:00:00,36812.57,36509.19,0.82%,11234.75,11063.50,1.52%,1177.34,1163.06,1.21%,2141.20,2189.66,2.26%,798.75,858.05,7.42%,10859.92,11056.48,1.81%,3355.12,3209.95,4.33%,6178.31,5906.74,4.40%,1067.19,1061.75,0.51%
12/26/15 21:00:00,35719.12,35586.57,0.37%,10967.31,10711.91,2.33%,1141.46,1119.20,1.95%,2139.46,2183.80,2.07%,779.82,849.96,9.00%,10385.23,10941.75,5.36%,3273.77,3046.00,6.96%,5981.09,5697.91,4.73%,1050.98,1036.03,1.42%
12/26/15 22:00:00,34168.76,33856.15,0.91%,10587.53,10441.02,1.38%,1090.04,1071.11,1.74%,2133.20,2148.87,0.73%,744.94,823.07,10.49%,9763.14,10023.70,2.67%,3151.89,2887.95,8.37%,5682.05,5468.68,3.76%,1015.97,991.74,2.38%
